image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
bird_03,add,0.04,identity,0.50444,0.04943,0.50444,0.04943,1.0,True,643.4
bird_03,add,0.04,blur1,0.34178,0.02587,0.50444,0.04943,0.67754,True,643.4
bird_03,add,0.04,noise0.05,0.58818,0.03706,0.50444,0.04943,1.166,True,643.4
bird_03,add,0.04,quantize16,0.49357,0.05031,0.50444,0.04943,0.97845,True,643.4
bird_03,add,0.04,jpeg75,0.26808,0.04259,0.50444,0.04943,0.53145,True,643.4
bird_03,add,0.04,jpeg30,0.31486,0.02683,0.50444,0.04943,0.62417,True,643.4
bird_03,add,0.04,crop_resize0.1,0.55091,0.02766,0.50444,0.04943,1.09212,True,643.4
bird_03,add,0.04,jpeg_then_resize75,0.27767,0.03762,0.50444,0.04943,0.55045,True,643.4
bird_03,add,0.04,adverse_cleaner,0.40512,0.05387,0.50444,0.04943,0.80311,True,643.4
bird_03,add,0.04,impress,0.44178,0.03554,0.50444,0.04943,0.87578,True,643.4
bird_03,phase,0.04,identity,0.5205,0.06103,0.5205,0.06103,1.0,True,650.8
bird_03,phase,0.04,blur1,0.42106,0.04875,0.5205,0.06103,0.80896,True,650.8
bird_03,phase,0.04,noise0.05,0.59847,0.04948,0.5205,0.06103,1.1498,True,650.8
bird_03,phase,0.04,quantize16,0.49318,0.04317,0.5205,0.06103,0.94751,True,650.8
bird_03,phase,0.04,jpeg75,0.35101,0.02177,0.5205,0.06103,0.67438,True,650.8
bird_03,phase,0.04,jpeg30,0.3649,0.03087,0.5205,0.06103,0.70106,True,650.8
bird_03,phase,0.04,crop_resize0.1,0.5445,0.03544,0.5205,0.06103,1.04611,True,650.8
bird_03,phase,0.04,jpeg_then_resize75,0.3508,0.01644,0.5205,0.06103,0.67397,True,650.8
bird_03,phase,0.04,adverse_cleaner,0.46437,0.01794,0.5205,0.06103,0.89218,True,650.8
bird_03,phase,0.04,impress,0.44289,0.05296,0.5205,0.06103,0.8509,True,650.8
bird_03,phase_rand,0.04,identity,0.15837,0.03855,0.15837,0.03855,1.0,True,645.3
bird_03,phase_rand,0.04,blur1,0.31471,0.01548,0.15837,0.03855,1.98716,True,645.3
bird_03,phase_rand,0.04,noise0.05,0.57645,0.03923,0.15837,0.03855,3.63984,True,645.3
bird_03,phase_rand,0.04,quantize16,0.40906,0.01964,0.15837,0.03855,2.58287,True,645.3
bird_03,phase_rand,0.04,jpeg75,0.24767,0.02283,0.15837,0.03855,1.56387,True,645.3
bird_03,phase_rand,0.04,jpeg30,0.32786,0.02624,0.15837,0.03855,2.07018,True,645.3
bird_03,phase_rand,0.04,crop_resize0.1,0.45405,0.02476,0.15837,0.03855,2.86699,True,645.3
bird_03,phase_rand,0.04,jpeg_then_resize75,0.25348,0.01984,0.15837,0.03855,1.60053,True,645.3
bird_03,phase_rand,0.04,adverse_cleaner,0.29805,0.04801,0.15837,0.03855,1.88196,True,645.3
bird_03,phase_rand,0.04,impress,0.27949,0.04199,0.15837,0.03855,1.76475,True,645.3
bird_03,add,0.075,identity,0.64547,0.03133,0.64547,0.03133,1.0,True,656.9
bird_03,add,0.075,blur1,0.40255,0.03604,0.64547,0.03133,0.62365,True,656.9
bird_03,add,0.075,noise0.05,0.62141,0.03367,0.64547,0.03133,0.96271,True,656.9
bird_03,add,0.075,quantize16,0.56738,0.03357,0.64547,0.03133,0.87901,True,656.9
bird_03,add,0.075,jpeg75,0.46106,0.04995,0.64547,0.03133,0.7143,True,656.9
bird_03,add,0.075,jpeg30,0.36239,0.02272,0.64547,0.03133,0.56144,True,656.9
bird_03,add,0.075,crop_resize0.1,0.60449,0.01855,0.64547,0.03133,0.93651,True,656.9
bird_03,add,0.075,jpeg_then_resize75,0.31849,0.0272,0.64547,0.03133,0.49342,True,656.9
bird_03,add,0.075,adverse_cleaner,0.50558,0.03321,0.64547,0.03133,0.78327,True,656.9
