image,condition,attacker,instruction,task,radius,unreachable,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_127061,dct_shield,instruct-pix2pix,turn the color of control panel to gray,,1.0,False,100,7.5,1.5,20260812,False,0.38363,0.95376,29.288,0.62174,0.03993,0.47345,0.43557,14.654,0.42629,0.33622,0.28153,0.03433,571.4
task_attr_mod_color_30214,dct_shield,instruct-pix2pix,turn the color of glass of whiskey to green,,1.0,False,100,7.5,1.5,20260812,False,0.53832,0.8201,29.716,0.4464,0.0463,0.70722,0.23279,11.954,0.08425,0.48111,0.22967,0.03267,569.3
task_attr_mod_color_96137,dct_shield,instruct-pix2pix,turn the color of robot companion to orange,,1.0,False,100,7.5,1.5,20260812,False,0.46447,0.84896,29.424,0.49191,0.05478,0.77305,0.37973,10.699,0.12186,0.43981,0.24739,0.03379,570.1
task_env_weather_165714,dct_shield,instruct-pix2pix,change the setting to a foggy day,,1.0,False,100,7.5,1.5,20260812,False,0.49783,0.8978,29.508,0.54304,0.0431,0.63473,0.42948,13.967,0.2615,0.45764,0.2481,0.03347,569.8
task_env_weather_61151,dct_shield,instruct-pix2pix,change the setting to a summer day,,1.0,False,100,7.5,1.5,20260812,False,0.38027,0.93157,28.822,0.56751,0.03094,0.66667,0.34449,14.707,0.21793,0.34823,0.28951,0.03621,571.7
task_obj_add_290491,dct_shield,instruct-pix2pix,Add woman,,1.0,False,100,7.5,1.5,20260812,False,0.5131,0.90619,29.383,0.50938,0.04401,0.68886,0.16598,11.05,0.03156,0.44692,0.26353,0.03395,568.6
task_obj_add_531333,dct_shield,instruct-pix2pix,Add grey hat,,1.0,False,100,7.5,1.5,20260812,False,0.4545,0.9406,29.132,0.57435,0.04031,0.64995,0.34806,14.148,0.11688,0.32183,0.271,0.03494,569.3
task_obj_add_850681,dct_shield,instruct-pix2pix,Add left carnation,,1.0,False,100,7.5,1.5,20260812,False,0.41853,0.91859,29.136,0.5622,0.03651,0.49161,0.53856,17.961,0.19853,0.31173,0.24489,0.03493,568.9
task_obj_remove_303082,dct_shield,instruct-pix2pix,Remove red rock,,1.0,False,100,7.5,1.5,20260812,False,0.47798,0.85821,29.173,0.5036,0.0269,0.62013,0.49278,14.567,0.23449,0.30801,0.25134,0.03478,570.8
task_obj_remove_648479,dct_shield,instruct-pix2pix,Remove dam,,1.0,False,100,7.5,1.5,20260812,False,0.55265,0.81561,29.159,0.4306,0.06566,0.68086,0.24216,9.303,0.02548,0.35664,0.43118,0.03484,571.4
task_obj_swap_joint_mask_476374,dct_shield,instruct-pix2pix,Replace the pirate with eyepatch with man in military uniform,,1.0,False,100,7.5,1.5,20260812,False,0.52417,0.86381,29.708,0.49559,0.04592,0.75951,0.16642,8.568,0.03405,0.36529,0.23283,0.0327,572.6
task_obj_swap_rand_mask_268827,dct_shield,instruct-pix2pix,Replace the knight armor with jacket,,1.0,False,100,7.5,1.5,20260812,False,0.53533,0.82559,29.637,0.43669,0.06177,0.63219,0.36124,9.992,0.02273,0.3788,0.22871,0.03297,568.0
task_obj_swap_rand_mask_92564,dct_shield,instruct-pix2pix,Replace the wooden flooring with gray carpet,,1.0,False,100,7.5,1.5,20260812,False,0.51387,0.86554,29.643,0.50693,0.05314,0.69468,0.23423,10.805,0.02693,0.56051,0.22853,0.03295,562.0
