image,condition,attacker,instruction,task,radius,unreachable,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_126580,dct_shield,instruct-pix2pix,turn the color of a stone fountain to red,,1.0,False,100,7.5,1.5,20260812,False,0.39291,0.91953,29.135,0.56798,0.03443,0.69123,0.34445,10.055,0.15573,0.31878,0.28416,0.03493,570.9
task_attr_mod_color_234404,dct_shield,instruct-pix2pix,turn the color of grizzly bear to be white,,1.0,False,100,7.5,1.5,20260812,False,0.53534,0.83854,29.988,0.42598,0.06308,0.82515,0.16741,7.465,0.0172,0.44971,0.23571,0.03167,569.5
task_attr_mod_color_76641,dct_shield,instruct-pix2pix,turn the color of micrometer to blue,,1.0,False,100,7.5,1.5,20260812,False,0.5347,0.83884,29.793,0.44656,0.04651,0.74071,0.37608,8.293,0.07729,0.53348,0.25518,0.03238,570.3
task_env_weather_150522,dct_shield,instruct-pix2pix,change the setting to fall with colorful leaves,,1.0,False,100,7.5,1.5,20260812,False,0.22052,0.95711,28.896,0.62347,0.02391,0.48728,0.44801,14.241,0.10072,0.25417,0.29088,0.03591,569.8
task_env_weather_59863,dct_shield,instruct-pix2pix,change the setting to a snowy scene,,1.0,False,100,7.5,1.5,20260812,False,0.38973,0.9223,29.025,0.5602,0.03758,0.51246,0.67004,16.6,0.27316,0.29102,0.25607,0.03538,571.7
task_obj_add_24380,dct_shield,instruct-pix2pix,Add flag,,1.0,False,100,7.5,1.5,20260812,False,0.48265,0.86725,29.733,0.52135,0.06069,0.73643,0.33142,10.101,0.08149,0.34539,0.22606,0.03261,568.7
task_obj_add_530461,dct_shield,instruct-pix2pix,Add black costume,,1.0,False,100,7.5,1.5,20260812,False,0.57591,0.74366,30.435,0.2743,0.11636,0.66936,0.19659,9.137,0.01817,0.48849,0.25402,0.03008,569.2
task_obj_add_767982,dct_shield,instruct-pix2pix,Add grape,,1.0,False,100,7.5,1.5,20260812,False,0.54989,0.85072,29.495,0.49101,0.06121,0.7828,0.21648,7.978,0.05162,0.3813,0.30845,0.03351,568.9
task_obj_remove_2878,dct_shield,instruct-pix2pix,Remove person,,1.0,False,100,7.5,1.5,20260812,False,0.44388,0.87834,29.251,0.51774,0.03599,0.53185,0.55663,17.264,0.27385,0.32587,0.23443,0.03447,570.8
task_obj_remove_634326,dct_shield,instruct-pix2pix,Remove fence,,1.0,False,100,7.5,1.5,20260812,False,0.45259,0.84516,29.397,0.47752,0.03776,0.57975,0.53012,15.729,0.15814,0.33785,0.24075,0.03389,571.4
task_obj_swap_joint_mask_474202,dct_shield,instruct-pix2pix,Replace the wooden deck with stone floor,,1.0,False,100,7.5,1.5,20260812,False,0.44184,0.83251,29.277,0.45996,0.04145,0.54651,0.40969,13.72,0.07669,0.26111,0.27347,0.03437,572.6
task_obj_swap_rand_mask_216136,dct_shield,instruct-pix2pix,Replace the shimmering glass structures with tree stumps,,1.0,False,100,7.5,1.5,20260812,False,0.3263,0.91307,28.945,0.53529,0.0204,0.51598,0.39465,15.687,0.0725,0.27501,0.25692,0.03571,568.0
task_obj_swap_rand_mask_79926,dct_shield,instruct-pix2pix,Replace the Hawaiian shirt with blue dress,,1.0,False,100,7.5,1.5,20260812,False,0.52253,0.80723,29.495,0.42128,0.0611,0.77181,0.25887,8.252,0.0487,0.29744,0.24669,0.03352,569.0
