image,condition,attacker,instruction,task,radius,unreachable,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,dct_shield,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,100,7.5,1.5,20260812,False,0.46333,0.8547,29.243,0.48279,0.055,0.52405,0.59492,12.343,0.23597,0.27845,0.24704,0.0345,582.4
task_attr_mod_color_184837,dct_shield,instruct-pix2pix,turn the color of frame to pink,,1.0,False,100,7.5,1.5,20260812,False,0.34518,0.92662,28.983,0.58964,0.03346,0.51066,0.53191,16.684,0.27658,0.2865,0.31347,0.03555,588.1
task_attr_mod_color_6205,dct_shield,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,100,7.5,1.5,20260812,False,0.50243,0.84294,29.428,0.46773,0.05994,0.75468,0.18995,6.466,0.23097,0.74967,0.30698,0.03378,583.3
task_env_weather_133752,dct_shield,instruct-pix2pix,transform the setting to a rainy day,,1.0,False,100,7.5,1.5,20260812,False,0.55738,0.88877,29.729,0.50905,0.06555,0.73431,0.22572,11.544,0.0301,0.42917,0.2906,0.03263,582.2
task_env_weather_246440,dct_shield,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,100,7.5,1.5,20260812,False,0.25869,0.93056,28.243,0.60481,0.01771,0.47544,0.43887,16.131,0.1402,0.24531,0.29177,0.03871,579.7
task_obj_add_13726,dct_shield,instruct-pix2pix,Add subscribe button,,1.0,False,100,7.5,1.5,20260812,False,0.37561,0.86358,29.187,0.51554,0.03598,0.71634,0.47388,14.165,0.26795,0.37793,0.2882,0.03472,582.7
task_obj_add_40931,dct_shield,instruct-pix2pix,Add the blood on snout,,1.0,False,100,7.5,1.5,20260812,False,0.4246,0.91948,29.676,0.58758,0.05595,0.57482,0.40352,15.887,0.26985,0.36665,0.23571,0.03282,581.5
task_obj_add_692065,dct_shield,instruct-pix2pix,Add monk,,1.0,False,100,7.5,1.5,20260812,False,0.35481,0.9432,29.002,0.60889,0.02064,0.42446,0.48042,16.567,0.35376,0.28762,0.27582,0.03547,581.7
task_obj_remove_257910,dct_shield,instruct-pix2pix,Remove bracelet,,1.0,False,100,7.5,1.5,20260812,False,0.51792,0.80722,29.508,0.41992,0.05896,0.71928,0.23526,7.708,0.0396,0.33874,0.23868,0.03347,578.9
task_obj_remove_509477,dct_shield,instruct-pix2pix,Remove the man with glasses,,1.0,False,100,7.5,1.5,20260812,False,0.36268,0.9221,28.728,0.58055,0.02435,0.44154,0.59182,17.437,0.30185,0.26236,0.26687,0.03661,578.7
task_obj_swap_joint_mask_276754,dct_shield,instruct-pix2pix,Replace the satellite dish with rocket,,1.0,False,100,7.5,1.5,20260812,False,0.40679,0.83473,29.474,0.51626,0.06555,0.70008,0.43996,11.936,0.01027,0.41712,0.25525,0.03359,581.5
task_obj_swap_joint_mask_75733,dct_shield,instruct-pix2pix,Replace the snowy landscape with sea,,1.0,False,100,7.5,1.5,20260812,False,0.51994,0.82217,29.78,0.39584,0.05446,0.62711,0.57846,12.931,0.08241,0.34741,0.22877,0.03243,580.8
task_obj_swap_rand_mask_417469,dct_shield,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.0,False,100,7.5,1.5,20260812,False,0.45568,0.84594,29.375,0.4973,0.04103,0.75735,0.25929,9.552,0.07119,0.47858,0.26597,0.03398,576.8
