image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.10918,0.97399,36.308,0.77662,0.03398,0.1255,0.9124,29.091,0.66045,0.07148,0.49497,0.0153,117.7
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.12025,0.93749,26.579,0.71885,0.05625,0.16135,0.86736,23.534,0.52641,0.05829,0.64597,0.04689,118.0
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.26976,0.88949,24.173,0.56877,0.08161,0.43458,0.43733,14.029,0.07594,0.25024,0.69247,0.06185,117.8
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.18986,0.97539,34.258,0.73126,0.03987,0.20025,0.89705,27.562,0.46507,0.07953,0.46461,0.01937,117.8
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.21483,0.93515,27.526,0.6301,0.07293,0.40358,0.6882,16.301,0.27264,0.19225,0.88056,0.04204,117.8
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.19211,0.92088,25.591,0.5483,0.06856,0.21704,0.7961,21.862,0.36486,0.08949,0.65144,0.05253,117.8
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.06468,0.9884,39.242,0.8689,0.02696,0.23502,0.84127,21.35,0.73846,0.16172,0.35491,0.01091,117.6
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.41847,0.77923,24.352,0.25179,0.11994,0.17968,0.80615,21.786,0.28758,0.19452,0.72262,0.06059,117.4
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.22859,0.9163,24.515,0.53066,0.09014,0.302,0.70425,18.046,0.2621,0.14681,0.64055,0.05947,117.2
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.26984,0.94068,32.566,0.53536,0.08311,0.37152,0.73196,16.256,0.33034,0.25308,0.63181,0.02353,117.5
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.32868,0.84858,24.189,0.37891,0.11946,0.52995,0.49345,17.29,0.21429,0.24606,0.79666,0.06174,117.4
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.16755,0.94128,27.774,0.57991,0.04245,0.19231,0.79945,22.802,0.40585,0.08687,0.76471,0.04086,117.5
