image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.07622,0.97531,29.638,0.71134,0.03709,0.10131,0.92324,23.594,0.52317,0.05249,0.6254,0.03297,117.8
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.11785,0.96741,29.608,0.63371,0.05712,0.1398,0.88803,24.717,0.43591,0.08149,0.5136,0.03308,118.2
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.14099,0.91973,23.886,0.52271,0.09221,0.23937,0.71323,17.906,0.33932,0.17894,0.85113,0.06393,118.2
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.15624,0.98953,41.553,0.75467,0.03661,0.18684,0.87054,21.669,0.71347,0.16287,0.34589,0.00836,117.7
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.06671,0.98242,33.331,0.75178,0.05269,0.08819,0.92754,25.924,0.60801,0.07566,0.49861,0.02155,118.1
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.15834,0.9488,32.337,0.66884,0.02459,0.26958,0.77596,20.785,0.3344,0.12384,0.42328,0.02416,118.0
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.15111,0.97236,34.016,0.70154,0.02678,0.19804,0.90751,27.473,0.44484,0.04477,0.3195,0.01991,118.0
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.20235,0.92084,31.429,0.61733,0.04219,0.27029,0.79574,19.686,0.51238,0.17396,0.29643,0.02683,118.0
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.22781,0.85906,20.058,0.47392,0.08633,0.35462,0.59356,17.352,0.20994,0.16688,0.82972,0.09933,117.7
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.16037,0.94899,26.399,0.55717,0.06632,0.18571,0.85127,21.911,0.35227,0.09429,0.8139,0.04787,117.8
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.21412,0.90726,25.904,0.48261,0.09351,0.47996,0.5988,16.624,0.24285,0.26325,0.7548,0.05067,117.9
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.09107,0.97569,31.024,0.71419,0.04775,0.2051,0.84622,17.147,0.50184,0.13977,0.56497,0.02811,118.1
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,2.6,False,2.0,100,7.5,1.5,20260812,False,0.21912,0.94969,28.321,0.62633,0.06806,0.23439,0.77449,20.74,0.38059,0.14652,0.70148,0.03836,117.8
