image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.492,0.96063,26.88,0.32123,0.0748,0.4846,0.63093,16.696,0.23759,0.27292,0.49369,0.04529,0.86438,0.85239,False,0.837,406.4
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45748,0.94675,27.899,0.35359,0.10218,0.62919,0.27737,7.537,0.02582,0.41978,0.42661,0.04028,0.79452,0.80244,True,0.837,397.4
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46148,0.94108,24.021,0.34176,0.11876,0.63749,0.45117,13.529,0.22036,0.35007,0.44401,0.06295,0.9096,0.87947,False,0.837,397.9
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55862,0.94747,32.07,0.17365,0.1213,0.59129,0.39587,10.984,0.07419,0.38569,0.39297,0.02492,0.7545,0.73148,True,0.837,397.7
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51613,0.95865,28.814,0.33755,0.11279,0.67633,0.22384,6.851,0.57282,0.48568,0.42972,0.03625,0.65795,0.74546,True,0.837,397.3
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56642,0.96485,28.948,0.36129,0.04856,0.84012,0.32142,10.081,0.15986,0.35785,0.3491,0.03569,0.55653,0.57758,True,0.837,397.8
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40804,0.93434,22.952,0.34678,0.07246,0.54423,0.35042,15.136,0.12732,0.31011,0.62241,0.07119,0.91353,0.85992,False,0.837,398.0
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49291,0.95905,26.409,0.33002,0.07388,0.63428,0.4559,13.519,0.07989,0.42252,0.4537,0.04781,0.64407,0.68333,True,0.837,398.5
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48243,0.94973,27.015,0.39808,0.0849,0.5534,0.37455,15.474,0.24311,0.37994,0.40102,0.04459,0.86989,0.72712,True,0.837,398.5
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52378,0.96232,27.733,0.37831,0.0927,0.71876,0.25395,8.104,0.05592,0.38108,0.57498,0.04105,0.73366,0.71686,True,0.837,398.5
