condition,image_id,tau_target,tau_achieved,scale_k,budget_metric,budget_relative,budget_floor,budget_target_abs,budget_achieved_abs,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
photoguard_c,woman_03,0.04,0.03638756275177002,1.0,dists,True,0.0,0.04000011920928955,0.03638768196105957,4.432383555169902,40.89450454711914,0.33142930269241333,0.9835185408592224,0.6146392822265625,0.9852263927459717,0.3259952664375305,0.03638768196105957,1.0101842880249023,0.00902086216956377,0.0017102559795603156
