image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.32225,0.94155,28.113,0.50947,0.05517,0.29282,0.68981,19.973,0.30894,0.15323,0.38706,0.0393,121.0
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.11419,0.97839,37.105,0.74249,0.03064,0.1311,0.91212,29.029,0.62575,0.08136,0.33948,0.01396,120.8
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.13679,0.9573,28.205,0.64411,0.04597,0.17931,0.87324,23.359,0.46628,0.05886,0.56776,0.03888,121.0
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.25974,0.94175,26.464,0.56019,0.04721,0.42225,0.4492,13.769,0.07907,0.25348,0.55522,0.04751,120.8
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.19373,0.97879,35.117,0.70167,0.0324,0.19315,0.88722,26.244,0.45587,0.07633,0.3157,0.01755,121.0
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.22564,0.9606,29.512,0.62588,0.05621,0.4024,0.71695,17.613,0.26261,0.17706,0.66298,0.03345,120.8
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.22743,0.93626,27.086,0.49313,0.05193,0.24812,0.78111,21.867,0.32225,0.09104,0.49844,0.04423,120.6
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.09256,0.98585,38.934,0.81146,0.03077,0.2517,0.83285,21.414,0.69765,0.17388,0.19055,0.01131,120.5
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.40144,0.89171,27.196,0.33568,0.08047,0.23153,0.77815,18.746,0.21976,0.24097,0.43806,0.04367,120.9
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.24161,0.93854,26.622,0.49806,0.06287,0.31431,0.67907,17.388,0.25805,0.15221,0.53853,0.04666,121.7
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.25955,0.96254,34.451,0.57153,0.0576,0.33834,0.76647,17.275,0.32766,0.22614,0.27808,0.01894,121.7
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.33179,0.91195,27.326,0.44037,0.09133,0.49003,0.57052,18.241,0.21059,0.23821,0.72426,0.04303,121.5
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.2,False,0.0,100,7.5,1.5,20260812,False,0.18912,0.95234,29.434,0.54352,0.03912,0.22775,0.78423,22.112,0.37024,0.10625,0.57963,0.03375,121.9
