image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.13888,0.97428,29.953,0.56794,0.03235,0.15904,0.89716,23.132,0.4099,0.06361,0.43955,0.03179,80.0
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18169,0.96293,31.075,0.53975,0.05577,0.2173,0.81743,23.121,0.36712,0.12436,0.30941,0.02794,80.6
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17892,0.94418,25.928,0.45948,0.05311,0.23118,0.72405,19.005,0.31452,0.1591,0.45473,0.05053,80.8
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.16109,0.99202,42.262,0.72298,0.03375,0.16575,0.88298,22.142,0.69249,0.13894,0.18655,0.00771,80.6
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1181,0.97457,33.733,0.63608,0.05801,0.25791,0.77016,15.004,0.52201,0.16163,0.34805,0.02057,80.7
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18682,0.96415,33.106,0.61436,0.02794,0.27843,0.77625,21.088,0.3106,0.11827,0.28429,0.02212,80.7
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18845,0.97194,33.718,0.61184,0.02579,0.22302,0.89494,26.681,0.38744,0.0552,0.27958,0.02061,80.6
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19912,0.95516,33.489,0.59891,0.03437,0.56386,0.70724,14.674,0.34494,0.33092,0.18658,0.02116,80.6
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.25232,0.92461,23.433,0.4191,0.05327,0.37236,0.5601,17.519,0.16673,0.16574,0.82865,0.06735,80.5
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20716,0.96681,28.982,0.51858,0.04632,0.22621,0.85275,22.402,0.31892,0.09026,0.49527,0.03555,80.5
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29783,0.94807,29.165,0.45927,0.05541,0.36721,0.70039,20.93,0.19499,0.1532,0.36124,0.03481,80.5
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.11484,0.97762,32.506,0.63876,0.0383,0.20128,0.85817,18.11,0.4646,0.12877,0.33827,0.0237,80.6
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,0.9,False,0.0,0.12,inf,0,32,16,0.25,0.5,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32717,0.94614,29.117,0.51229,0.05008,0.29836,0.67425,19.702,0.30912,0.1733,0.35896,0.03501,80.8
