image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_136767,advdrop,instruct-pix2pix,turn the color of astronaut to pink,,1600.0,False,0.0,0.12,100,7.5,1.5,20260812,True,0.11091,0.97259,37.112,0.74028,0.02181,0.14132,0.90161,26.07,0.51235,0.05569,0.15022,0.01394,83.0
task_attr_mod_color_6205,advdrop,instruct-pix2pix,turn the color of toolbox to red,,1600.0,False,0.0,0.12,100,7.5,1.5,20260812,True,0.1639,0.97207,37.765,0.73273,0.03421,0.24508,0.83905,17.74,0.57958,0.09766,0.12852,0.01293,83.6
task_env_weather_181583,advdrop,instruct-pix2pix,change the setting to a stormy day,,1600.0,False,0.0,0.12,100,7.5,1.5,20260812,True,0.10619,0.97572,39.01,0.78392,0.01966,0.46211,0.78134,15.473,0.45348,0.27587,0.10637,0.01121,84.0
task_obj_add_13726,advdrop,instruct-pix2pix,Add subscribe button,,1600.0,False,0.0,0.12,100,7.5,1.5,20260812,True,0.183,0.95507,34.382,0.6613,0.03737,0.23411,0.83956,25.184,0.3175,0.0568,0.18812,0.01909,83.9
task_obj_add_581286,advdrop,instruct-pix2pix,Add sauce,,1600.0,False,0.0,0.12,100,7.5,1.5,20260812,True,0.14962,0.97489,39.827,0.76421,0.02601,0.16699,0.94284,33.674,0.62919,0.04189,0.10479,0.0102,84.0
task_obj_remove_257910,advdrop,instruct-pix2pix,Remove bracelet,,1600.0,False,0.0,0.12,100,7.5,1.5,20260812,True,0.28274,0.95736,36.527,0.6594,0.05618,0.27091,0.91977,30.969,0.48105,0.07433,0.16182,0.01492,84.0
task_obj_remove_657585,advdrop,instruct-pix2pix,Remove frisbee,,1600.0,False,0.0,0.12,100,7.5,1.5,20260812,True,0.25263,0.9665,38.921,0.74927,0.03525,0.33863,0.82176,21.368,0.51754,0.1525,0.12317,0.01132,84.1
task_obj_swap_joint_mask_75733,advdrop,instruct-pix2pix,Replace the snowy landscape with sea,,1600.0,False,0.0,0.12,100,7.5,1.5,20260812,True,0.22226,0.967,38.342,0.69241,0.03716,0.26522,0.88368,22.77,0.40981,0.08753,0.10243,0.0121,84.0
