image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,prompt_idx,prompt_split,eval_prompt,eval_strength,strength_split,edit_lpips,edit_psnr,ctrl_lpips,net_lpips
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,10145.5,4.47,363.6666666666667,19.0,11.0,16.0,15.333333333333334,0.014659881591796875,0.22788211703300476,0.19271770119667053,0.03516440838575363,0.30728229880332947,37.72311782836914,0.11179724335670471,37.72311782836914,0.11179724335670471,0.985848605632782,0.03516440838575363,0,train,a wrecked car after an accident,0.3,heldout,0.12009832262992859,23.942874908447266,0.0,0.12009832262992859
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,10145.5,4.47,363.6666666666667,19.0,11.0,16.0,15.333333333333334,0.014659881591796875,0.22788211703300476,0.19271770119667053,0.03516440838575363,0.30728229880332947,37.72311782836914,0.11179724335670471,37.72311782836914,0.11179724335670471,0.985848605632782,0.03516440838575363,0,train,a wrecked car after an accident,0.5,train,0.1276819109916687,24.797117233276367,0.0,0.1276819109916687
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,10145.5,4.47,363.6666666666667,19.0,11.0,16.0,15.333333333333334,0.014659881591796875,0.22788211703300476,0.19271770119667053,0.03516440838575363,0.30728229880332947,37.72311782836914,0.11179724335670471,37.72311782836914,0.11179724335670471,0.985848605632782,0.03516440838575363,0,train,a wrecked car after an accident,0.7,heldout,0.10542857646942139,26.88300895690918,0.0,0.10542857646942139
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,10145.5,4.47,363.6666666666667,19.0,11.0,16.0,15.333333333333334,0.014659881591796875,0.22788211703300476,0.19271770119667053,0.03516440838575363,0.30728229880332947,37.72311782836914,0.11179724335670471,37.72311782836914,0.11179724335670471,0.985848605632782,0.03516440838575363,1,heldout,a car driving in a flooded street,0.3,heldout,0.12116023898124695,23.922216415405273,0.0,0.12116023898124695
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,10145.5,4.47,363.6666666666667,19.0,11.0,16.0,15.333333333333334,0.014659881591796875,0.22788211703300476,0.19271770119667053,0.03516440838575363,0.30728229880332947,37.72311782836914,0.11179724335670471,37.72311782836914,0.11179724335670471,0.985848605632782,0.03516440838575363,1,heldout,a car driving in a flooded street,0.5,train,0.12897291779518127,24.765544891357422,0.0,0.12897291779518127
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,10145.5,4.47,363.6666666666667,19.0,11.0,16.0,15.333333333333334,0.014659881591796875,0.22788211703300476,0.19271770119667053,0.03516440838575363,0.30728229880332947,37.72311782836914,0.11179724335670471,37.72311782836914,0.11179724335670471,0.985848605632782,0.03516440838575363,1,heldout,a car driving in a flooded street,0.7,heldout,0.10662628710269928,26.815143585205078,0.0,0.10662628710269928
car_01,P,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,11506.6,5.13,233.33333333333334,16.0,11.333333333333334,16.0,16.0,0.003047943115234375,0.16936782002449036,0.1259554624557495,0.04341235011816025,0.3740445375442505,37.98379135131836,0.09752696752548218,37.98379135131836,0.09752696752548218,0.9886986017227173,0.04341235011816025,0,train,a wrecked car after an accident,0.3,heldout,0.09914754331111908,28.065101623535156,0.0,0.09914754331111908
car_01,P,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,11506.6,5.13,233.33333333333334,16.0,11.333333333333334,16.0,16.0,0.003047943115234375,0.16936782002449036,0.1259554624557495,0.04341235011816025,0.3740445375442505,37.98379135131836,0.09752696752548218,37.98379135131836,0.09752696752548218,0.9886986017227173,0.04341235011816025,0,train,a wrecked car after an accident,0.5,train,0.07362037152051926,29.629594802856445,0.0,0.07362037152051926
car_01,P,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,11506.6,5.13,233.33333333333334,16.0,11.333333333333334,16.0,16.0,0.003047943115234375,0.16936782002449036,0.1259554624557495,0.04341235011816025,0.3740445375442505,37.98379135131836,0.09752696752548218,37.98379135131836,0.09752696752548218,0.9886986017227173,0.04341235011816025,0,train,a wrecked car after an accident,0.7,heldout,0.06548947095870972,31.314382553100586,0.0,0.06548947095870972
car_01,P,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,11506.6,5.13,233.33333333333334,16.0,11.333333333333334,16.0,16.0,0.003047943115234375,0.16936782002449036,0.1259554624557495,0.04341235011816025,0.3740445375442505,37.98379135131836,0.09752696752548218,37.98379135131836,0.09752696752548218,0.9886986017227173,0.04341235011816025,1,heldout,a car driving in a flooded street,0.3,heldout,0.10043801367282867,27.961576461791992,0.0,0.10043801367282867
