image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,prompt_idx,prompt_split,eval_prompt,eval_strength,strength_split,edit_lpips,edit_psnr,ctrl_lpips,net_lpips
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.7,512.0,382.0,239.0,512.0,381.3333333333333,0.0348103865981102,9.65522289276123,0.15341883897781372,9.50180435180664,0.3465811610221863,33.23105239868164,0.10649308562278748,33.23105239868164,0.10649308562278748,0.9723318815231323,0.06757254898548126,0,train,a wrecked car after an accident,0.3,heldout,0.1730736941099167,22.521848678588867,0.0,0.1730736941099167
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.7,512.0,382.0,239.0,512.0,381.3333333333333,0.0348103865981102,9.65522289276123,0.15341883897781372,9.50180435180664,0.3465811610221863,33.23105239868164,0.10649308562278748,33.23105239868164,0.10649308562278748,0.9723318815231323,0.06757254898548126,0,train,a wrecked car after an accident,0.5,train,0.19138896465301514,22.98786163330078,0.0,0.19138896465301514
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.7,512.0,382.0,239.0,512.0,381.3333333333333,0.0348103865981102,9.65522289276123,0.15341883897781372,9.50180435180664,0.3465811610221863,33.23105239868164,0.10649308562278748,33.23105239868164,0.10649308562278748,0.9723318815231323,0.06757254898548126,0,train,a wrecked car after an accident,0.7,heldout,0.2209452986717224,22.806110382080078,0.0,0.2209452986717224
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.7,512.0,382.0,239.0,512.0,381.3333333333333,0.0348103865981102,9.65522289276123,0.15341883897781372,9.50180435180664,0.3465811610221863,33.23105239868164,0.10649308562278748,33.23105239868164,0.10649308562278748,0.9723318815231323,0.06757254898548126,1,heldout,a car driving in a flooded street,0.3,heldout,0.17753437161445618,22.47707748413086,0.0,0.17753437161445618
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.7,512.0,382.0,239.0,512.0,381.3333333333333,0.0348103865981102,9.65522289276123,0.15341883897781372,9.50180435180664,0.3465811610221863,33.23105239868164,0.10649308562278748,33.23105239868164,0.10649308562278748,0.9723318815231323,0.06757254898548126,1,heldout,a car driving in a flooded street,0.5,train,0.18966051936149597,23.012086868286133,0.0,0.18966051936149597
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.7,512.0,382.0,239.0,512.0,381.3333333333333,0.0348103865981102,9.65522289276123,0.15341883897781372,9.50180435180664,0.3465811610221863,33.23105239868164,0.10649308562278748,33.23105239868164,0.10649308562278748,0.9723318815231323,0.06757254898548126,1,heldout,a car driving in a flooded street,0.7,heldout,0.1694471836090088,24.820556640625,0.0,0.1694471836090088
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.5,rotate,0,0.0,,,11509.4,6.83,344.6666666666667,16.666666666666668,11.666666666666666,16.0,15.666666666666666,0.012996673583984375,1.5916534662246704,0.24901404976844788,1.342639446258545,0.2509859502315521,39.79322052001953,0.07316785305738449,39.79322052001953,0.07316785305738449,0.9926442503929138,0.018498200923204422,0,train,a wrecked car after an accident,0.3,heldout,0.09110672771930695,24.744735717773438,0.0,0.09110672771930695
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.5,rotate,0,0.0,,,11509.4,6.83,344.6666666666667,16.666666666666668,11.666666666666666,16.0,15.666666666666666,0.012996673583984375,1.5916534662246704,0.24901404976844788,1.342639446258545,0.2509859502315521,39.79322052001953,0.07316785305738449,39.79322052001953,0.07316785305738449,0.9926442503929138,0.018498200923204422,0,train,a wrecked car after an accident,0.5,train,0.0980679839849472,25.883848190307617,0.0,0.0980679839849472
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.5,rotate,0,0.0,,,11509.4,6.83,344.6666666666667,16.666666666666668,11.666666666666666,16.0,15.666666666666666,0.012996673583984375,1.5916534662246704,0.24901404976844788,1.342639446258545,0.2509859502315521,39.79322052001953,0.07316785305738449,39.79322052001953,0.07316785305738449,0.9926442503929138,0.018498200923204422,0,train,a wrecked car after an accident,0.7,heldout,0.06061340868473053,28.94765853881836,0.0,0.06061340868473053
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.5,rotate,0,0.0,,,11509.4,6.83,344.6666666666667,16.666666666666668,11.666666666666666,16.0,15.666666666666666,0.012996673583984375,1.5916534662246704,0.24901404976844788,1.342639446258545,0.2509859502315521,39.79322052001953,0.07316785305738449,39.79322052001953,0.07316785305738449,0.9926442503929138,0.018498200923204422,1,heldout,a car driving in a flooded street,0.3,heldout,0.09195830672979355,24.712007522583008,0.0,0.09195830672979355
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.5,rotate,0,0.0,,,11509.4,6.83,344.6666666666667,16.666666666666668,11.666666666666666,16.0,15.666666666666666,0.012996673583984375,1.5916534662246704,0.24901404976844788,1.342639446258545,0.2509859502315521,39.79322052001953,0.07316785305738449,39.79322052001953,0.07316785305738449,0.9926442503929138,0.018498200923204422,1,heldout,a car driving in a flooded street,0.5,train,0.10510165989398956,25.551965713500977,0.0,0.10510165989398956
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.5,rotate,0,0.0,,,11509.4,6.83,344.6666666666667,16.666666666666668,11.666666666666666,16.0,15.666666666666666,0.012996673583984375,1.5916534662246704,0.24901404976844788,1.342639446258545,0.2509859502315521,39.79322052001953,0.07316785305738449,39.79322052001953,0.07316785305738449,0.9926442503929138,0.018498200923204422,1,heldout,a car driving in a flooded street,0.7,heldout,0.07314595580101013,27.97018814086914,0.0,0.07314595580101013
car_01,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,11518.8,4.72,512.0,382.6666666666667,241.66666666666666,512.0,382.6666666666667,0.00859578512609005,9.77651596069336,0.1366826593875885,9.639833450317383,0.3633173406124115,33.41160583496094,0.10584622621536255,33.41160583496094,0.10584622621536255,0.9744925498962402,0.06960101425647736,0,train,a wrecked car after an accident,0.3,heldout,0.12898606061935425,25.809661865234375,0.0,0.12898606061935425
