image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,warp,instruct-pix2pix,turn the color of potted plant to pink,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.05152,0.97713,28.237,0.626,0.0144,0.06137,0.96198,26.504,0.53888,0.02365,0.82231,0.03874,0.99704,0.99537,False,0.837,391.4
task_attr_mod_color_136767,warp,instruct-pix2pix,turn the color of astronaut to pink,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.03475,0.96579,28.249,0.57405,0.01345,0.05452,0.94592,27.254,0.49875,0.02583,0.71038,0.03868,0.998,0.99774,False,0.837,381.8
task_attr_mod_color_184837,warp,instruct-pix2pix,turn the color of frame to pink,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06137,0.91141,22.51,0.43632,0.02826,0.08182,0.88413,22.387,0.38408,0.04696,0.80068,0.0749,0.99629,0.9921,False,0.837,381.9
task_attr_mod_color_32648,warp,instruct-pix2pix,turn the color of potion bottle to orange,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.01044,0.99651,44.016,0.85541,0.0064,0.01551,0.99417,39.37,0.85584,0.01104,0.5002,0.0063,0.99928,0.99719,False,0.837,381.5
task_attr_mod_color_6205,warp,instruct-pix2pix,turn the color of toolbox to red,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.05481,0.92842,27.654,0.52909,0.02575,0.07568,0.91131,26.255,0.5032,0.05308,0.8306,0.04143,0.99547,0.99221,False,0.837,381.6
task_env_weather_112463,warp,instruct-pix2pix,transform the setting to spring with blooming flowers,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06836,0.92372,26.84,0.51674,0.02973,0.12988,0.86388,23.961,0.39173,0.04978,0.78586,0.0455,0.99169,0.98286,False,0.837,381.1
task_env_weather_246440,warp,instruct-pix2pix,transform the setting to autumn with falling leaves,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06113,0.87124,19.524,0.35457,0.02473,0.19939,0.78735,20.78,0.25761,0.07999,0.96325,0.10563,0.98416,0.98402,False,0.837,381.7
task_env_weather_63722,warp,instruct-pix2pix,change the setting to a snowy landscape,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.09778,0.91256,22.651,0.40641,0.05221,0.12993,0.88681,21.842,0.32543,0.0572,0.79745,0.0737,0.99042,0.98039,False,0.837,381.4
task_obj_add_40931,warp,instruct-pix2pix,Add the blood on snout,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.09495,0.90142,22.983,0.41393,0.03549,0.14661,0.84591,20.959,0.34426,0.07648,0.83245,0.07093,0.99053,0.96038,False,0.837,381.8
task_obj_remove_380621,warp,instruct-pix2pix,Remove iceberg,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.07376,0.93028,26.119,0.51324,0.04104,0.12104,0.87633,23.499,0.40332,0.05355,0.89458,0.04944,0.99291,0.99021,False,0.837,382.3
