purify,purify_family,strength,method,model,edit_method,image_id,prompt_idx,psnr,ssim,vifp,fsim,lpips,drop_psnr,drop_ssim,drop_vifp,drop_fsim,drop_lpips,drop_valid
jpeg_q50,jpeg,50,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.623025894165039,0.4506094455718994,0.0973309725522995,0.6779526472091675,0.5527549982070923,0.02358190583369151,-0.05068357921412191,-0.02799245094693275,-0.015089315284735559,0.016762042735066297,True
blur_s0.5,blur,0.5,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.197421073913574,0.3584549129009247,0.08170802891254425,0.6319596171379089,0.6395907402038574,0.054086747466263324,0.1641926404901874,0.13701430591669586,0.05377542563056885,-0.13770096140858157,True
blur_s1.0,blur,1.0,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.853372573852539,0.331939160823822,0.06716697663068771,0.6019729375839233,0.6833465099334717,0.07874611340597423,0.22601927455589343,0.2905943183484121,0.09867407473448876,-0.21553351613363578,True
blur_s1.5,blur,1.5,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.376837730407715,0.2599823474884033,0.0382833369076252,0.5425131916999817,0.7381172776222229,0.11290131851642841,0.3938005825756269,0.5956581928023998,0.18770234681926887,-0.31295949674854795,True
crop_r0.1,crop_resize,0.1,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.956985473632812,0.4141767621040344,0.08655870705842972,0.6662539839744568,0.5889855027198792,0.0713197522641495,0.03426630952557986,0.08578230457956633,0.0024269347093519448,-0.04768460607566796,True
crop_r0.2,crop_resize,0.2,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.169958114624023,0.3916690945625305,0.0793398916721344,0.6610646843910217,0.6054603457450867,0.05605513030411402,0.08674731480556236,0.162026150986255,0.010196802682640135,-0.07698997835616711,True
crop_r0.3,crop_resize,0.3,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.763951301574707,0.45060285925865173,0.0903555378317833,0.6889033317565918,0.5564287900924683,0.013481204360203464,-0.050668221943552236,0.045680852080124845,-0.03148562692228642,0.010227119232773092,True
advclean_bf,advclean_bf,,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.023294448852539,0.4797341823577881,0.10962943732738495,0.7005360126495361,0.5357173085212708,-0.005106981815716112,-0.11859356865304507,-0.15788665230438048,-0.0489030824498279,0.0470686039738391,True
advclean_bfgf,advclean_bfgf,,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.027033805847168,0.45394718647003174,0.09849052876234055,0.695203959941864,0.561187744140625,-0.005374996855727661,-0.058466171407430614,-0.04023947775774899,-0.04091947215731863,0.0017619144454719393,True
jpeg_q90,jpeg,90,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.738140106201172,0.4146815240383148,0.07741950452327728,0.6771660447120667,0.6011252999305725,-0.0045198737631850575,0.05804269730739616,0.0342215628217865,0.016054706195057236,-0.07628866221425715,True
jpeg_q80,jpeg,80,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.52365493774414,0.2727350890636444,0.04393472149968147,0.5625436305999756,0.7046957015991211,0.08428213863986513,0.3804768383645647,0.4519313068573711,0.18260497227951314,-0.2617269544799627,True
jpeg_q65,jpeg,65,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.532115936279297,0.25815892219543457,0.041101034730672836,0.5449720621109009,0.7263810038566589,0.08366347839075257,0.41358689037042073,0.4872804555774189,0.20813705891411075,-0.3005535434775857,True
jpeg_q50,jpeg,50,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.476728439331055,0.2651687264442444,0.0418744757771492,0.5539849400520325,0.7251806855201721,0.08771336003502209,0.39766398105362666,0.47763207704910066,0.19504104073206266,-0.2984044257865522,True
blur_s0.5,blur,0.5,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.791454315185547,0.42889270186424255,0.08082744479179382,0.6816012263298035,0.5812211632728577,-0.00841815854298538,0.02576172514679662,-0.008291176658934729,0.009610236461200586,-0.040651172628748296,True
blur_s1.0,blur,1.0,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.757802963256836,0.25198671221733093,0.042084623128175735,0.5297244191169739,0.7494925856590271,0.06716145540241994,0.42760718769644696,0.4750105699560072,0.2302924027661074,-0.3419338238660491,True
blur_s1.5,blur,1.5,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.621407508850098,0.22814564406871796,0.035078566521406174,0.4128703474998474,0.7835923433303833,0.07713456264862455,0.4817626466324546,0.5624084219848021,0.40008534310543936,-0.4029879544610734,True
crop_r0.1,crop_resize,0.1,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,16.075977325439453,0.6926125884056091,0.19484983384609222,0.7724069952964783,0.3117488920688629,-0.17546033078240578,-0.5732832252377131,-1.4306764706784447,-0.12233363420805253,0.44182718972180035,True
crop_r0.2,crop_resize,0.2,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.688946723937988,0.46470174193382263,0.0867471843957901,0.6962209939956665,0.5504168272018433,-0.0009228999545767261,-0.055579219266334405,-0.08213764336592012,-0.011632783184688751,0.014502649152001359,True
crop_r0.3,crop_resize,0.3,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.924196243286133,0.39386671781539917,0.06922471523284912,0.6658459305763245,0.5971773266792297,0.05499493538166219,0.10532394228515717,0.136448396261865,0.032503217038412364,-0.06921998809650476,True
advclean_bf,advclean_bf,,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.002076148986816,0.252999871969223,0.043933965265750885,0.49945536255836487,0.7746511697769165,0.049300429980030216,0.42530577523467356,0.45194074058377015,0.27427437141520417,-0.38697917272522275,True
advclean_bfgf,advclean_bfgf,,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.563671112060547,0.31022772192955017,0.05509281903505325,0.5934484004974365,0.6659649014472961,0.008237134872257676,0.29531157953825254,0.3127383468151972,0.13769929052805852,-0.19238114406953757,True
jpeg_q90,jpeg,90,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.345959663391113,0.46067309379577637,0.1067662388086319,0.6658945083618164,0.5072881579399109,0.044294040832736026,0.19270426729210194,0.21584007296831156,0.06315586538486534,-0.2560175593993347,True
jpeg_q80,jpeg,80,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.187145233154297,0.402310848236084,0.09436725825071335,0.6268205642700195,0.5535539984703064,0.05487401602717354,0.2949798124153802,0.30690616088203754,0.11812883013980138,-0.37056923421574045,True
jpeg_q65,jpeg,65,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.810201644897461,0.35783910751342773,0.0770956426858902,0.5851287841796875,0.5996791124343872,0.079985423142464,0.3729132689054792,0.43376001423643806,0.17678481715999905,-0.48477247779913063,True
jpeg_q50,jpeg,50,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.891877174377441,0.3440641760826111,0.07666516304016113,0.57021164894104,0.609673023223877,0.0745443239010273,0.39705282364008254,0.4369217336277953,0.19777167090049308,-0.5095168508782209,True
blur_s0.5,blur,0.5,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.388225555419922,0.49225300550460815,0.1137557327747345,0.6780253052711487,0.4745379090309143,0.04147835154953444,0.13736279346785873,0.1645047338235901,0.04608909911782728,-0.17492974557878987,True
blur_s1.0,blur,1.0,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.732133865356445,0.3117685914039612,0.06417081505060196,0.5401949286460876,0.6701242327690125,0.08518617958378447,0.45364846173467205,0.5286882612972998,0.24000206624928544,-0.659190718653807,True
blur_s1.5,blur,1.5,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.608638763427734,0.2826365828514099,0.05489751696586609,0.4956537187099457,0.7036690711975098,0.09341323497851146,0.5047001652233732,0.5967973267716721,0.3026669039275424,-0.7422458923927471,True
crop_r0.1,crop_resize,0.1,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.98292350769043,0.5866451263427734,0.13281409442424774,0.7244966626167297,0.4092857539653778,0.0018604807186370434,-0.028052459517766682,0.02452786803539891,-0.019291254692142695,-0.01336900092472262,True
crop_r0.2,crop_resize,0.2,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.098702430725098,0.5210326910018921,0.1094122901558876,0.7051586508750916,0.47910407185554504,0.06076594067427369,0.08692851023417682,0.19640577000382067,0.007915311284563869,-0.18623531342429833,True
crop_r0.3,crop_resize,0.3,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.874250411987305,0.43767985701560974,0.08495164662599564,0.6826527714729309,0.5600951313972473,0.14233706721301081,0.23299822451201238,0.3760604685263415,0.039578736718331564,-0.3867647193379777,True
advclean_bf,advclean_bf,,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.850111961364746,0.33970898389816284,0.07100314646959305,0.5793561935424805,0.6459510922431946,0.07732665871157199,0.404684977792299,0.478507224981359,0.18490625022798762,-0.5993393531309963,True
advclean_bfgf,advclean_bfgf,,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.99994945526123,0.3421477675437927,0.07661855965852737,0.5711961984634399,0.6078823804855347,0.06734471332879034,0.40041118872879533,0.4372640188365761,0.19638651239007432,-0.5050833180098363,True
jpeg_q90,jpeg,90,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,15.5665283203125,0.6354610323905945,0.1632610559463501,0.7478957176208496,0.3616954982280731,0.016978833896479986,0.06306732177369631,0.14565165417224016,0.0013691411673442601,-0.1455390707913983,True
jpeg_q80,jpeg,80,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.8557767868042,0.5749768614768982,0.14196233451366425,0.7187142968177795,0.42066675424575806,0.0618625604989938,0.1522460335371491,0.2571082861215095,0.04033375432388119,-0.33230909738239345,True
jpeg_q65,jpeg,65,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.893234252929688,0.49899527430534363,0.11263827234506607,0.6986491680145264,0.49612146615982056,0.12264680632462722,0.2642743536635866,0.4105616854118155,0.06712580077806184,-0.5712844813623288,True
jpeg_q50,jpeg,50,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.761486053466797,0.45640191435813904,0.09905152767896652,0.6758956909179688,0.5345776081085205,0.1309666619792148,0.32707460226397905,0.4816613898905172,0.09750747544073683,-0.6930803381809766,True
blur_s0.5,blur,0.5,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.81500244140625,0.5893138647079468,0.14301073551177979,0.7147536277770996,0.40635502338409424,0.0644374470591459,0.1311073544517117,0.25162198289192284,0.04562225408722821,-0.2869818899579067,True
blur_s1.0,blur,1.0,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.675007820129395,0.4095226228237152,0.08378590643405914,0.645483136177063,0.5806033611297607,0.13642773409681586,0.3961940886398198,0.5615466888249157,0.13811596529386713,-0.8388501877000318,True
blur_s1.5,blur,1.5,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.169893264770508,0.2995527386665344,0.057151909917593,0.5586035251617432,0.6869474649429321,0.16832555286587494,0.5583352315829363,0.7009229211708751,0.2541223262331602,-1.1756564970488639,True
crop_r0.1,crop_resize,0.1,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.980956077575684,0.5834246873855591,0.13882976770401,0.7216258645057678,0.38506704568862915,0.053957529277252135,0.13979044027438847,0.2735010704049978,0.03644607149283821,-0.21955995546395302,True
crop_r0.2,crop_resize,0.2,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.344620704650879,0.5749661922454834,0.13243888318538666,0.7168932557106018,0.4173068404197693,0.09414189970679838,0.15226176440191427,0.3069446959237275,0.042765307014964254,-0.321667791142703,True
crop_r0.3,crop_resize,0.3,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.039974212646484,0.4716244637966156,0.09460727125406265,0.6945745944976807,0.5278730988502502,0.17652989846497494,0.30463026140303145,0.5049182719622511,0.07256639196562527,-0.6718462411478189,True
advclean_bf,advclean_bf,,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.369636535644531,0.39448630809783936,0.08068539947271347,0.6587771773338318,0.5940818190574646,0.15571183071694225,0.4183638424227852,0.5777717032859492,0.12036504170257714,-0.881538305870822,True
advclean_bfgf,advclean_bfgf,,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.960947036743164,0.47085076570510864,0.10702602565288544,0.6883558630943298,0.5113480091094971,0.11837076619963788,0.30577101274428536,0.43993068373201183,0.08086997886398768,-0.6195090236842214,True
jpeg_q90,jpeg,90,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,20.486343383789062,0.8250125646591187,0.3225937485694885,0.8610659241676331,0.20167699456214905,-0.07504258335056552,-0.13066044409504288,-0.25269110817239343,-0.10057974693419326,0.18769763174999865,True
jpeg_q80,jpeg,80,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,19.97696304321289,0.7913694381713867,0.31557831168174744,0.8288114070892334,0.20922082662582397,-0.04831231006644584,-0.08455332528881992,-0.22544887099889516,-0.05935332367520154,0.15731304245012656,True
jpeg_q65,jpeg,65,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,19.66447639465332,0.7526874542236328,0.28318867087364197,0.7986572980880737,0.24380579590797424,-0.031914241966314864,-0.03154057006258187,-0.09967391343343104,-0.020811557334136213,0.018013800537401113,True
jpeg_q50,jpeg,50,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,19.197107315063477,0.6911086440086365,0.24212811887264252,0.7652149796485901,0.2842029333114624,-0.007388554131851145,0.05285175059655851,0.0597717937955252,0.02193306573360256,-0.1446953396628309,True
blur_s0.5,blur,0.5,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,19.062992095947266,0.7032824754714966,0.250137060880661,0.7644623517990112,0.257361501455307,-0.00035071585469874166,0.03616779900871467,0.028671592741405842,0.02289504430571461,-0.03658504819744959,True
blur_s1.0,blur,1.0,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,19.011579513549805,0.5366363525390625,0.12713168561458588,0.6776788234710693,0.5078902244567871,0.0023472139008390955,0.2645524169319036,0.5063241837680711,0.13381825118740778,-1.045649445703822,True
blur_s1.5,blur,1.5,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.230392456054688,0.4571325182914734,0.07439897954463959,0.6230081915855408,0.6215859055519104,0.09581689269355982,0.37351056422361134,0.7110950210723187,0.20369604859702126,-1.5035860150873233,True
crop_r0.1,crop_resize,0.1,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.782756805419922,0.7409155368804932,0.2631324231624603,0.8036749362945557,0.250026136636734,0.0668309879877818,-0.015407432385407344,-0.02179179921853563,-0.027224900183390736,-0.007040110625165424,True
crop_r0.2,crop_resize,0.2,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.527612686157227,0.6143944263458252,0.18154749274253845,0.7146804332733154,0.3297165036201477,0.13269600602302434,0.15798679353602763,0.2950175541898889,0.08652428540693667,-0.3280121380389841,True
crop_r0.3,crop_resize,0.3,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.806232452392578,0.672724723815918,0.21793392300605774,0.7587263584136963,0.28640246391296387,0.11807513846970581,0.07804648369482999,0.1537223249693292,0.030226559781174445,-0.15355447563179442,True
advclean_bf,advclean_bf,,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.27098274230957,0.48610174655914307,0.08823391795158386,0.6285653114318848,0.494324266910553,0.09368687439908381,0.3338089137260245,0.6573713999502602,0.19659316206706773,-0.991009304589516,True
advclean_bfgf,advclean_bfgf,,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.954320907592773,0.7260583639144897,0.259784072637558,0.7797789573669434,0.24016128480434418,0.005351919939097151,0.004953976038328741,-0.008789535696104031,0.003317976619357261,0.032692941343814876,True
jpeg_q90,jpeg,90,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.796396255493164,0.7364605665206909,0.27700528502464294,0.7911739349365234,0.24665892124176025,-0.09532335559089537,-0.3572734132327083,-1.0672888565745244,-0.18035906537679652,0.44106510509313174,True
jpeg_q80,jpeg,80,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.98908805847168,0.7259637713432312,0.25684064626693726,0.7868237495422363,0.270713210105896,-0.10655209483241919,-0.3379281533964301,-0.9168002729471497,-0.17386898710263232,0.3865575229199437,True
jpeg_q65,jpeg,65,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.720991134643555,0.6647385954856873,0.22589443624019623,0.7482406497001648,0.30821603536605835,-0.0909292691460752,-0.22509210053818549,-0.6858488846521387,-0.11630653508305075,0.301575242165727,True
jpeg_q50,jpeg,50,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.657133102416992,0.6296865344047546,0.20346736907958984,0.727142870426178,0.35158514976501465,-0.08720806678424539,-0.1604922662131495,-0.518475810803943,-0.08483058026994507,0.2032998127721739,True
blur_s0.5,blur,0.5,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.913917541503906,0.48425203561782837,0.09131527692079544,0.6444308757781982,0.5547676086425781,0.014374422313343023,0.10753889192866771,0.3185146110241779,0.038568142042580154,-0.25711639973667627,True
blur_s1.0,blur,1.0,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.775493621826172,0.46580010652542114,0.07833030819892883,0.6245009899139404,0.6158679723739624,0.022440806429455205,0.14154521068962725,0.4154213582701574,0.06830170682905023,-0.39557125557179046,True
blur_s1.5,blur,1.5,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.98910903930664,0.4530526399612427,0.07266675680875778,0.6184400916099548,0.6313223838806152,0.009992784335205198,0.16503838634650234,0.4576884098771193,0.07734401211936572,-0.4305913141524085,True
crop_r0.1,crop_resize,0.1,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.689144134521484,0.506521463394165,0.11172237247228622,0.6510750651359558,0.47499531507492065,0.0274726544976977,0.06649704444520363,0.16621657373259566,0.02865561991034081,-0.07635051339755429,True
crop_r0.2,crop_resize,0.2,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.259429931640625,0.5555393099784851,0.1525196135044098,0.6739062070846558,0.38985195755958557,0.05251341211137999,-0.02384128861332296,-0.13825300256877698,-0.005406353294343421,0.11658632969439806,True
crop_r0.3,crop_resize,0.3,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.249723434448242,0.5019932985305786,0.11392451822757721,0.6588298678398132,0.520687997341156,0.053079039316259076,0.07484230834591202,0.1497819725658311,0.017086164361427927,-0.17989120202101241,True
advclean_bf,advclean_bf,,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.280960083007812,0.47311514616012573,0.08279785513877869,0.6229307055473328,0.526039719581604,-0.007014266387406064,0.1280638251758937,0.382080081030073,0.07064442731755258,-0.19201833001207216,True
advclean_bfgf,advclean_bfgf,,pg_diff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.72607421875,0.5446391105651855,0.13387320935726166,0.6729236245155334,0.44801342487335205,-0.03295242507245674,-0.0037525675939462837,0.0009050048503055476,-0.003940430073506023,-0.015208917998210112,True
jpeg_q90,jpeg,90,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.018659591674805,0.5814404487609863,0.14576850831508636,0.7215549945831299,0.4510958194732666,0.056709816987932156,-0.08817361959672566,-0.514107443820116,-0.06757184824386638,0.07610467229205913,True
jpeg_q80,jpeg,80,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.39806365966797,0.5033632516860962,0.10164046287536621,0.6737657785415649,0.5451462864875793,0.09110747604714739,0.05794890478216453,-0.055746424325498554,0.003134365528646171,-0.11652133595766465,True
jpeg_q65,jpeg,65,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.440189361572266,0.4426039159297943,0.07327637821435928,0.6362607479095459,0.6011167168617249,0.08877258234739595,0.1716608187969504,0.23887325875134213,0.05862468181895145,-0.2311551163656877,True
jpeg_q50,jpeg,50,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.91726303100586,0.4687911868095398,0.07826218008995056,0.6293076872825623,0.6173325777053833,0.062329905911797344,0.12265098915524515,0.18708539441422892,0.06891203599185004,-0.2643670359212979,True
blur_s0.5,blur,0.5,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.642892837524414,0.4798228442668915,0.08162733912467957,0.6462040543556213,0.5583579540252686,0.022110553188817165,0.10200509386003799,0.15213125786569454,0.04391312951873529,-0.1435803273789432,True
blur_s1.0,blur,1.0,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.899829864501953,0.4590989947319031,0.07721497863531113,0.6284517049789429,0.6342571973800659,0.007869350825337244,0.1407900569779658,0.19796274738968447,0.07017849886273204,-0.29903057383422205,True
blur_s1.5,blur,1.5,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.22012710571289,0.3930061459541321,0.05752972513437271,0.5864316821098328,0.6889007091522217,0.10096993340700487,0.2644837123423702,0.4024348189212837,0.13234894160707533,-0.41094667466352813,True
crop_r0.1,crop_resize,0.1,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.984603881835938,0.6806095838546753,0.21063795685768127,0.7455434799194336,0.3076084852218628,0.0031705966199966316,-0.27376998964138394,-1.1879108328384262,-0.10306385068207857,0.36998298367817456,True
crop_r0.2,crop_resize,0.2,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.467548370361328,0.493457555770874,0.08621007204055786,0.6539458632469177,0.5526800155639648,0.03182933942045033,0.07648754790832034,0.10453009832050444,0.032458788146450764,-0.1319512663481025,True
