image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41975,0.98417,29.843,0.41663,0.04201,0.40153,0.69581,17.785,0.27597,0.22204,0.34368,0.0322,0.86341,0.88699,False,0.837,410.4
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39524,0.97613,30.712,0.4482,0.06071,0.57851,0.36431,8.346,0.19111,0.33584,0.41112,0.02913,0.76568,0.80171,True,0.837,401.4
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37252,0.97962,27.454,0.454,0.04745,0.45741,0.57509,17.069,0.2701,0.28099,0.30103,0.0424,0.94137,0.92459,False,0.837,408.5
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53274,0.96918,34.051,0.21987,0.08753,0.52752,0.43979,11.437,0.08706,0.38134,0.29386,0.01984,0.75316,0.68772,True,0.837,409.8
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45775,0.98,31.301,0.4206,0.06967,0.61658,0.316,8.141,0.42809,0.3935,0.40358,0.02722,0.89091,0.82885,True,0.837,409.4
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53398,0.9835,30.943,0.44423,0.02263,0.83131,0.3887,10.455,0.15841,0.34427,0.25275,0.02837,0.55737,0.57401,True,0.837,410.4
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32493,0.97545,26.538,0.45984,0.0312,0.47266,0.42724,15.588,0.1395,0.25368,0.45245,0.04711,0.92059,0.85726,False,0.837,411.2
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42205,0.98381,29.6,0.43701,0.03925,0.46499,0.68129,17.414,0.24298,0.2464,0.30945,0.03311,0.9003,0.86585,False,0.837,411.6
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42197,0.98019,30.084,0.50284,0.0411,0.48725,0.45645,16.371,0.27785,0.32179,0.26428,0.03132,0.8949,0.75835,True,0.837,411.2
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46926,0.98248,30.534,0.46934,0.05893,0.64896,0.33946,9.352,0.11819,0.31978,0.39056,0.02974,0.72848,0.7152,True,0.837,411.6
