image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64726,0.79413,19.915,0.18784,0.16073,0.6288,0.43477,9.515,0.08847,0.36425,0.65367,0.10098,0.75463,0.71502,True,0.837,195.1
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60667,0.72386,20.23,0.1986,0.17829,0.62838,0.24823,6.861,0.02383,0.43827,0.63448,0.09739,0.77065,0.8372,False,0.837,182.5
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58264,0.89278,19.642,0.26962,0.12834,0.78177,0.13588,6.138,0.0334,0.66813,0.63079,0.10421,0.69812,0.63413,True,0.837,182.6
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.69308,0.5784,21.232,0.05478,0.28996,0.5947,0.41508,10.663,0.08005,0.38515,0.67756,0.08677,0.79592,0.72203,True,0.837,182.7
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.67098,0.78038,20.248,0.17347,0.18847,0.72997,0.19148,6.528,0.44388,0.7845,0.64358,0.09718,0.5462,0.47602,True,0.837,182.7
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.70988,0.82205,19.973,0.19223,0.14767,0.89434,0.27191,10.244,0.14792,0.39934,0.66278,0.10032,0.55465,0.59121,True,0.837,182.8
task_env_weather_246440,dct_shield_y,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48069,0.88572,19.725,0.27657,0.09329,0.62956,0.25566,14.164,0.12419,0.34495,0.71454,0.10322,0.89848,0.86505,False,0.837,182.8
task_env_weather_63722,dct_shield_y,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64106,0.81733,20.069,0.20663,0.1361,0.69045,0.31637,12.125,0.02926,0.48071,0.63586,0.09921,0.61618,0.61542,True,0.837,183.0
task_obj_add_40931,dct_shield_y,instruct-pix2pix,Add the blood on snout,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59288,0.84053,20.384,0.25459,0.16881,0.72783,0.15507,10.108,0.05137,0.41252,0.61459,0.09568,0.52609,0.5697,True,0.837,183.8
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.66209,0.81886,20.191,0.19407,0.1831,0.74095,0.22974,7.966,0.04035,0.38702,0.69377,0.09782,0.73883,0.71977,True,0.837,183.5
