image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.08261,0.97204,29.104,0.69759,0.04244,0.11029,0.91576,23.263,0.50872,0.05499,0.61,0.03506,117.8
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.12552,0.96384,29.164,0.61905,0.06173,0.15034,0.87652,24.284,0.42219,0.08726,0.6477,0.03482,117.8
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.15123,0.91038,23.448,0.51152,0.10484,0.25986,0.69909,17.731,0.32983,0.19197,0.88142,0.06724,117.9
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.16587,0.98812,40.753,0.7378,0.03709,0.20087,0.86229,21.487,0.69543,0.17296,0.34455,0.00917,117.4
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.07213,0.98019,32.802,0.7395,0.05988,0.09305,0.92313,25.408,0.59935,0.07903,0.57285,0.0229,117.7
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.16491,0.94485,32.061,0.66061,0.02567,0.27101,0.77438,21.078,0.33145,0.12878,0.46106,0.02494,117.8
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.16398,0.96868,33.449,0.68415,0.02939,0.21155,0.90348,27.192,0.43717,0.04806,0.39809,0.02126,117.7
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.21254,0.91214,31.028,0.60728,0.04711,0.26206,0.79865,21.028,0.52368,0.158,0.30253,0.02809,117.6
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.23826,0.84422,19.7,0.46066,0.08997,0.36102,0.58601,17.29,0.20567,0.17992,0.93725,0.10351,117.5
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.16907,0.94224,25.903,0.5422,0.07273,0.19571,0.84575,21.746,0.34396,0.09398,0.70713,0.05068,117.5
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.22526,0.89656,25.526,0.46818,0.09848,0.42796,0.61493,17.414,0.23514,0.24692,0.70285,0.05293,117.5
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.09728,0.97283,30.512,0.70353,0.05415,0.21229,0.84062,17.127,0.49019,0.14318,0.55231,0.02981,117.7
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.23189,0.94276,27.801,0.6108,0.07463,0.24668,0.74873,20.212,0.3718,0.16321,0.73603,0.04074,117.5
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.11547,0.97131,36.014,0.76567,0.03488,0.13038,0.90678,28.749,0.64881,0.07581,0.4773,0.01582,117.4
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.13017,0.9271,26.059,0.70734,0.05994,0.17261,0.85854,23.329,0.51536,0.06249,0.55947,0.04978,117.6
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.28341,0.87117,23.65,0.55477,0.09694,0.43299,0.43335,13.978,0.07374,0.2604,0.72766,0.06569,117.5
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.2046,0.97219,33.775,0.71627,0.04665,0.21174,0.8899,27.218,0.4586,0.08314,0.50455,0.02048,117.4
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.22951,0.92693,26.961,0.61348,0.07212,0.40846,0.68202,16.455,0.26629,0.18844,0.89804,0.04487,117.4
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.20562,0.9111,25.121,0.53123,0.07618,0.22762,0.78331,21.645,0.35472,0.09437,0.83137,0.05546,117.4
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.07196,0.98722,38.788,0.86273,0.02969,0.2308,0.84487,21.745,0.7549,0.17246,0.36911,0.0115,117.2
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.4255,0.7523,23.934,0.23335,0.13601,0.17658,0.8077,21.932,0.29396,0.19218,0.7426,0.06358,116.8
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.24259,0.9069,24.109,0.51593,0.09858,0.31391,0.68683,16.877,0.26086,0.1507,0.77522,0.06231,116.8
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.27785,0.9352,32.274,0.51889,0.09509,0.37291,0.72631,16.239,0.31937,0.25213,0.63822,0.02434,117.0
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.34121,0.83016,23.716,0.36017,0.13105,0.60643,0.37947,15.77,0.21765,0.29744,0.78651,0.06519,116.9
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,3.0,False,2.0,100,7.5,1.5,20260812,False,0.18106,0.93293,27.167,0.56206,0.05079,0.21069,0.7775,22.313,0.39437,0.10382,0.6415,0.04382,107.5
