condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
Ra,horse_03,0.2,0.20390796661376953,0.875,2.338377877341916,24.080427169799805,0.7866707444190979,0.7930951118469238,0.23355914652347565,0.9136386513710022,0.20390796661376953,0.08234155178070068,1.0887178182601929,0.06251411885023117,0.1981557309627533
