condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size
N1,bird_03,0.05,0.04838555306196213,0.9375,3.6548283902570367,31.179733276367188,0.7108637094497681,0.9627841711044312,0.5054800510406494,0.9656869769096375,0.04838555306196213,0.023403584957122803,1.0017890930175781,0.027606450021266937,0.02798716351389885,0.8118126392364502,2.7319726943969727,1.8763082027435303,1.8125967979431152,32
