image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,watson,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5534,0.88795,23.172,0.2234,0.15823,0.60583,0.45966,9.813,0.12573,0.32382,0.73374,0.0694,0.74318,0.68489,True,0.837,403.7
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,watson,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51558,0.88044,23.288,0.23485,0.22848,0.62785,0.28039,7.551,0.0486,0.39997,0.82828,0.06849,0.74342,0.84392,False,0.837,390.7
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,watson,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53603,0.84148,20.133,0.23782,0.24736,0.78276,0.13616,6.137,0.03468,0.67102,0.64869,0.09848,0.69538,0.63275,True,0.837,390.9
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,watson,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57334,0.92281,27.769,0.11778,0.15953,0.61733,0.40043,10.791,0.08502,0.38623,0.77255,0.04088,0.76673,0.73663,True,0.837,390.8
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,watson,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56004,0.90457,25.98,0.26817,0.17617,0.74093,0.20102,6.576,0.38599,0.71121,0.78824,0.05023,0.55812,0.45139,True,0.837,390.7
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,watson,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59674,0.89574,26.354,0.27357,0.12458,0.86209,0.30294,10.304,0.15605,0.37042,0.60371,0.04811,0.55198,0.57376,True,0.837,390.7
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,watson,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47302,0.83506,19.387,0.23873,0.18326,0.61814,0.31351,13.167,0.0777,0.28082,0.81439,0.10731,0.8184,0.73853,True,0.837,391.0
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,watson,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54411,0.88361,22.716,0.23484,0.15054,0.68184,0.33372,12.352,0.03277,0.4683,0.67009,0.07314,0.60477,0.61278,True,0.837,390.7
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,watson,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5357,0.86139,22.833,0.28309,0.20462,0.71631,0.18515,10.461,0.06293,0.3837,0.64958,0.07217,0.50091,0.56031,True,0.837,390.7
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,watson,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55751,0.91361,24.383,0.29791,0.16387,0.73934,0.23448,7.955,0.04112,0.3868,0.96871,0.06037,0.74179,0.72402,True,0.837,390.9
