image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,1000,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33104,0.91474,23.995,0.39886,0.11404,0.35538,0.68167,18.058,0.32106,0.24398,0.8,0.06313,0.89319,0.88124,False,0.837,180.3
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,1000,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38926,0.87746,24.324,0.31869,0.16639,0.4176,0.58295,17.271,0.25643,0.29947,0.94118,0.06079,0.92918,0.91575,False,0.837,170.1
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,1000,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39752,0.81296,20.148,0.26969,0.21999,0.54568,0.37269,14.258,0.2447,0.34037,0.92157,0.09831,0.91924,0.83271,True,0.837,170.1
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,1000,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46611,0.95869,31.936,0.33435,0.10135,0.37863,0.68226,15.214,0.77169,0.2961,0.9276,0.0253,0.91007,0.9241,False,0.837,169.8
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,1000,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30151,0.92014,27.42,0.45065,0.14395,0.47563,0.55165,10.924,0.41915,0.2969,0.71678,0.04256,0.90115,0.82987,True,0.837,169.8
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,1000,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4587,0.88686,26.288,0.40258,0.09218,0.42821,0.54478,17.335,0.28737,0.20902,0.85098,0.04849,0.92015,0.88202,False,0.837,169.9
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,1000,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46056,0.75571,18.252,0.2115,0.14368,0.53256,0.36998,15.443,0.10562,0.27606,0.99996,0.12229,0.91625,0.90184,False,0.837,169.8
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,1000,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39611,0.8827,22.873,0.32182,0.11672,0.46091,0.60067,17.087,0.24336,0.26613,0.84314,0.07184,0.873,0.85639,False,0.837,169.9
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,1000,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49367,0.83809,23.018,0.3132,0.14169,0.51441,0.38197,15.832,0.24324,0.35142,0.83529,0.07065,0.87479,0.79939,True,0.837,169.9
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,1000,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41995,0.90431,25.253,0.44701,0.12101,0.80903,0.3664,10.801,0.14055,0.38338,0.9298,0.05462,0.67465,0.67532,True,0.837,169.7
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,1000,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49174,0.79561,22.096,0.1888,0.17886,0.22696,0.78855,20.757,0.19475,0.22656,0.99608,0.07856,0.91862,0.928,False,0.837,318.0
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,1000,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4939,0.80978,21.53,0.25715,0.16847,0.52549,0.48593,14.947,0.17552,0.29249,0.97958,0.08385,0.82072,0.85822,False,0.837,358.1
