image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.66297,0.77373,18.937,0.17155,0.17104,0.63957,0.41862,9.287,0.08475,0.35832,0.76035,0.11302,0.75142,0.73854,True,0.837,186.7
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.62291,0.69304,19.167,0.18073,0.19415,0.62651,0.24353,6.629,0.022,0.4484,0.77846,0.11007,0.77723,0.84991,False,0.837,177.0
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59936,0.87904,18.713,0.24894,0.14435,0.78133,0.13636,6.21,0.03263,0.66864,0.73147,0.11597,0.69763,0.63604,True,0.837,176.8
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.70369,0.52912,20.361,0.04912,0.29812,0.62341,0.41771,10.077,0.06607,0.39492,0.73019,0.09593,0.80729,0.69851,True,0.837,176.9
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.68038,0.76018,19.343,0.15958,0.20321,0.7284,0.19001,6.511,0.55694,0.78345,0.70728,0.10786,0.55089,0.47408,True,0.837,176.9
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.72528,0.79512,18.938,0.17603,0.15805,0.90071,0.27913,10.583,0.1551,0.40236,0.74531,0.11301,0.55154,0.59199,True,0.837,177.1
task_env_weather_246440,dct_shield_y,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4971,0.87347,18.91,0.25559,0.10117,0.63189,0.26494,14.467,0.1165,0.3413,0.7939,0.11337,0.90135,0.87607,False,0.837,176.8
task_env_weather_63722,dct_shield_y,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64894,0.79346,19.221,0.19162,0.14781,0.69191,0.31306,12.058,0.02888,0.47884,0.74874,0.10938,0.61044,0.61024,True,0.837,176.8
task_obj_add_40931,dct_shield_y,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60599,0.82123,19.489,0.23551,0.18765,0.72888,0.15066,10.061,0.04886,0.41151,0.70694,0.10606,0.52139,0.53744,True,0.837,176.9
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.67544,0.79331,19.209,0.17907,0.2017,0.73837,0.23228,8.036,0.03968,0.389,0.67802,0.10954,0.7374,0.71105,True,0.837,177.1
