image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,400,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.09435,0.97677,29.651,0.61993,0.02569,0.12494,0.91064,23.256,0.45978,0.06654,0.46616,0.03292,81.8
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,400,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.16185,0.96435,30.293,0.56935,0.05896,0.2032,0.83934,22.376,0.38981,0.12701,0.37165,0.03057,82.1
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,400,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.16822,0.93716,25.051,0.48431,0.06689,0.25226,0.69914,17.755,0.32213,0.19084,0.51853,0.05591,82.1
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,400,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.14556,0.99239,42.126,0.73532,0.03477,0.16684,0.88885,22.386,0.70365,0.14349,0.21856,0.00783,82.0
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,400,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.09354,0.97618,33.19,0.67493,0.04937,0.21014,0.82856,16.783,0.54162,0.1299,0.46688,0.0219,82.1
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,400,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1627,0.95905,32.297,0.62547,0.02801,0.26702,0.78974,21.412,0.32436,0.12272,0.28723,0.02427,82.1
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,400,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.15833,0.97639,33.912,0.66279,0.02466,0.19969,0.91033,27.172,0.42465,0.05007,0.27875,0.02016,82.1
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,400,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18899,0.95081,32.864,0.61316,0.02922,0.56866,0.7036,14.524,0.35258,0.32885,0.25228,0.02274,82.2
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,400,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2179,0.92163,22.538,0.46688,0.05464,0.34229,0.61254,17.869,0.2041,0.15122,0.76086,0.07466,82.0
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,400,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.14886,0.97004,28.575,0.55658,0.04427,0.18196,0.87481,22.704,0.35382,0.07691,0.52558,0.03726,82.1
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,400,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2028,0.94909,28.438,0.51099,0.05793,0.2942,0.75115,21.462,0.21986,0.14045,0.3869,0.03785,82.1
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,400,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.09818,0.9798,32.151,0.67546,0.03609,0.21229,0.84167,17.453,0.4808,0.14551,0.41252,0.02469,82.1
