image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,add,instruct-pix2pix,turn the color of potted plant to pink,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49854,0.89782,28.555,0.41209,0.11342,0.40689,0.65477,16.713,0.33464,0.26237,0.06,0.03735,37.2
task_attr_mod_color_136767,add,instruct-pix2pix,turn the color of astronaut to pink,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47789,0.83193,28.627,0.4203,0.09477,0.4728,0.54117,15.575,0.30716,0.281,0.06,0.03704,37.5
task_attr_mod_color_184837,add,instruct-pix2pix,turn the color of frame to pink,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3857,0.92692,27.4,0.503,0.11171,0.4659,0.49133,15.617,0.29792,0.304,0.06,0.04266,37.5
task_attr_mod_color_32648,add,instruct-pix2pix,turn the color of potion bottle to orange,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64357,0.75273,29.597,0.16147,0.18545,0.4367,0.61446,11.308,0.91904,0.40722,0.06,0.03313,37.4
task_attr_mod_color_6205,add,instruct-pix2pix,turn the color of toolbox to red,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51517,0.88473,29.267,0.39552,0.12389,0.56828,0.45303,9.942,0.4443,0.35543,0.06,0.03441,37.5
task_env_weather_112463,add,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57328,0.90247,28.911,0.40706,0.09503,0.72941,0.49264,13.784,0.30139,0.28513,0.06,0.03585,37.5
task_env_weather_133752,add,instruct-pix2pix,transform the setting to a rainy day,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58687,0.91208,29.288,0.4387,0.1218,0.67242,0.54393,15.322,0.23171,0.46032,0.06,0.03432,37.5
task_env_weather_181583,add,instruct-pix2pix,change the setting to a stormy day,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5293,0.89631,28.866,0.38241,0.09723,0.74305,0.55962,13.54,0.27799,0.4355,0.06,0.03603,37.5
task_env_weather_246440,add,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34969,0.92204,27.059,0.48585,0.05561,0.46085,0.41928,15.932,0.1267,0.24257,0.06,0.04436,37.4
task_env_weather_63722,add,instruct-pix2pix,change the setting to a snowy landscape,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49753,0.89511,28.851,0.4361,0.11136,0.48235,0.59641,16.569,0.31009,0.29066,0.06,0.0361,37.5
task_obj_add_13726,add,instruct-pix2pix,Add subscribe button,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45751,0.88771,28.149,0.41244,0.0852,0.54699,0.51775,16.23,0.23245,0.33128,0.06,0.03913,37.4
task_obj_add_340466,add,instruct-pix2pix,Add orange juice,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52377,0.89746,28.925,0.43672,0.12727,0.54839,0.62594,14.288,0.37609,0.3391,0.06,0.03579,37.5
task_obj_add_40931,add,instruct-pix2pix,Add the blood on snout,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51675,0.90572,28.294,0.49376,0.1242,0.48879,0.40261,15.69,0.27084,0.35744,0.06,0.03849,37.5
task_obj_add_581286,add,instruct-pix2pix,Add sauce,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5834,0.87703,29.531,0.33467,0.14041,0.69046,0.30523,11.244,0.08963,0.42825,0.06,0.03338,37.5
task_obj_add_692065,add,instruct-pix2pix,Add monk,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43023,0.94406,27.312,0.5021,0.06812,0.36656,0.52925,16.979,0.33729,0.27677,0.06,0.04309,37.5
task_obj_remove_10197,add,instruct-pix2pix,Remove gravel path,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46001,0.91629,27.881,0.45596,0.10097,0.46933,0.26816,13.268,0.04747,0.26255,0.06,0.04036,37.3
task_obj_remove_257910,add,instruct-pix2pix,Remove bracelet,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55495,0.85337,29.382,0.34934,0.11727,0.63231,0.56829,13.635,0.21701,0.38314,0.06,0.03395,37.5
task_obj_remove_380621,add,instruct-pix2pix,Remove iceberg,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54932,0.89197,29.095,0.42426,0.1711,0.72638,0.20573,12.305,0.0268,0.5228,0.06,0.0351,37.4
task_obj_remove_509477,add,instruct-pix2pix,Remove the man with glasses,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41736,0.92488,27.694,0.47955,0.06649,0.42885,0.57933,17.655,0.3048,0.26059,0.06,0.04124,37.5
task_obj_remove_657585,add,instruct-pix2pix,Remove frisbee,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60574,0.87984,30.142,0.3839,0.1368,0.79733,0.47483,15.008,6.07516,0.70504,0.06,0.03111,37.4
task_obj_swap_joint_mask_276754,add,instruct-pix2pix,Replace the satellite dish with rocket,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52264,0.83086,28.175,0.38717,0.12344,0.53006,0.62143,16.06,0.04429,0.36576,0.06,0.03902,37.5
task_obj_swap_joint_mask_533428,add,instruct-pix2pix,Replace the samurai armor with red jacket,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46972,0.90706,27.863,0.47304,0.08089,0.51176,0.4583,15.749,0.16796,0.25828,0.06,0.04044,37.5
task_obj_swap_joint_mask_75733,add,instruct-pix2pix,Replace the snowy landscape with sea,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57545,0.86165,29.164,0.29971,0.11348,0.5624,0.59356,12.152,0.43294,0.36963,0.06,0.03482,37.5
task_obj_swap_rand_mask_298147,add,instruct-pix2pix,Replace the wizard's robe with red shirt,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45082,0.83425,28.058,0.41732,0.11317,0.68028,0.37722,15.036,0.20161,0.33936,0.06,0.03955,37.5
task_obj_swap_rand_mask_417469,add,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.06,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49175,0.85649,28.463,0.39817,0.08667,0.62117,0.34948,10.993,0.46645,0.45966,0.06,0.03774,37.5
