condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size
N2,dog_03,0.35,0.35389095544815063,8.5,4.214829759344496,19.005779266357422,0.848031759262085,0.5847599506378174,0.11811057478189468,0.7948089241981506,0.35389095544815063,0.09446752071380615,1.0490548610687256,0.11212719231843948,0.3173125684261322,7.068084716796875,11.313708305358887,11.313708305358887,16.939586639404297,32
