image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,warp_roundtrip,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06457,0.99309,32.757,0.71167,0.01753,0.07466,0.97146,28.365,0.57769,0.03092,0.35145,0.02302,0.99587,0.99413,False,0.837,57.0
task_attr_mod_color_136767,warp_roundtrip,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.04379,0.99363,33.916,0.72902,0.02123,0.05881,0.9662,29.977,0.57614,0.03173,0.25949,0.02015,0.99719,0.99571,False,0.837,46.6
task_attr_mod_color_184837,warp_roundtrip,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.04909,0.98848,30.075,0.65776,0.02991,0.07402,0.93708,25.604,0.48135,0.05413,0.2709,0.03135,0.99487,0.99538,False,0.837,46.7
task_attr_mod_color_32648,warp_roundtrip,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.05338,0.99796,43.149,0.85768,0.01873,0.05191,0.97613,35.922,0.78605,0.02707,0.31572,0.00696,0.99625,0.99548,False,0.837,46.7
task_attr_mod_color_6205,warp_roundtrip,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.03794,0.99593,38.253,0.80945,0.01517,0.06352,0.9604,27.049,0.71317,0.04951,0.29002,0.01223,0.99534,0.98972,False,0.837,46.6
task_env_weather_112463,warp_roundtrip,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.02594,0.99762,41.113,0.91803,0.01189,0.07529,0.94387,29.001,0.66268,0.03886,0.19991,0.0088,0.98743,0.97988,False,0.837,46.7
task_env_weather_246440,warp_roundtrip,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.04452,0.98289,26.321,0.6479,0.02299,0.16344,0.85573,21.898,0.37079,0.07786,0.67201,0.0483,0.98403,0.98616,False,0.837,46.6
task_env_weather_63722,warp_roundtrip,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.07409,0.99079,31.243,0.66788,0.02247,0.10486,0.95522,26.769,0.46369,0.03093,0.29613,0.02741,0.98473,0.97559,False,0.837,46.7
task_obj_add_40931,warp_roundtrip,instruct-pix2pix,Add the blood on snout,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.07076,0.99195,33.484,0.73235,0.02757,0.11111,0.93262,25.294,0.53094,0.05781,0.24452,0.02117,0.99294,0.97604,False,0.837,46.6
task_obj_remove_380621,warp_roundtrip,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.0715,0.98785,30.461,0.74573,0.0399,0.11316,0.91209,23.996,0.49942,0.05229,0.49644,0.02999,0.99452,0.99333,False,0.837,46.6
task_obj_swap_joint_mask_276754,warp_roundtrip,instruct-pix2pix,Replace the satellite dish with rocket,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.14997,0.96692,28.845,0.54276,0.04324,0.05839,0.97716,29.651,0.51695,0.0658,0.44903,0.03612,0.97988,0.96823,False,0.837,46.7
task_obj_swap_joint_mask_533428,warp_roundtrip,instruct-pix2pix,Replace the samurai armor with red jacket,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06336,0.9899,32.183,0.70372,0.01808,0.17179,0.8577,21.329,0.44011,0.08616,0.44786,0.02459,0.99194,0.98533,False,0.837,46.7
task_obj_swap_rand_mask_417469,warp_roundtrip,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.04298,0.98821,30.821,0.73677,0.01935,0.06093,0.95073,27.614,0.57896,0.02566,0.58855,0.02877,0.99008,0.99101,False,0.837,46.7
