image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,gl_iters,block,loss,gain_ratio,purify_aware,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.08585,0.98299,31.565,0.66518,0.02334,0.11738,0.9208,23.881,0.47918,0.06192,0.37635,0.02641,81.1
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.14939,0.973,32.11,0.61287,0.04409,0.18747,0.8579,23.051,0.40327,0.11132,0.39807,0.0248,80.2
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.15423,0.95399,26.499,0.52316,0.04939,0.24736,0.72088,17.95,0.32785,0.18291,0.50025,0.04732,80.3
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.13482,0.99419,43.559,0.77037,0.02426,0.14607,0.89549,22.341,0.69845,0.13267,0.16774,0.00664,80.1
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.08935,0.98061,34.617,0.70435,0.04843,0.19407,0.84509,18.193,0.55213,0.12073,0.29468,0.01858,80.1
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.15021,0.97212,34.053,0.67219,0.02226,0.25547,0.79604,21.276,0.33661,0.11593,0.26736,0.01983,80.0
task_env_weather_133752,phase_gain,instruct-pix2pix,transform the setting to a rainy day,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.14096,0.98237,35.432,0.70409,0.02374,0.19206,0.9144,27.65,0.43336,0.04797,0.22153,0.01692,80.0
task_env_weather_181583,phase_gain,instruct-pix2pix,change the setting to a stormy day,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.17294,0.96625,34.499,0.65882,0.02827,0.19252,0.86619,24.348,0.54898,0.11874,0.21036,0.01884,80.0
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.20132,0.94479,24.07,0.51233,0.04627,0.32963,0.63261,18.142,0.21408,0.13833,0.74542,0.06259,80.0
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.14263,0.97551,29.692,0.58503,0.04289,0.17757,0.87303,22.678,0.35413,0.08213,0.47817,0.03276,80.1
task_obj_add_13726,phase_gain,instruct-pix2pix,Add subscribe button,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.18713,0.96226,29.957,0.55126,0.04804,0.2883,0.75932,21.628,0.22215,0.12173,0.34802,0.03178,80.1
task_obj_add_340466,phase_gain,instruct-pix2pix,Add orange juice,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.09682,0.98213,33.284,0.69172,0.03335,0.18448,0.86406,18.151,0.48728,0.11998,0.38357,0.02167,75.5
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,0.8,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.29482,0.96066,30.113,0.57724,0.04007,0.27602,0.71252,20.225,0.32627,0.15494,0.29518,0.03121,38.0
