image,instruction,clip_orig,clip_edit,clip_gain,siglip_orig,siglip_edit,siglip_gain,pixel_lpips,edit_steps,s_t,s_i,edit_seed,seconds
task_attr_mod_color_11699,turn the color of potted plant to pink,0.26051,0.30398,0.04347,0.04886,0.08976,0.0409,0.28019,100,7.5,1.5,20260812,57.4
task_attr_mod_color_6205,turn the color of toolbox to red,0.23827,0.23497,-0.0033,0.00355,0.01023,0.00667,0.22862,100,7.5,1.5,20260812,35.9
task_env_weather_246440,transform the setting to autumn with falling leaves,0.1768,0.26083,0.08403,-0.00086,0.0783,0.07916,0.6597,100,7.5,1.5,20260812,40.6
task_obj_add_40931,Add the blood on snout,0.20203,0.2237,0.02167,-0.00017,0.05949,0.05966,0.20748,100,7.5,1.5,20260812,40.9
task_obj_remove_257910,Remove bracelet,0.20285,0.203,0.00016,-0.01317,-0.01285,0.00032,0.12794,100,7.5,1.5,20260812,41.7
task_obj_swap_joint_mask_276754,Replace the satellite dish with rocket,0.2578,0.23887,-0.01893,0.09434,0.06989,-0.02445,0.72745,100,7.5,1.5,20260812,41.6
task_obj_swap_rand_mask_417469,Replace the green flannel shirt with blue shirt,0.21969,0.20907,-0.01063,0.09033,0.08512,-0.00521,0.20558,100,7.5,1.5,20260812,13.9
