image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.08144,0.9917,34.052,0.72985,0.01723,0.1343,0.93438,23.84,0.48591,0.06565,0.30451,0.01983,0.98523,0.98518,False,0.837,413.2
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.12896,0.98574,34.679,0.68574,0.03297,0.1699,0.86693,25.541,0.43283,0.10377,0.23509,0.01845,0.99412,0.99136,False,0.837,401.6
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.13499,0.97991,30.058,0.61143,0.0413,0.22194,0.80473,20.527,0.35942,0.14738,0.26423,0.03141,0.98681,0.98008,False,0.837,401.6
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.08802,0.99687,45.448,0.84315,0.01585,0.09335,0.9433,25.778,0.72741,0.08082,0.13595,0.00534,0.98395,0.9859,False,0.837,401.0
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06721,0.99193,37.648,0.78839,0.03875,0.21887,0.81242,13.195,0.55378,0.12783,0.27357,0.01311,0.98697,0.96743,False,0.837,401.0
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.12768,0.98537,37.387,0.74683,0.01728,0.23269,0.8227,22.525,0.40188,0.11063,0.15104,0.01351,0.96792,0.9545,False,0.837,400.9
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.128,0.97311,27.838,0.5702,0.03448,0.36138,0.57127,17.166,0.17513,0.17362,0.42071,0.04056,0.93848,0.88795,False,0.837,401.0
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.11796,0.98995,33.234,0.68646,0.03263,0.18412,0.89946,23.299,0.36833,0.08515,0.30278,0.02179,0.96674,0.95425,False,0.837,400.3
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21046,0.98214,33.89,0.6776,0.02845,0.24165,0.80031,22.007,0.36739,0.13831,0.22225,0.02021,0.94456,0.93542,False,0.837,400.6
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.12809,0.98998,34.945,0.77004,0.03381,0.20043,0.83877,22.5,0.43563,0.11897,0.3573,0.0179,0.98128,0.97034,False,0.837,400.5
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3164,0.96437,31.567,0.50513,0.03362,0.36792,0.77105,17.765,0.16532,0.22486,0.27031,0.0264,0.92454,0.91352,False,0.837,400.2
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19297,0.97953,32.13,0.6324,0.0298,0.38113,0.60297,16.602,0.20538,0.18596,0.30457,0.02475,0.94896,0.93016,False,0.837,400.4
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.2,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.14928,0.98427,34.352,0.68223,0.02131,0.20431,0.83395,23.488,0.41511,0.09598,0.33555,0.01916,0.97824,0.94737,False,0.837,397.6
