image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,warp_rand,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.05632,0.94463,24.692,0.42037,0.01444,0.07872,0.92441,23.383,0.37952,0.02553,0.7119,0.05826,0.99601,0.99613,False,0.837,57.4
task_attr_mod_color_136767,warp_rand,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.04588,0.94716,25.699,0.45073,0.01551,0.06716,0.9258,25.273,0.41298,0.02922,0.71742,0.05189,0.99633,0.99595,False,0.837,46.3
task_attr_mod_color_184837,warp_rand,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06594,0.91389,22.595,0.372,0.03771,0.08768,0.8788,22.436,0.34099,0.04201,0.65278,0.07418,0.99694,0.9938,False,0.837,46.5
task_attr_mod_color_32648,warp_rand,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.04335,0.98687,35.884,0.61256,0.02422,0.04992,0.98123,36.198,0.70226,0.03212,0.56958,0.01606,0.99741,0.99594,False,0.837,46.5
task_attr_mod_color_6205,warp_rand,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.04551,0.95762,28.955,0.5147,0.01706,0.08323,0.92259,24.357,0.49533,0.05586,0.61455,0.03567,0.99328,0.98779,False,0.837,46.6
task_env_weather_112463,warp_rand,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.04268,0.96438,30.488,0.58,0.01801,0.10433,0.90626,25.882,0.44774,0.04161,0.57913,0.0299,0.98821,0.98895,False,0.837,46.6
task_env_weather_246440,warp_rand,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.05918,0.88454,19.526,0.34362,0.02312,0.19254,0.79556,21.015,0.25779,0.05721,0.92115,0.10561,0.99131,0.97959,False,0.837,46.5
task_env_weather_63722,warp_rand,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.08309,0.93359,23.842,0.37464,0.03624,0.12358,0.90301,22.803,0.30517,0.04406,0.64777,0.06426,0.9887,0.98616,False,0.837,46.7
task_obj_add_40931,warp_rand,instruct-pix2pix,Add the blood on snout,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.08001,0.93057,24.715,0.42987,0.0269,0.1171,0.88968,23.023,0.36346,0.05972,0.64464,0.05811,0.98986,0.98043,False,0.837,46.6
task_obj_remove_380621,warp_rand,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.07376,0.92541,23.924,0.48275,0.04892,0.11812,0.87206,21.907,0.38978,0.05294,0.93821,0.06365,0.9933,0.99222,False,0.837,46.6
task_obj_swap_joint_mask_276754,warp_rand,instruct-pix2pix,Replace the satellite dish with rocket,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.12834,0.83963,23.292,0.26298,0.04188,0.03018,0.98277,32.098,0.51326,0.03854,0.81912,0.06845,0.99574,0.99316,False,0.837,46.7
task_obj_swap_joint_mask_533428,warp_rand,instruct-pix2pix,Replace the samurai armor with red jacket,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06914,0.92136,23.804,0.40257,0.02819,0.15359,0.861,21.157,0.41733,0.07278,0.80867,0.06453,0.9895,0.98603,False,0.837,46.6
task_obj_swap_rand_mask_417469,warp_rand,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.05035,0.93008,23.939,0.46086,0.02087,0.0782,0.90271,23.887,0.41628,0.03326,0.86081,0.06354,0.99142,0.98449,False,0.837,46.6
