image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_attr_mod_color_11699,dct_shield_y,native,identity,0.61837,0.00417,0.61837,0.00417,1.0,0.7362,True,0.8,True,1281.5
task_attr_mod_color_11699,dct_shield_y,native,blur1,0.21391,0.00724,0.61837,0.00417,0.34593,0.98146,False,0.8,True,1281.5
task_attr_mod_color_11699,dct_shield_y,native,jpeg90,0.48678,0.00321,0.61837,0.00417,0.7872,0.86044,False,0.8,True,1281.5
task_attr_mod_color_11699,dct_shield_y,native,jpeg75,0.54207,0.04014,0.61837,0.00417,0.87661,0.76794,True,0.8,True,1281.5
task_attr_mod_color_11699,dct_shield_y,native,jpeg50,0.24341,0.00389,0.61837,0.00417,0.39363,0.97516,False,0.8,True,1281.5
task_attr_mod_color_11699,dct_shield_y,native,jpeg30,0.26764,0.00354,0.61837,0.00417,0.43281,0.9625,False,0.8,True,1281.5
task_attr_mod_color_11699,dct_shield_y,native,blur2,0.30818,0.00661,0.61837,0.00417,0.49836,0.92376,False,0.8,True,1281.5
task_attr_mod_color_11699,dct_shield_y,native,crop_resize0.1,0.58975,0.00234,0.61837,0.00417,0.95371,0.88848,False,0.8,True,1281.5
task_attr_mod_color_11699,dct_shield_y,native,crop_resize0.15,0.65294,0.00523,0.61837,0.00417,1.0559,0.8956,False,0.8,True,1281.5
task_attr_mod_color_136767,dct_shield_y,native,identity,0.6212,0.01439,0.6212,0.01439,1.0,0.85082,False,0.8,True,1271.3
task_attr_mod_color_136767,dct_shield_y,native,blur1,0.25179,0.01711,0.6212,0.01439,0.40532,0.94881,False,0.8,True,1271.3
task_attr_mod_color_136767,dct_shield_y,native,jpeg90,0.59379,0.04091,0.6212,0.01439,0.95587,0.81147,True,0.8,True,1271.3
task_attr_mod_color_136767,dct_shield_y,native,jpeg75,0.52132,0.01064,0.6212,0.01439,0.83921,0.91414,False,0.8,True,1271.3
task_attr_mod_color_136767,dct_shield_y,native,jpeg50,0.2294,0.01428,0.6212,0.01439,0.36929,0.97458,False,0.8,True,1271.3
task_attr_mod_color_136767,dct_shield_y,native,jpeg30,0.25675,0.01649,0.6212,0.01439,0.4133,0.96762,False,0.8,True,1271.3
task_attr_mod_color_136767,dct_shield_y,native,blur2,0.3198,0.01725,0.6212,0.01439,0.51482,0.93765,False,0.8,True,1271.3
task_attr_mod_color_136767,dct_shield_y,native,crop_resize0.1,0.58914,0.00292,0.6212,0.01439,0.94839,0.90192,False,0.8,True,1271.3
task_attr_mod_color_136767,dct_shield_y,native,crop_resize0.15,0.60421,0.00169,0.6212,0.01439,0.97264,0.9248,False,0.8,True,1271.3
task_attr_mod_color_184837,dct_shield_y,native,identity,0.74352,0.04213,0.74352,0.04213,1.0,0.63535,True,0.8,True,1270.8
task_attr_mod_color_184837,dct_shield_y,native,blur1,0.21367,0.00921,0.74352,0.04213,0.28737,0.98042,False,0.8,True,1270.8
task_attr_mod_color_184837,dct_shield_y,native,jpeg90,0.53731,0.01895,0.74352,0.04213,0.72266,0.91008,False,0.8,True,1270.8
task_attr_mod_color_184837,dct_shield_y,native,jpeg75,0.6027,0.00972,0.74352,0.04213,0.8106,0.88223,False,0.8,True,1270.8
task_attr_mod_color_184837,dct_shield_y,native,jpeg50,0.22372,0.02931,0.74352,0.04213,0.3009,0.94858,False,0.8,True,1270.8
task_attr_mod_color_184837,dct_shield_y,native,jpeg30,0.24826,0.03053,0.74352,0.04213,0.33389,0.95395,False,0.8,True,1270.8
task_attr_mod_color_184837,dct_shield_y,native,blur2,0.35089,0.0115,0.74352,0.04213,0.47193,0.95675,False,0.8,True,1270.8
task_attr_mod_color_184837,dct_shield_y,native,crop_resize0.1,0.68215,0.01534,0.74352,0.04213,0.91747,0.86199,False,0.8,True,1270.8
task_attr_mod_color_184837,dct_shield_y,native,crop_resize0.15,0.70801,0.0161,0.74352,0.04213,0.95224,0.81772,True,0.8,True,1270.8
task_attr_mod_color_32648,dct_shield_y,native,identity,0.57512,0.0618,0.57512,0.0618,1.0,0.71593,True,0.8,True,1271.7
task_attr_mod_color_32648,dct_shield_y,native,blur1,0.31771,0.02759,0.57512,0.0618,0.55242,0.95129,False,0.8,True,1271.7
task_attr_mod_color_32648,dct_shield_y,native,jpeg90,0.46212,0.07278,0.57512,0.0618,0.80351,0.92153,False,0.8,True,1271.7
task_attr_mod_color_32648,dct_shield_y,native,jpeg75,0.52548,0.06288,0.57512,0.0618,0.91369,0.92671,False,0.8,True,1271.7
task_attr_mod_color_32648,dct_shield_y,native,jpeg50,0.32947,0.0399,0.57512,0.0618,0.57286,0.94249,False,0.8,True,1271.7
task_attr_mod_color_32648,dct_shield_y,native,jpeg30,0.33353,0.03503,0.57512,0.0618,0.57994,0.94198,False,0.8,True,1271.7
task_attr_mod_color_32648,dct_shield_y,native,blur2,0.31655,0.00849,0.57512,0.0618,0.5504,0.96744,False,0.8,True,1271.7
task_attr_mod_color_32648,dct_shield_y,native,crop_resize0.1,0.4962,0.09627,0.57512,0.0618,0.86277,0.91695,False,0.8,True,1271.7
task_attr_mod_color_32648,dct_shield_y,native,crop_resize0.15,0.49364,0.09023,0.57512,0.0618,0.85832,0.92075,False,0.8,True,1271.7
task_attr_mod_color_6205,dct_shield_y,native,identity,0.72416,0.02254,0.72416,0.02254,1.0,0.46275,True,0.8,True,1271.3
task_attr_mod_color_6205,dct_shield_y,native,blur1,0.28457,0.07066,0.72416,0.02254,0.39296,0.93578,False,0.8,True,1271.3
task_attr_mod_color_6205,dct_shield_y,native,jpeg90,0.64034,0.03877,0.72416,0.02254,0.88425,0.80532,True,0.8,True,1271.3
task_attr_mod_color_6205,dct_shield_y,native,jpeg75,0.65226,0.04335,0.72416,0.02254,0.90071,0.79626,True,0.8,True,1271.3
task_attr_mod_color_6205,dct_shield_y,native,jpeg50,0.17877,0.00101,0.72416,0.02254,0.24686,0.95952,False,0.8,True,1271.3
task_attr_mod_color_6205,dct_shield_y,native,jpeg30,0.23722,0.02442,0.72416,0.02254,0.32757,0.94219,False,0.8,True,1271.3
task_attr_mod_color_6205,dct_shield_y,native,blur2,0.32336,0.065,0.72416,0.02254,0.44653,0.90992,False,0.8,True,1271.3
task_attr_mod_color_6205,dct_shield_y,native,crop_resize0.1,0.69426,0.00946,0.72416,0.02254,0.95871,0.83554,True,0.8,True,1271.3
task_attr_mod_color_6205,dct_shield_y,native,crop_resize0.15,0.71183,0.00623,0.72416,0.02254,0.98297,0.89499,False,0.8,True,1271.3
