image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,gl_iters,block,loss,gain_ratio,purify_aware,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.09578,0.98646,33.928,0.68437,0.03361,0.12153,0.93067,24.919,0.47655,0.05253,0.29338,0.02012,40.4
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.15227,0.97719,35.64,0.67196,0.04725,0.20807,0.85327,19.209,0.41911,0.10996,0.18391,0.01652,40.6
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.12274,0.97232,29.96,0.58688,0.0369,0.16469,0.81826,21.139,0.37576,0.12543,0.27381,0.03177,40.3
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.09914,0.99632,47.353,0.84421,0.0199,0.10604,0.934,26.208,0.74654,0.09161,0.09098,0.00429,40.1
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.0981,0.98564,38.171,0.75041,0.04498,0.12492,0.91403,24.959,0.58348,0.09615,0.19223,0.01234,39.9
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.10365,0.98266,37.553,0.74249,0.01617,0.24416,0.81514,21.71,0.3725,0.11644,0.16248,0.01325,39.9
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.09383,0.98927,38.264,0.77458,0.01297,0.14063,0.93702,28.982,0.48857,0.03653,0.13963,0.01221,39.9
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.12396,0.97907,37.337,0.72309,0.03133,0.29445,0.81923,18.864,0.48997,0.2055,0.1228,0.01359,40.1
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.149,0.96515,27.269,0.5788,0.02642,0.27793,0.69571,18.99,0.24173,0.11467,0.4114,0.04331,40.0
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.11595,0.98423,33.481,0.65409,0.02966,0.14874,0.90896,24.603,0.39561,0.06711,0.30698,0.02118,40.1
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.13727,0.9774,33.216,0.62587,0.03636,0.2275,0.8166,22.811,0.2626,0.08578,0.24168,0.02184,40.1
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.09456,0.98677,36.824,0.73584,0.03414,0.18728,0.86789,17.873,0.49151,0.11668,0.17465,0.01441,40.1
