image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,gl_iters,block,loss,gain_ratio,purify_aware,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.25408,0.96704,33.728,0.64906,0.037,0.24908,0.77985,22.037,0.36593,0.10629,0.22954,0.02059,40.1
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.06476,0.99179,41.83,0.84646,0.0154,0.08813,0.94727,32.112,0.6835,0.04829,0.15313,0.0081,40.1
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.07242,0.98554,33.524,0.74941,0.03087,0.11963,0.92345,25.023,0.5417,0.041,0.28083,0.02108,40.1
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.19592,0.97747,31.317,0.6714,0.02029,0.39615,0.50066,14.269,0.10074,0.24255,0.42872,0.02717,40.0
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.13005,0.98899,40.405,0.80193,0.02265,0.15205,0.92569,29.297,0.51305,0.05307,0.14942,0.00954,40.1
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.14624,0.98494,35.052,0.75522,0.03328,0.19986,0.83502,22.544,0.44525,0.07616,0.31674,0.01768,40.1
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.16953,0.97173,32.465,0.6257,0.0335,0.19951,0.84214,23.486,0.36701,0.0622,0.28728,0.02381,40.0
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.06342,0.99411,44.244,0.88934,0.01609,0.23713,0.84136,21.337,0.74158,0.15855,0.08823,0.00613,40.1
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.33649,0.95795,32.046,0.50914,0.05198,0.1733,0.80357,21.114,0.27762,0.19546,0.22276,0.02499,40.1
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.16599,0.96975,31.921,0.62128,0.03582,0.23614,0.77603,20.211,0.31864,0.12048,0.3812,0.02535,40.3
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.1641,0.98506,39.852,0.73558,0.03463,0.21871,0.85291,21.47,0.39717,0.1516,0.12989,0.01017,40.4
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.25748,0.95857,33.308,0.60393,0.04816,0.35131,0.70228,20.891,0.24738,0.14466,0.23524,0.02161,40.5
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.55,False,0.0,0.12,0,64,encoder_target,0.0,none,100,7.5,1.5,20260812,False,0.16531,0.97524,35.164,0.67056,0.02933,0.19172,0.83893,23.949,0.41758,0.08992,0.45587,0.01745,40.6
