image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54742,0.91226,23.862,0.24047,0.14617,0.6205,0.45665,9.727,0.13148,0.34455,0.75489,0.0641,0.73302,0.69939,True,0.837,425.5
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51499,0.88031,24.724,0.26571,0.17972,0.63177,0.25852,7.148,0.02364,0.413,0.64238,0.05805,0.78563,0.85387,False,0.837,412.9
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53854,0.86246,20.89,0.24054,0.23192,0.78295,0.13599,6.166,0.03231,0.66955,0.54541,0.09026,0.69522,0.63498,True,0.837,414.6
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56641,0.92672,30.429,0.14885,0.16219,0.61378,0.39092,10.816,0.07199,0.38696,0.62252,0.0301,0.7711,0.71278,True,0.837,414.7
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56366,0.91769,26.324,0.26978,0.16402,0.73935,0.20614,6.654,0.45963,0.65765,0.82738,0.04829,0.56404,0.48312,True,0.837,415.1
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59302,0.91702,26.666,0.28429,0.10524,0.86572,0.31147,10.327,0.17845,0.37683,0.54006,0.04642,0.56043,0.57403,True,0.837,415.7
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48541,0.84926,19.744,0.23419,0.17189,0.63873,0.28719,12.763,0.06738,0.28894,0.81787,0.103,0.72218,0.72093,True,0.837,415.9
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54169,0.90212,23.433,0.24561,0.13567,0.68195,0.32825,12.294,0.03275,0.47104,0.5921,0.06735,0.61797,0.60876,True,0.837,415.5
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5367,0.88088,23.648,0.29732,0.18098,0.71345,0.19121,10.972,0.06552,0.38861,0.65884,0.06571,0.51394,0.55753,True,0.837,415.4
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55982,0.92136,24.858,0.30317,0.1461,0.7393,0.23529,7.947,0.04214,0.38658,0.88786,0.05716,0.74441,0.71796,True,0.837,415.4
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51407,0.78446,22.392,0.2047,0.1898,0.68094,0.47917,12.0,0.01163,0.43063,0.95686,0.07593,0.8025,0.82318,True,0.837,414.7
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54082,0.87248,22.254,0.24876,0.16561,0.63918,0.24565,9.365,0.05504,0.28391,0.70853,0.07714,0.66521,0.6217,True,0.837,413.8
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54731,0.86692,23.866,0.2397,0.14278,0.74761,0.21591,9.975,0.06573,0.38832,0.89804,0.06407,0.38461,0.51904,True,0.837,409.1
