Loading pipeline components...:   0%|          | 0/6 [00:00<?, ?it/s]
Loading weights:   0%|          | 0/196 [00:00<?, ?it/s][ALoading weights: 100%|██████████| 196/196 [00:00<00:00, 4417.57it/s]
Loading pipeline components...:  17%|█▋        | 1/6 [00:00<00:00,  5.54it/s]Loading pipeline components...:  50%|█████     | 3/6 [00:00<00:00, 10.50it/s]Loading pipeline components...: 100%|██████████| 6/6 [00:00<00:00, 15.44it/s]
There are modules in AutoencoderKL that should be kept in float32: []. Casting directly with `to()` can lead to inconsistent results; set `torch_dtype` in `from_pretrained()` instead to keep these modules in float32.
/nfs/home/nelson0314/venvs/wacv/lib/python3.11/site-packages/torchvision/models/_utils.py:207: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/nfs/home/nelson0314/venvs/wacv/lib/python3.11/site-packages/torchvision/models/_utils.py:222: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=VGG16_Weights.IMAGENET1K_V1`. You can also use `weights=VGG16_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
IP2P 線：10 張、條件 ['phase_gain']、steps=100 s_T=7.5 s_I=1.5 seed=20260812
/nfs/home/nelson0314/venvs/wacv/lib/python3.11/site-packages/diffusers/image_processor.py:724: FutureWarning: Passing `image` as torch tensor with value range in [-1,1] is deprecated. The expected value range for image tensor is [0,1] when passing as pytorch tensor or numpy Array. You passed `image` with value range [-1.0,1.0]
  warnings.warn(
    [phase] step    0 loss 0.422059 |p| 0.00877
    [phase] step   25 loss 0.087790 |p| 0.06381
    [phase] step   50 loss 0.081301 |p| 0.11442
    [phase] step   75 loss 0.114876 |p| 0.15571
    [phase] step  100 loss 0.066192 |p| 0.19491
    [phase] step  125 loss 0.001496 |p| 0.22944
    [phase] step  150 loss 0.002124 |p| 0.26235
    [phase] step  175 loss 0.054305 |p| 0.30068
    [phase] step  200 loss 0.047863 |p| 0.33495
    [phase] step  225 loss 0.061343 |p| 0.36825
    [phase] step  250 loss 0.044639 |p| 0.39529
    [phase] step  275 loss 0.003460 |p| 0.42586
    [phase] step  300 loss 0.001442 |p| 0.45221
    [phase] step  325 loss 0.038493 |p| 0.48054
    [phase] step  350 loss 0.013590 |p| 0.51024
    [phase] step  375 loss 0.002663 |p| 0.53785
    [phase] step  400 loss 0.027714 |p| 0.56523
    [phase] step  425 loss 0.005135 |p| 0.59189
    [phase] step  450 loss 0.023543 |p| 0.61818
    [phase] step  475 loss 0.024229 |p| 0.64193
    [phase] step  500 loss 0.024205 |p| 0.66765
    [phase] step  525 loss 0.001417 |p| 0.68820
    [phase] step  550 loss 0.017218 |p| 0.71129
    [phase] step  575 loss 0.013412 |p| 0.73005
    [phase] step  600 loss 0.016100 |p| 0.74901
    [phase] step  625 loss 0.016760 |p| 0.76908
    [phase] step  650 loss 0.014073 |p| 0.78728
    [phase] step  675 loss 0.012462 |p| 0.80602
    [phase] step  700 loss 0.014931 |p| 0.82189
    [phase] step  725 loss 0.012144 |p| 0.83694
    [phase] step  750 loss 0.002068 |p| 0.85269
    [phase] step  775 loss 0.009159 |p| 0.87054
    [phase] step  800 loss 0.011615 |p| 0.88547
    [phase] step  825 loss 0.009446 |p| 0.89980
    [phase] step  850 loss 0.002917 |p| 0.91415
    [phase] step  875 loss 0.018009 |p| 0.92679
    [phase] step  900 loss 0.000764 |p| 0.93887
    [phase] step  925 loss 0.011188 |p| 0.95160
    [phase] step  950 loss 0.013770 |p| 0.96447
    [phase] step  975 loss 0.013319 |p| 0.97623
    [phase] step  999 loss 0.002876 |p| 0.98670
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading weights:   0%|          | 0/398 [00:00<?, ?it/s]Loading weights: 100%|██████████| 398/398 [00:00<00:00, 17237.70it/s]
[transformers] Model config: bos_token_id must be `None` or an integer within the vocabulary (between 0 and 31999), got 49406. This may result in unexpected behavior.
[transformers] Model config: eos_token_id must be `None` or an integer within the vocabulary (between 0 and 31999), got 49407. This may result in unexpected behavior.
Loading weights:   0%|          | 0/408 [00:00<?, ?it/s]Loading weights: 100%|██████████| 408/408 [00:00<00:00, 6740.47it/s]
task_attr_mod_color_11699        phase_gain     r=2.5000 dists=0.1047 lpips=0.3420 effect=0.3973 (1101s)
    [phase] step    0 loss 0.490872 |p| 0.00877
    [phase] step   25 loss 0.101691 |p| 0.06168
    [phase] step   50 loss 0.082547 |p| 0.10705
    [phase] step   75 loss 0.127312 |p| 0.14911
    [phase] step  100 loss 0.061613 |p| 0.19256
    [phase] step  125 loss 0.002070 |p| 0.23133
    [phase] step  150 loss 0.002651 |p| 0.26504
    [phase] step  175 loss 0.057738 |p| 0.30459
    [phase] step  200 loss 0.046791 |p| 0.34100
    [phase] step  225 loss 0.050167 |p| 0.37693
    [phase] step  250 loss 0.038697 |p| 0.40579
    [phase] step  275 loss 0.003534 |p| 0.43767
    [phase] step  300 loss 0.002000 |p| 0.46507
    [phase] step  325 loss 0.027609 |p| 0.49331
    [phase] step  350 loss 0.009880 |p| 0.52327
    [phase] step  375 loss 0.003544 |p| 0.55112
    [phase] step  400 loss 0.020037 |p| 0.57648
    [phase] step  425 loss 0.005957 |p| 0.60254
    [phase] step  450 loss 0.010555 |p| 0.62752
    [phase] step  475 loss 0.013327 |p| 0.64969
    [phase] step  500 loss 0.013489 |p| 0.67362
    [phase] step  525 loss 0.002240 |p| 0.69555
    [phase] step  550 loss 0.007976 |p| 0.71808
    [phase] step  575 loss 0.009201 |p| 0.73727
    [phase] step  600 loss 0.009854 |p| 0.75711
    [phase] step  625 loss 0.008988 |p| 0.77709
    [phase] step  650 loss 0.005838 |p| 0.79511
    [phase] step  675 loss 0.005029 |p| 0.81305
    [phase] step  700 loss 0.005923 |p| 0.82887
    [phase] step  725 loss 0.004997 |p| 0.84402
    [phase] step  750 loss 0.002416 |p| 0.86053
    [phase] step  775 loss 0.005567 |p| 0.87679
    [phase] step  800 loss 0.004765 |p| 0.89110
    [phase] step  825 loss 0.003938 |p| 0.90550
    [phase] step  850 loss 0.002766 |p| 0.91921
    [phase] step  875 loss 0.004457 |p| 0.93249
    [phase] step  900 loss 0.001086 |p| 0.94484
    [phase] step  925 loss 0.004772 |p| 0.95737
    [phase] step  950 loss 0.003869 |p| 0.96977
    [phase] step  975 loss 0.005213 |p| 0.98084
    [phase] step  999 loss 0.003158 |p| 0.99085
task_attr_mod_color_136767       phase_gain     r=2.5000 dists=0.1677 lpips=0.3626 effect=0.5174 (1086s)
    [phase] step    0 loss 0.546764 |p| 0.00877
    [phase] step   25 loss 0.106407 |p| 0.05892
    [phase] step   50 loss 0.079472 |p| 0.10098
    [phase] step   75 loss 0.128336 |p| 0.14205
    [phase] step  100 loss 0.068502 |p| 0.18433
    [phase] step  125 loss 0.001346 |p| 0.22159
    [phase] step  150 loss 0.002185 |p| 0.25423
    [phase] step  175 loss 0.055377 |p| 0.29349
    [phase] step  200 loss 0.044894 |p| 0.32931
    [phase] step  225 loss 0.047368 |p| 0.36256
    [phase] step  250 loss 0.041979 |p| 0.38912
    [phase] step  275 loss 0.003059 |p| 0.41884
    [phase] step  300 loss 0.001253 |p| 0.44275
    [phase] step  325 loss 0.024861 |p| 0.46788
    [phase] step  350 loss 0.008424 |p| 0.49398
    [phase] step  375 loss 0.002510 |p| 0.51823
    [phase] step  400 loss 0.012912 |p| 0.54040
    [phase] step  425 loss 0.004393 |p| 0.56362
    [phase] step  450 loss 0.010483 |p| 0.58666
    [phase] step  475 loss 0.008610 |p| 0.60619
    [phase] step  500 loss 0.007128 |p| 0.62722
    [phase] step  525 loss 0.001205 |p| 0.64601
    [phase] step  550 loss 0.006502 |p| 0.66593
    [phase] step  575 loss 0.006133 |p| 0.68150
    [phase] step  600 loss 0.006422 |p| 0.69756
    [phase] step  625 loss 0.004880 |p| 0.71386
    [phase] step  650 loss 0.004704 |p| 0.72870
    [phase] step  675 loss 0.004208 |p| 0.74344
