image,attack,n_seeds,edit_psnr,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,pert_linf,pert_lpips,steps_done,seconds,peak_mb
man_00,PF,20,31.590981674194335,0.9318461000919342,0.4168394565582275,0.9550762146711349,0.24896494671702385,0.16384708881378174,0.09915188699960709,48,98.9,10235.3
man_00,S,20,35.828066444396974,0.9842762261629104,0.6913282096385955,0.9825190991163254,0.04143768046051264,0.35358816385269165,0.016323119401931763,150,306.2,11594.6
man_01,PF,20,21.587012195587157,0.7660151034593582,0.22813951820135117,0.8876521676778794,0.25993867591023445,0.3071745038032532,0.09589779376983643,150,305.8,11600.3
man_01,S,20,25.437694835662843,0.9286224842071533,0.4463764190673828,0.9551379710435868,0.08677702471613884,0.6672233939170837,0.024999916553497314,150,305.8,11594.3
man_02,PF,20,17.011993312835692,0.6994196981191635,0.17720008492469788,0.8836373209953308,0.2760355040431023,0.2901960611343384,0.09191406518220901,150,306.2,11599.8
man_02,S,20,19.66670207977295,0.8862118244171142,0.36272933185100553,0.9424101054668427,0.08279810436069965,0.6728310585021973,0.017803248018026352,150,305.7,11594.1
man_03,PF,20,21.997485160827637,0.7059490144252777,0.16089380756020547,0.8787254154682159,0.252436476200819,0.2963307797908783,0.08433187007904053,122,249.7,11600.3
