image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,loss,gain_ratio,purify_aware,wm_q_attack,wm_block_frac,wm_topk,wm_eps,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_136767,dct_wm,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.23243,0.88647,31.942,0.62439,0.03528,0.261,0.76783,21.67,0.38904,0.09441,0.21959,0.02529,68.1
task_attr_mod_color_6205,dct_wm,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.28273,0.88155,31.212,0.60107,0.03561,0.29829,0.81061,19.346,0.45447,0.09596,0.24552,0.02751,68.3
task_env_weather_181583,dct_wm,instruct-pix2pix,change the setting to a stormy day,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.31243,0.89303,30.785,0.59252,0.03042,0.57687,0.71375,15.308,0.40047,0.30973,0.23136,0.02889,68.6
task_obj_add_13726,dct_wm,instruct-pix2pix,Add subscribe button,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.2013,0.87458,30.697,0.63301,0.02623,0.22837,0.78142,24.993,0.30006,0.05954,0.21635,0.02918,68.5
task_obj_add_581286,dct_wm,instruct-pix2pix,Add sauce,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.34248,0.87761,30.839,0.5394,0.03718,0.36624,0.79754,22.241,0.41199,0.12747,0.22875,0.02871,68.6
task_obj_remove_257910,dct_wm,instruct-pix2pix,Remove bracelet,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.27214,0.85246,31.261,0.53729,0.04625,0.26044,0.85099,28.995,0.38119,0.09282,0.21247,0.02735,68.6
task_obj_remove_657585,dct_wm,instruct-pix2pix,Remove frisbee,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.40478,0.87533,31.185,0.58235,0.05335,0.48226,0.78265,21.111,0.4392,0.19487,0.24369,0.02759,68.7
task_obj_swap_joint_mask_75733,dct_wm,instruct-pix2pix,Replace the snowy landscape with sea,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.30303,0.86398,31.689,0.51766,0.02923,0.30846,0.81901,26.217,0.30634,0.10263,0.20697,0.02604,68.7
