image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_env_weather_112463,none,floor,identity,0.0,,0.0,,,1.0,False,0.8,True,421.8
task_env_weather_112463,none,floor,blur1,0.21794,,0.0,,,0.95912,False,0.8,True,421.8
task_env_weather_112463,none,floor,jpeg90,0.05909,,0.0,,,0.99085,False,0.8,True,421.8
task_env_weather_112463,none,floor,jpeg75,0.13441,,0.0,,,0.97312,False,0.8,True,421.8
task_env_weather_112463,none,floor,jpeg50,0.19337,,0.0,,,0.96074,False,0.8,True,421.8
task_env_weather_112463,none,floor,jpeg30,0.22644,,0.0,,,0.94393,False,0.8,True,421.8
task_env_weather_112463,none,floor,blur2,0.25257,,0.0,,,0.92782,False,0.8,True,421.8
task_env_weather_112463,none,floor,crop_resize0.1,0.53251,,0.0,,,0.92744,False,0.8,True,421.8
task_env_weather_112463,none,floor,crop_resize0.15,0.5948,,0.0,,,0.90476,False,0.8,True,421.8
task_obj_remove_380621,none,floor,identity,0.0,,0.0,,,1.0,False,0.8,True,412.5
task_obj_remove_380621,none,floor,blur1,0.19086,,0.0,,,0.97373,False,0.8,True,412.5
task_obj_remove_380621,none,floor,jpeg90,0.07168,,0.0,,,0.99801,False,0.8,True,412.5
task_obj_remove_380621,none,floor,jpeg75,0.11604,,0.0,,,0.99071,False,0.8,True,412.5
task_obj_remove_380621,none,floor,jpeg50,0.17684,,0.0,,,0.9824,False,0.8,True,412.5
task_obj_remove_380621,none,floor,jpeg30,0.25374,,0.0,,,0.9652,False,0.8,True,412.5
task_obj_remove_380621,none,floor,blur2,0.35504,,0.0,,,0.87847,False,0.8,True,412.5
task_obj_remove_380621,none,floor,crop_resize0.1,0.51793,,0.0,,,0.96388,False,0.8,True,412.5
task_obj_remove_380621,none,floor,crop_resize0.15,0.55685,,0.0,,,0.94562,False,0.8,True,412.5
task_obj_swap_joint_mask_276754,none,floor,identity,0.0,,0.0,,,1.0,False,0.8,True,412.0
task_obj_swap_joint_mask_276754,none,floor,blur1,0.13804,,0.0,,,0.92788,False,0.8,True,412.0
task_obj_swap_joint_mask_276754,none,floor,jpeg90,0.01326,,0.0,,,0.99401,False,0.8,True,412.0
task_obj_swap_joint_mask_276754,none,floor,jpeg75,0.02636,,0.0,,,0.99185,False,0.8,True,412.0
task_obj_swap_joint_mask_276754,none,floor,jpeg50,0.04027,,0.0,,,0.99276,False,0.8,True,412.0
task_obj_swap_joint_mask_276754,none,floor,jpeg30,0.04769,,0.0,,,0.98448,False,0.8,True,412.0
task_obj_swap_joint_mask_276754,none,floor,blur2,0.24661,,0.0,,,0.88764,False,0.8,True,412.0
task_obj_swap_joint_mask_276754,none,floor,crop_resize0.1,0.25488,,0.0,,,0.92679,False,0.8,True,412.0
task_obj_swap_joint_mask_276754,none,floor,crop_resize0.15,0.40989,,0.0,,,0.94443,False,0.8,True,412.0
task_obj_swap_joint_mask_533428,none,floor,identity,0.0,,0.0,,,1.0,False,0.8,True,412.3
task_obj_swap_joint_mask_533428,none,floor,blur1,0.27403,,0.0,,,0.95078,False,0.8,True,412.3
task_obj_swap_joint_mask_533428,none,floor,jpeg90,0.10203,,0.0,,,0.99207,False,0.8,True,412.3
task_obj_swap_joint_mask_533428,none,floor,jpeg75,0.1695,,0.0,,,0.98913,False,0.8,True,412.3
task_obj_swap_joint_mask_533428,none,floor,jpeg50,0.23189,,0.0,,,0.9889,False,0.8,True,412.3
task_obj_swap_joint_mask_533428,none,floor,jpeg30,0.31349,,0.0,,,0.96832,False,0.8,True,412.3
task_obj_swap_joint_mask_533428,none,floor,blur2,0.3654,,0.0,,,0.93963,False,0.8,True,412.3
task_obj_swap_joint_mask_533428,none,floor,crop_resize0.1,0.54771,,0.0,,,0.89689,False,0.8,True,412.3
task_obj_swap_joint_mask_533428,none,floor,crop_resize0.15,0.56512,,0.0,,,0.86083,False,0.8,True,412.3
task_obj_swap_rand_mask_417469,none,floor,identity,0.0,,0.0,,,1.0,False,0.8,True,410.6
task_obj_swap_rand_mask_417469,none,floor,blur1,0.13209,,0.0,,,0.95295,False,0.8,True,410.6
task_obj_swap_rand_mask_417469,none,floor,jpeg90,0.04145,,0.0,,,0.99259,False,0.8,True,410.6
task_obj_swap_rand_mask_417469,none,floor,jpeg75,0.08043,,0.0,,,0.98729,False,0.8,True,410.6
task_obj_swap_rand_mask_417469,none,floor,jpeg50,0.13216,,0.0,,,0.97555,False,0.8,True,410.6
task_obj_swap_rand_mask_417469,none,floor,jpeg30,0.19944,,0.0,,,0.96481,False,0.8,True,410.6
task_obj_swap_rand_mask_417469,none,floor,blur2,0.29557,,0.0,,,0.85662,False,0.8,True,410.6
task_obj_swap_rand_mask_417469,none,floor,crop_resize0.1,0.57319,,0.0,,,0.92611,False,0.8,True,410.6
task_obj_swap_rand_mask_417469,none,floor,crop_resize0.15,0.62385,,0.0,,,0.92903,False,0.8,True,410.6
