image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,survival_weight,gain_weight,phase_channels,spectral_floor,floor_gate,floor_r_min,floor_r_max,floor_survival,theta_budget,coarsen,warp_grid,flow_tau,flow_eps,flow_neighbourhood,update,step_size,saturate_at,warp_init_std,disp_field_grid,dct_mode,dct_qd,dct_pairing,dct_gate,dct_plane_weight,manifold_weight,manifold_t,manifold_only,manifold_balance,defense_steps,loss,ig_zt,ig_t_min,ig_t_max,ig_samples,gain_ratio,purify_aware,eot_qualities,eot_sigmas,eot_fractions,eot_classes,linf_deliver,consistency_weight,consistency_decay,latent_norm_weight,deliver_jpeg,stage2_steps,stage2_ops,stage2_order,stage2_step_scale,stage2_trust,stage2_check_every,stage2_ramp,resumed,stop_reason,stopped_at,best_eval,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.5,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,none,shared,rgb,0.08,uniform,,,blur12,0.0,1,16,0.0,,,sign,0.01,0.25,0.0,16,plane,0.85,transpose,texture,uniform,0.0,100,0,raw,6000,image_guidance,diffuse_src,1,1000,1,1.0,eot_broad,95 75 50,0.5 1.0 2.0 3.0,0.05 0.1 0.15 0.2,identity jpeg blur crop,0.0,0.0,0.0,0.0,0.0,0,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,1,max_steps,6000,0.00158377,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.63582,0.66325,18.375,0.11638,0.24189,0.63551,0.41454,11.437,0.02841,0.31647,0.98481,0.12057,0.74599,0.76483,True,0.837,3057.0
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.5,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,none,shared,rgb,0.08,uniform,,,blur12,0.0,1,16,0.0,,,sign,0.01,0.25,0.0,16,plane,0.85,transpose,texture,uniform,0.0,100,0,raw,6000,image_guidance,diffuse_src,1,1000,1,1.0,eot_broad,95 75 50,0.5 1.0 2.0 3.0,0.05 0.1 0.15 0.2,identity jpeg blur crop,0.0,0.0,0.0,0.0,0.0,0,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,1,max_steps,6000,0.00160121,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.65624,0.66962,20.011,0.12243,0.26294,0.69725,0.35164,10.743,0.0736,0.42185,0.98031,0.09988,0.72713,0.61485,True,0.837,3040.5
