Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading pipeline components...:   0%|          | 0/6 [00:00<?, ?it/s]
Loading weights:   0%|          | 0/196 [00:00<?, ?it/s][ALoading weights: 100%|██████████| 196/196 [00:00<00:00, 3574.03it/s]
Loading pipeline components...:  33%|███▎      | 2/6 [00:00<00:00, 10.66it/s]Loading pipeline components...:  83%|████████▎ | 5/6 [00:00<00:00, 19.01it/s]Loading pipeline components...: 100%|██████████| 6/6 [00:00<00:00, 15.97it/s]
There are modules in AutoencoderKL that should be kept in float32: []. Casting directly with `to()` can lead to inconsistent results; set `torch_dtype` in `from_pretrained()` instead to keep these modules in float32.
/nfs/home/nelson0314/venvs/wacv/lib/python3.11/site-packages/torchvision/models/_utils.py:207: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/nfs/home/nelson0314/venvs/wacv/lib/python3.11/site-packages/torchvision/models/_utils.py:222: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=VGG16_Weights.IMAGENET1K_V1`. You can also use `weights=VGG16_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
IP2P 線：10 張、條件 ['phase_gain']、steps=100 s_T=7.5 s_I=1.5 seed=20260812
/nfs/home/nelson0314/venvs/wacv/lib/python3.11/site-packages/diffusers/image_processor.py:724: FutureWarning: Passing `image` as torch tensor with value range in [-1,1] is deprecated. The expected value range for image tensor is [0,1] when passing as pytorch tensor or numpy Array. You passed `image` with value range [-1.0,1.0]
  warnings.warn(
    [phase] step    0 loss 0.005521 |p| 0.01052
    [phase] step   25 loss 0.002994 |p| 0.05174
    [phase] step   50 loss 0.002946 |p| 0.08273
    [phase] step   75 loss 0.004948 |p| 0.11051
    [phase] step  100 loss 0.003476 |p| 0.13537
    [phase] step  125 loss 0.001064 |p| 0.15988
    [phase] step  150 loss 0.001336 |p| 0.18499
    [phase] step  175 loss 0.004036 |p| 0.20500
    [phase] step  200 loss 0.002904 |p| 0.22635
    [phase] step  225 loss 0.005135 |p| 0.24661
    [phase] step  250 loss 0.003539 |p| 0.26883
    [phase] step  275 loss 0.000966 |p| 0.28929
    [phase] step  300 loss 0.001096 |p| 0.31195
    [phase] step  325 loss 0.003967 |p| 0.33130
    [phase] step  350 loss 0.001002 |p| 0.34936
    [phase] step  375 loss 0.000755 |p| 0.36727
    [phase] step  400 loss 0.003048 |p| 0.38715
    [phase] step  425 loss 0.000613 |p| 0.40394
    [phase] step  450 loss 0.004535 |p| 0.41925
    [phase] step  475 loss 0.002630 |p| 0.43361
    [phase] step  500 loss 0.002562 |p| 0.44699
    [phase] step  525 loss 0.000845 |p| 0.46415
    [phase] step  550 loss 0.005637 |p| 0.47753
    [phase] step  575 loss 0.001219 |p| 0.49428
    [phase] step  600 loss 0.003217 |p| 0.51060
    [phase] step  625 loss 0.002990 |p| 0.52223
    [phase] step  650 loss 0.006032 |p| 0.53530
    [phase] step  675 loss 0.004648 |p| 0.54660
    [phase] step  700 loss 0.001257 |p| 0.55956
    [phase] step  725 loss 0.005486 |p| 0.57587
    [phase] step  750 loss 0.000545 |p| 0.58804
    [phase] step  775 loss 0.000743 |p| 0.59642
    [phase] step  800 loss 0.003623 |p| 0.60653
    [phase] step  825 loss 0.005664 |p| 0.61801
    [phase] step  850 loss 0.000676 |p| 0.62936
    [phase] step  875 loss 0.001807 |p| 0.63852
    [phase] step  900 loss 0.000932 |p| 0.64912
    [phase] step  925 loss 0.001157 |p| 0.65986
    [phase] step  950 loss 0.001948 |p| 0.66966
    [phase] step  975 loss 0.001593 |p| 0.68014
    [phase] step  999 loss 0.000441 |p| 0.69235
Loading weights:   0%|          | 0/398 [00:00<?, ?it/s]Loading weights: 100%|██████████| 398/398 [00:00<00:00, 7545.01it/s]
[transformers] Model config: bos_token_id must be `None` or an integer within the vocabulary (between 0 and 31999), got 49406. This may result in unexpected behavior.
[transformers] Model config: eos_token_id must be `None` or an integer within the vocabulary (between 0 and 31999), got 49407. This may result in unexpected behavior.
Loading weights:   0%|          | 0/408 [00:00<?, ?it/s]Loading weights: 100%|██████████| 408/408 [00:00<00:00, 11167.58it/s]
task_attr_mod_color_11699        phase_gain     r=3.0000 dists=0.0632 lpips=0.2045 effect=0.2652 (1102s)
    [phase] step    0 loss 0.005487 |p| 0.01052
    [phase] step   25 loss 0.002888 |p| 0.05317
    [phase] step   50 loss 0.002525 |p| 0.08574
    [phase] step   75 loss 0.004625 |p| 0.11561
    [phase] step  100 loss 0.002988 |p| 0.14384
    [phase] step  125 loss 0.001240 |p| 0.17068
    [phase] step  150 loss 0.001653 |p| 0.19568
    [phase] step  175 loss 0.003925 |p| 0.21870
    [phase] step  200 loss 0.002549 |p| 0.24032
    [phase] step  225 loss 0.004947 |p| 0.26227
    [phase] step  250 loss 0.003507 |p| 0.28420
    [phase] step  275 loss 0.000983 |p| 0.30546
    [phase] step  300 loss 0.001637 |p| 0.32710
    [phase] step  325 loss 0.004033 |p| 0.34732
    [phase] step  350 loss 0.000955 |p| 0.36490
    [phase] step  375 loss 0.000842 |p| 0.38104
    [phase] step  400 loss 0.003325 |p| 0.39955
    [phase] step  425 loss 0.000490 |p| 0.41606
    [phase] step  450 loss 0.004108 |p| 0.43214
    [phase] step  475 loss 0.002132 |p| 0.44652
    [phase] step  500 loss 0.002401 |p| 0.46078
    [phase] step  525 loss 0.000692 |p| 0.47530
    [phase] step  550 loss 0.005116 |p| 0.48784
    [phase] step  575 loss 0.001236 |p| 0.50278
    [phase] step  600 loss 0.003289 |p| 0.51664
    [phase] step  625 loss 0.002659 |p| 0.52826
    [phase] step  650 loss 0.005302 |p| 0.54032
    [phase] step  675 loss 0.004246 |p| 0.55226
    [phase] step  700 loss 0.001234 |p| 0.56347
    [phase] step  725 loss 0.004878 |p| 0.57619
    [phase] step  750 loss 0.000623 |p| 0.58744
    [phase] step  775 loss 0.000674 |p| 0.59805
    [phase] step  800 loss 0.003354 |p| 0.60755
    [phase] step  825 loss 0.004798 |p| 0.61853
    [phase] step  850 loss 0.000619 |p| 0.62917
    [phase] step  875 loss 0.001690 |p| 0.63834
    [phase] step  900 loss 0.000716 |p| 0.64860
    [phase] step  925 loss 0.001182 |p| 0.65749
    [phase] step  950 loss 0.001438 |p| 0.66734
    [phase] step  975 loss 0.001448 |p| 0.67608
    [phase] step  999 loss 0.000340 |p| 0.68557
task_attr_mod_color_136767       phase_gain     r=3.0000 dists=0.1009 lpips=0.2196 effect=0.3216 (1086s)
    [phase] step    0 loss 0.005402 |p| 0.01052
    [phase] step   25 loss 0.003436 |p| 0.04981
    [phase] step   50 loss 0.002680 |p| 0.08003
    [phase] step   75 loss 0.005333 |p| 0.10562
    [phase] step  100 loss 0.004005 |p| 0.12850
    [phase] step  125 loss 0.000690 |p| 0.15111
    [phase] step  150 loss 0.001082 |p| 0.17381
    [phase] step  175 loss 0.004385 |p| 0.19322
    [phase] step  200 loss 0.003218 |p| 0.21361
    [phase] step  225 loss 0.004997 |p| 0.23195
    [phase] step  250 loss 0.003878 |p| 0.25084
    [phase] step  275 loss 0.000915 |p| 0.26955
    [phase] step  300 loss 0.000895 |p| 0.28969
    [phase] step  325 loss 0.004642 |p| 0.30747
    [phase] step  350 loss 0.001079 |p| 0.32262
    [phase] step  375 loss 0.000849 |p| 0.33868
    [phase] step  400 loss 0.003793 |p| 0.35564
    [phase] step  425 loss 0.000456 |p| 0.37114
    [phase] step  450 loss 0.004261 |p| 0.38522
    [phase] step  475 loss 0.002151 |p| 0.39847
    [phase] step  500 loss 0.002554 |p| 0.41088
    [phase] step  525 loss 0.000438 |p| 0.42553
    [phase] step  550 loss 0.005691 |p| 0.43705
    [phase] step  575 loss 0.001179 |p| 0.45086
    [phase] step  600 loss 0.003481 |p| 0.46373
    [phase] step  625 loss 0.002792 |p| 0.47407
    [phase] step  650 loss 0.005621 |p| 0.48544
    [phase] step  675 loss 0.004755 |p| 0.49642
