image,coarsen,params,rms_raw,below_band,high_frac,keep_q90,keep_q75,keep_q50,keep_q30
task_attr_mod_color_11699,1,4225,0.01630885899066925,0.19362827237372282,0.4980067267147216,0.9851141732534974,1.226532584620355,0.6155654544342809,0.5098117539906566
task_attr_mod_color_11699,2,1089,0.016741110011935234,0.18980944577647427,0.5490318117999695,0.9867783440991102,1.2748306250938348,0.5574448710145818,0.43922344354150117
task_attr_mod_color_11699,3,484,0.016585543751716614,0.1964134682117908,0.5485403143379904,0.9843378380150898,1.2841665594292202,0.5349192599517236,0.43533307241842245
task_attr_mod_color_11699,4,289,0.017492955550551414,0.18775196526240184,0.5499864425265951,0.9876016403779846,1.2844518284311315,0.5418364362475235,0.4445312982151722
task_attr_mod_color_11699,6,121,0.017466703429818153,0.20115434345704664,0.5507066590040625,0.9864254820587792,1.2872391830740184,0.5393712119486346,0.4348027924099835
task_attr_mod_color_136767,1,4225,0.016468768939375877,0.24738970125537152,0.44517413968585917,0.9827484807629626,1.2206849029032614,0.6498131900435704,0.5405579532010101
task_attr_mod_color_136767,2,1089,0.016619505360722542,0.24073183373339493,0.49838651868526335,0.9839435198198848,1.2660320201424224,0.5803868908334567,0.48177373776905114
task_attr_mod_color_136767,3,484,0.016365546733140945,0.23336814837199757,0.5079351966803481,0.9865843156859266,1.2734450339455903,0.5711941890494083,0.46909903081711307
task_attr_mod_color_136767,4,289,0.017256146296858788,0.23864186021581535,0.5058062256049587,0.9809431926616942,1.2727737633750194,0.5737081928954391,0.4664413396606391
task_attr_mod_color_136767,6,121,0.0170841496437788,0.2117235033669294,0.5184968549538818,0.9789650346135741,1.2887171011743082,0.5474331837083979,0.4503789386486907
task_attr_mod_color_184837,1,4225,0.02414090558886528,0.264746079671393,0.30350890919999446,0.9858683281061781,1.1882735304388383,0.7232948240566233,0.5968747787381937
task_attr_mod_color_184837,2,1089,0.0231944527477026,0.2758057721526815,0.3308328693691715,0.9846090982925745,1.2205063591679788,0.6774073398007454,0.5657964121644605
task_attr_mod_color_184837,3,484,0.022814102470874786,0.2711709819569243,0.3376438192759323,0.9838923003214168,1.2280728624591708,0.6665690398088039,0.5561246537512233
task_attr_mod_color_184837,4,289,0.02412503957748413,0.2830906586790384,0.3403786026387835,0.9875478580149972,1.2269670488174271,0.6636343694722396,0.5612393980609127
task_attr_mod_color_184837,6,121,0.023539120331406593,0.26739607961843365,0.3533475932328943,0.9867038641382528,1.2426815764525987,0.6468299326103358,0.5397357153804027
task_attr_mod_color_32648,1,4225,0.011748658493161201,0.05593619460116165,0.8278492852031222,0.9823034412609161,1.5059955013245137,0.2041550683416927,0.15042892791879492
task_attr_mod_color_32648,2,1089,0.012849553488194942,0.053275094970501174,0.8355587379618507,0.9681945972732379,1.5181344260749412,0.17689623327933213,0.1375101001001696
task_attr_mod_color_32648,3,484,0.012650263495743275,0.03158775113057822,0.8605722163858468,0.9672078202601636,1.5347816373200462,0.15275642800503625,0.10565660681848707
task_attr_mod_color_32648,4,289,0.013468118384480476,0.052829636483953626,0.8406008650475855,0.9678424252582573,1.514297642594677,0.17466963580140207,0.12684345683794013
task_attr_mod_color_32648,6,121,0.013366102240979671,0.03635930840782276,0.8539221415290739,0.9627070278882195,1.5246575673734148,0.15794247032297987,0.10812563568212694
task_attr_mod_color_6205,1,4225,0.014151226729154587,0.17598906027519137,0.6224850698970995,0.976810994125905,1.2457677074758868,0.49657919366319525,0.4175943190859915
task_attr_mod_color_6205,2,1089,0.014604231342673302,0.13347699102286456,0.6910666265410054,0.9798597030026425,1.3188503585995663,0.40951446160900906,0.3241875108838839
task_attr_mod_color_6205,3,484,0.01450849324464798,0.12972069718955437,0.6988300392571936,0.9785730059252872,1.3325667677198525,0.40079536432063534,0.3222626013719837
task_attr_mod_color_6205,4,289,0.015444819815456867,0.13704457323353983,0.6960942919388367,0.9809662510628744,1.3360984870197354,0.40392374809656845,0.321509184163359
