image,coarsen,params,rms_raw,below_band,high_frac,keep_q90,keep_q75,keep_q50,keep_q30
task_attr_mod_color_32648,6,121,0.0033194273710250854,0.5164166554184985,0.1490301464898094,0.9264378335844833,0.8698157465506381,0.8198476686035914,0.7658816457751277
task_attr_mod_color_6205,1,4225,0.008609828539192677,0.4946745853828349,0.10021745599305841,0.9341336692303259,0.8965093061433721,0.8400601013472938,0.786679119225
task_attr_mod_color_6205,2,1089,0.007742019835859537,0.5044670942645242,0.08921092964221353,0.9282911655997363,0.8829386643533648,0.8375398880142756,0.7817032163905796
task_attr_mod_color_6205,3,484,0.007583217229694128,0.5092169246444123,0.08257349434659564,0.9249550006296129,0.8813137119198224,0.8333960035786068,0.7908464965101598
task_attr_mod_color_6205,4,289,0.008178142830729485,0.530322457968386,0.08185819683895568,0.9276514774120839,0.8848395549714525,0.8427206916466101,0.7856593418480134
task_attr_mod_color_6205,6,121,0.008067147806286812,0.4813807681689092,0.08335117930919285,0.925149525743496,0.8808090746497549,0.8264376997734947,0.7787170336141399
task_env_weather_112463,1,4225,0.007751667872071266,0.7344661527575068,0.023468069002400574,0.9818562831438076,0.9707020455434224,0.9556685581893769,0.9393692481733222
task_env_weather_112463,2,1089,0.007415998727083206,0.767341125437601,0.01914099576528998,0.9838883126869133,0.9744548876538732,0.9582471576955237,0.9429322362870263
task_env_weather_112463,3,484,0.007558946497738361,0.7672174151246548,0.017678590844656495,0.9823654980569306,0.9744229630076607,0.9620772109362918,0.9514453840242035
task_env_weather_112463,4,289,0.007565678562968969,0.7552804337708627,0.020390680869660633,0.9824548519531727,0.9720583811226338,0.9614700190271152,0.9491833513275858
task_env_weather_112463,6,121,0.007558285724371672,0.760079226699633,0.019557218053498384,0.9827885742225395,0.9727809296152861,0.9590413972945075,0.9443500725655612
task_obj_remove_380621,1,4225,0.013960086740553379,0.12596763940060246,0.4228301238734589,0.9875557823498824,0.9696290813277557,0.9267896918097929,0.8223096415183665
task_obj_remove_380621,2,1089,0.012354685924947262,0.14926401595120806,0.38027959921749344,0.9774894471930858,0.9483114975367002,0.8544745346806597,0.763802128479642
task_obj_remove_380621,3,484,0.012084015645086765,0.14769627237243463,0.38360979613470714,0.9771213851713871,0.9330600354698032,0.8642572320340383,0.7587783203269951
task_obj_remove_380621,4,289,0.012581117451190948,0.1390793246601453,0.3733224937368689,0.9769408421988447,0.9378909735638279,0.8495354349790385,0.7506374708694924
task_obj_remove_380621,6,121,0.012718187645077705,0.1537341626952358,0.36586112275879135,0.977849172704256,0.9384391926908255,0.8527798328314863,0.7606556879262377
task_obj_swap_joint_mask_276754,1,4225,0.01999656856060028,0.09342208915140865,0.4466382570717169,0.9947707199900659,0.989282027799983,0.8723659089321609,0.720001367880232
task_obj_swap_joint_mask_276754,2,1089,0.01711977832019329,0.11644730753975377,0.4022215676939491,0.9875419131477796,0.9336780067138647,0.801573459561155,0.6703773883448683
task_obj_swap_joint_mask_276754,3,484,0.016521252691745758,0.11872146564027,0.39673489275165624,0.9821423790086151,0.9254761676550972,0.7883848871994011,0.65515194912186
task_obj_swap_joint_mask_276754,4,289,0.017500853165984154,0.10682397410636663,0.40006069371683295,0.9840447958376092,0.9213303127439265,0.7780448862535049,0.659960998928785
task_obj_swap_joint_mask_276754,6,121,0.01760612614452839,0.10383057902482136,0.3885766082339318,0.9825257682902304,0.9103383698807936,0.7809930828922729,0.6533308705024029
task_obj_swap_joint_mask_533428,1,4225,0.016930436715483665,0.3801737836500786,0.11884509682647278,0.9881301973375429,0.965213648298852,0.9252714562644149,0.8794395223401962
task_obj_swap_joint_mask_533428,2,1089,0.015493152663111687,0.4283035241590613,0.09990186361030347,0.982784988089743,0.9504405446606988,0.9088168303951077,0.8676896274535255
task_obj_swap_joint_mask_533428,3,484,0.015172073617577553,0.42409471631847795,0.0945330035331225,0.9804927686193947,0.9517595255144078,0.905956108899166,0.8660452481155027
task_obj_swap_joint_mask_533428,4,289,0.016154566779732704,0.4406368728003546,0.09493989670181736,0.9813198043213753,0.9534350376341614,0.9122952230333136,0.8705746900296685
task_obj_swap_joint_mask_533428,6,121,0.01586751453578472,0.4343505460947535,0.0964525652621852,0.9794021550219186,0.9505124359194379,0.9054482653780009,0.8620878328252937
task_obj_swap_rand_mask_417469,1,4225,0.015051817521452904,0.1410801323447245,0.2558167786872632,0.9837632647976964,0.9629586836221694,0.9079802893347466,0.8694167456835626
task_obj_swap_rand_mask_417469,2,1089,0.013628753833472729,0.1720110576271618,0.2188677792500263,0.9778361708437618,0.947486015851305,0.8886988947625811,0.8328982148776655
task_obj_swap_rand_mask_417469,3,484,0.013091342523694038,0.18266512267782792,0.21874671689787756,0.9776371049725536,0.9459311056165243,0.8799596194112044,0.8124249666979468
task_obj_swap_rand_mask_417469,4,289,0.013730346225202084,0.172216360396801,0.20226345516006317,0.978778257764734,0.9419074790944709,0.8840746614326325,0.8239994901007662
task_obj_swap_rand_mask_417469,6,121,0.01309507992118597,0.16992936819127408,0.2155261431538112,0.977726837448599,0.9444874480508727,0.8639790700763035,0.8116707044999666
