image,coarsen,params,rms_raw,below_band,high_frac,keep_q90,keep_q75,keep_q50,keep_q30
task_attr_mod_color_11699,1,4225,0.011839309707283974,0.3578040634025555,0.1494876286632666,0.9727344631376201,0.9481469638737045,0.9097077868563409,0.8443618262111244
task_attr_mod_color_11699,2,1089,0.011162783019244671,0.4170680475423807,0.11769453936744824,0.967891100445958,0.9391128434143025,0.8869932161878229,0.8342815200077688
task_attr_mod_color_11699,3,484,0.011012359522283077,0.43757486217263986,0.1058049228779999,0.9626504740722718,0.9329536059741236,0.8848057833576932,0.8400558327856963
task_attr_mod_color_11699,4,289,0.011655152775347233,0.415127017331225,0.11527389072487901,0.9643226796169664,0.9326695460704443,0.8856370746341575,0.8361171956983372
task_attr_mod_color_11699,6,121,0.011598841287195683,0.44819004584137234,0.11295696867051042,0.9641106027317444,0.9263104415158869,0.8890072768325014,0.8350874701285488
task_attr_mod_color_136767,1,4225,0.012349946424365044,0.41824986368912914,0.12420561358946097,0.9803421077829371,0.9545013005047284,0.9118479856413335,0.8653674198706024
task_attr_mod_color_136767,2,1089,0.011538530699908733,0.4748658540879839,0.10261124169887342,0.9679024602820122,0.936043474903385,0.8869786001526593,0.8434548993570383
task_attr_mod_color_136767,3,484,0.011233212426304817,0.47105306416503173,0.09930332446215366,0.9649557815737801,0.9313482254421842,0.8872274910942266,0.8449306940682504
task_attr_mod_color_136767,4,289,0.011871245689690113,0.48014325330164426,0.0997525810497115,0.9651158628173687,0.9259699553440591,0.8849083370141589,0.8524347727471383
task_attr_mod_color_136767,6,121,0.011555402539670467,0.4377925522540623,0.10144572509487387,0.9678425971791405,0.9321671234997704,0.878919921978455,0.8445739112112024
task_attr_mod_color_184837,1,4225,0.021366314962506294,0.33467190933699725,0.14503495970391223,0.9934353415876951,0.9759214367509889,0.9325210391539558,0.8882715860147979
task_attr_mod_color_184837,2,1089,0.019690467044711113,0.3789180488426918,0.11626705582993696,0.9883422661077825,0.9677005673598003,0.9210083197183991,0.8746372813683768
task_attr_mod_color_184837,3,484,0.019212136045098305,0.37869631784485625,0.11298887069196382,0.9883490581321822,0.9610269654737396,0.9207861681529992,0.8752021988524942
task_attr_mod_color_184837,4,289,0.020298009738326073,0.39603839693093107,0.11457778290807413,0.9894181387868476,0.9592588108447075,0.9156552600999504,0.877809513886504
task_attr_mod_color_184837,6,121,0.01958955079317093,0.38210091609247004,0.11596640643517192,0.9866854832622909,0.9612312743538416,0.9166657450454126,0.875622749182619
task_attr_mod_color_32648,1,4225,0.003584059188142419,0.5241976859726631,0.16279547110358805,0.9412189964184828,0.873144752162463,0.8142326843373475,0.7556278559344939
task_attr_mod_color_32648,2,1089,0.0036414095666259527,0.5817119674566547,0.12492280553715605,0.931995909166579,0.885661361104331,0.8291803470805567,0.7949159792020197
task_attr_mod_color_32648,3,484,0.003025395330041647,0.4839982788268089,0.1621273947198753,0.9223010375319026,0.8651988509034408,0.8026483800229803,0.7431296059225893
task_attr_mod_color_32648,4,289,0.003728375770151615,0.6105596708248945,0.1248468747210594,0.9297301628786093,0.8784977224313494,0.8295374179199261,0.7862549794226227
