image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,coarsen,warp_grid,update,step_size,saturate_at,warp_init_std,dct_mode,dct_qd,dct_pairing,dct_gate,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,stage2_steps,stage2_ops,stage2_order,stage2_step_scale,stage2_trust,stage2_check_every,stage2_ramp,stage2_reverts,stage2_checks,stage2_steps_run,stage2_alpha_init,stage2_alpha_final,stage2_gain_stage1,stage2_gain_final,stage2_gain_ratio,stage2_stopped_early,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,1.0,none,0.0,800,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.5,0.8,20,0,0,40,800,0.004,0.004,53.602116,50.911457,0.949803,0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54381,0.89717,23.426,0.23582,0.15622,0.56083,0.55448,11.8,0.14532,0.28139,0.72426,0.0674,0.80435,0.75402,True,0.837,683.3
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,1.0,none,0.0,800,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.5,0.8,20,0,0,40,800,0.004,0.004,74.278191,70.005543,0.942478,0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60666,0.90039,26.071,0.26618,0.11677,0.83472,0.32184,10.076,0.14944,0.3599,0.53443,0.04971,0.54655,0.57927,True,0.837,685.0
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,1.0,none,0.0,800,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.5,0.8,20,0,0,40,800,0.004,0.004,76.342793,72.997292,0.956178,0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50541,0.73558,20.853,0.16355,0.21378,0.68557,0.44313,12.163,0.01047,0.42547,0.95417,0.09065,0.85872,0.85489,False,0.837,454.9
