image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40212,0.88524,22.022,0.30076,0.16715,0.59898,0.47239,10.041,0.14524,0.32957,0.97647,0.07923,0.75971,0.71801,True,0.837,380.9
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46686,0.81954,21.508,0.23309,0.25292,0.58998,0.39398,9.59,0.15014,0.32264,1.0,0.08406,0.83338,0.79865,True,0.837,370.4
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50374,0.7663,18.558,0.20976,0.27289,0.784,0.13749,6.273,0.07963,0.6688,0.90739,0.11805,0.70535,0.62651,True,0.837,359.0
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48567,0.93628,29.877,0.23993,0.15197,0.39036,0.63762,12.638,0.69797,0.33636,0.99608,0.03208,0.92233,0.92192,False,0.837,175.1
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40859,0.87447,24.346,0.3361,0.20099,0.64524,0.26334,7.547,0.47983,0.44513,0.98824,0.06063,0.72832,0.72394,True,0.837,174.9
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50336,0.8617,25.548,0.33145,0.1394,0.82213,0.37258,10.778,0.22832,0.35597,0.96863,0.0528,0.62204,0.59859,True,0.837,174.9
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48339,0.7153,17.118,0.16879,0.22925,0.65466,0.24884,12.335,0.05373,0.28469,0.99608,0.13936,0.70978,0.72004,True,0.837,175.0
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46161,0.86088,21.286,0.24951,0.16149,0.64585,0.39364,13.096,0.04933,0.43799,0.86653,0.08623,0.60682,0.6283,True,0.837,175.3
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54846,0.76121,20.796,0.21545,0.23995,0.66879,0.36129,14.064,0.17487,0.45377,0.84028,0.09124,0.77508,0.66712,True,0.837,175.0
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45684,0.85338,22.039,0.35249,0.17089,0.73941,0.25615,7.817,0.05652,0.40105,1.0,0.07907,0.73148,0.70553,True,0.837,175.0
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49358,0.69333,18.938,0.1264,0.27409,0.63716,0.5523,12.713,0.01554,0.39177,1.0,0.11301,0.88786,0.88323,False,0.837,174.8
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54884,0.74848,19.622,0.18673,0.25741,0.63542,0.23561,9.127,0.05202,0.28545,1.0,0.10445,0.65914,0.62775,True,0.837,174.9
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5321,0.78036,21.411,0.20768,0.2051,0.74101,0.26599,9.186,0.08218,0.47691,0.98824,0.085,0.34428,0.46354,True,0.837,174.9
