condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
Ra,cat_02,0.5,0.4960605502128601,2.75,3.742137097287154,18.31280517578125,0.7123677730560303,0.49407172203063965,0.09471893310546875,0.7370001077651978,0.4960605502128601,0.2661464214324951,2.7201569080352783,0.12143940478563309,0.5672645568847656
