image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,shading,instruct-pix2pix,turn the color of potted plant to pink,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.01784,0.99153,24.141,0.96102,0.01516,0.02015,0.98751,25.056,0.80973,0.01591,0.1451,0.06208,0.99842,0.9963,False,0.837,365.9
task_attr_mod_color_136767,shading,instruct-pix2pix,turn the color of astronaut to pink,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.01678,0.98306,27.353,0.8362,0.02687,0.03866,0.97454,26.426,0.67617,0.03412,0.14229,0.04289,0.98706,0.99334,False,0.837,366.5
task_attr_mod_color_184837,shading,instruct-pix2pix,turn the color of frame to pink,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.0047,0.99094,27.125,0.94142,0.01727,0.01379,0.98655,28.446,0.75041,0.02999,0.14263,0.04403,0.99766,0.99711,False,0.837,348.3
task_attr_mod_color_32648,shading,instruct-pix2pix,turn the color of potion bottle to orange,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.00544,0.99437,38.964,0.90449,0.00883,0.00659,0.99586,37.231,0.91461,0.00756,0.09724,0.01127,0.9989,0.99847,False,0.837,196.7
task_attr_mod_color_6205,shading,instruct-pix2pix,turn the color of toolbox to red,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.01334,0.98767,26.713,0.89461,0.02066,0.12308,0.90797,15.341,0.73055,0.08294,0.12882,0.04617,0.99127,0.96769,False,0.837,355.0
task_env_weather_112463,shading,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.01499,0.99145,24.735,0.95566,0.01858,0.12358,0.91191,23.316,0.61356,0.08038,0.13029,0.05798,0.98238,0.97656,False,0.837,367.4
task_env_weather_246440,shading,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.00342,0.99167,28.144,0.94447,0.01373,0.11541,0.90424,24.315,0.49226,0.06723,0.1531,0.03916,0.98862,0.98078,False,0.837,370.9
task_env_weather_63722,shading,instruct-pix2pix,change the setting to a snowy landscape,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.00817,0.99221,25.853,0.94653,0.01434,0.02202,0.98876,27.057,0.7443,0.01529,0.11646,0.05097,0.99719,0.99669,False,0.837,367.2
task_obj_add_40931,shading,instruct-pix2pix,Add the blood on snout,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.00473,0.99079,29.896,0.92793,0.01538,0.02301,0.97835,28.388,0.75023,0.01893,0.11931,0.03201,0.99579,0.9936,False,0.837,366.9
task_obj_remove_380621,shading,instruct-pix2pix,Remove iceberg,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.01498,0.98312,28.404,0.86815,0.03259,0.0342,0.97153,26.737,0.66585,0.03383,0.12693,0.038,0.99614,0.99646,False,0.837,366.9
