image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39602,0.98523,32.285,0.48148,0.03267,0.38282,0.73278,18.855,0.29955,0.19698,0.1673,0.02431,0.90432,0.93083,False,0.837,382.3
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35215,0.9784,33.046,0.51665,0.03546,0.57421,0.36618,8.289,0.1921,0.35271,0.21355,0.02227,0.81539,0.81657,True,0.837,370.0
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26252,0.9914,31.88,0.5879,0.018,0.37326,0.70001,18.881,0.31572,0.22011,0.15071,0.02547,0.97427,0.9335,False,0.837,373.2
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51725,0.97399,34.557,0.22871,0.06836,0.62973,0.39741,10.776,0.07259,0.38899,0.13023,0.01871,0.75779,0.73733,True,0.837,370.7
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44332,0.9829,32.592,0.46677,0.04032,0.57318,0.45695,9.827,0.37856,0.33914,0.24688,0.02346,0.91147,0.86042,False,0.837,370.9
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50878,0.98716,32.825,0.5027,0.01832,0.38173,0.55938,16.554,0.31363,0.19112,0.16116,0.02284,0.89499,0.88538,False,0.837,370.2
task_env_weather_246440,dct_shield_y,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21894,0.98601,30.858,0.60442,0.00927,0.39058,0.51096,16.844,0.16618,0.19824,0.25714,0.02865,0.94419,0.88805,False,0.837,370.6
task_env_weather_63722,dct_shield_y,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38442,0.98635,32.784,0.51239,0.02325,0.44731,0.69742,17.938,0.28719,0.22071,0.14889,0.02295,0.91192,0.87388,False,0.837,370.7
task_obj_add_40931,dct_shield_y,instruct-pix2pix,Add the blood on snout,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34686,0.99001,32.763,0.58724,0.02044,0.41729,0.53679,17.882,0.3109,0.24708,0.14391,0.02301,0.9127,0.85615,False,0.837,370.9
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43901,0.9871,32.905,0.51197,0.03282,0.66624,0.31797,9.194,0.10572,0.34266,0.15823,0.02263,0.73706,0.70821,True,0.837,370.9
