image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,warp_rand,instruct-pix2pix,turn the color of potted plant to pink,,6.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.245,0.56952,16.15,0.09341,0.10873,0.2607,0.54629,15.46,0.08515,0.10712,0.96499,0.15578,0.96298,0.97585,False,0.837,57.5
task_attr_mod_color_136767,warp_rand,instruct-pix2pix,turn the color of astronaut to pink,,6.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24183,0.5869,16.355,0.09831,0.10276,0.25933,0.55777,16.22,0.09247,0.11624,0.992,0.15213,0.98872,0.98506,False,0.837,47.5
task_attr_mod_color_184837,warp_rand,instruct-pix2pix,turn the color of frame to pink,,6.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30974,0.35803,14.227,0.05963,0.15151,0.32108,0.33451,14.074,0.05699,0.18655,0.94844,0.19439,0.95983,0.96313,False,0.837,47.5
task_attr_mod_color_32648,warp_rand,instruct-pix2pix,turn the color of potion bottle to orange,,6.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20616,0.89135,25.653,0.18457,0.13607,0.19535,0.90404,26.858,0.3145,0.11953,0.98409,0.05216,0.97921,0.96097,False,0.837,47.4
task_attr_mod_color_6205,warp_rand,instruct-pix2pix,turn the color of toolbox to red,,6.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26415,0.62424,18.793,0.12475,0.13809,0.36686,0.53929,14.061,0.13245,0.19251,0.95013,0.11491,0.95935,0.92607,False,0.837,47.5
task_env_weather_112463,warp_rand,instruct-pix2pix,transform the setting to spring with blooming flowers,,6.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30786,0.55475,19.053,0.12591,0.12755,0.34598,0.43854,16.805,0.09257,0.13118,0.9659,0.11151,0.90089,0.9368,False,0.837,47.5
task_env_weather_246440,warp_rand,instruct-pix2pix,transform the setting to autumn with falling leaves,,6.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30127,0.29089,12.93,0.04987,0.11934,0.4255,0.32076,15.397,0.04733,0.13499,0.99977,0.22569,0.95928,0.97234,False,0.837,47.4
task_env_weather_63722,warp_rand,instruct-pix2pix,change the setting to a snowy landscape,,6.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36732,0.51079,15.704,0.05569,0.24037,0.37689,0.50262,15.032,0.05229,0.24382,0.80508,0.16399,0.81624,0.80875,True,0.837,47.5
task_obj_add_40931,warp_rand,instruct-pix2pix,Add the blood on snout,,6.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38575,0.39106,14.876,0.0743,0.18502,0.40206,0.35887,14.064,0.06652,0.21082,0.93749,0.18039,0.94215,0.90609,False,0.837,47.4
task_obj_remove_380621,warp_rand,instruct-pix2pix,Remove iceberg,,6.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32378,0.53307,18.19,0.13798,0.18924,0.35914,0.50205,17.397,0.11898,0.16538,0.99014,0.12317,0.92768,0.93191,False,0.837,47.5
