image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,ctrl_lpips,ctrl_psnr,net_lpips
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.2,rotate,0,0.0,,,10146.0,0.99,512.0,324.6666666666667,167.0,,,,0.3305663764476776,0.3120351731777191,0.018531208857893944,0.18796482682228088,32.6463737487793,0.5047465562820435,32.6463737487793,0.5047465562820435,0.9929790496826172,0.011510258540511131,0.1699666678905487,1.5747884511947632,0.6656137704849243,0.4894709885120392,32,identity,0.0,train,0.0,22.020044326782227,0.8437517881393433,0.8417296409606934,0.18796482682228088,0.08970487117767334,4.215788341561983,3.8303694907636014,0.2232273519039154,0.05863351374864578,0.24049463868141174,0.0817987471818924,32.64629364013672,0.5047465562820435,0.9929790496826172,0.011510258540511131,0.005912363529205322,0.0,80.0,0.18796482682228088
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.2,rotate,0,0.0,,,10146.0,0.99,512.0,324.6666666666667,167.0,,,,0.3305663764476776,0.3120351731777191,0.018531208857893944,0.18796482682228088,32.6463737487793,0.5047465562820435,32.6463737487793,0.5047465562820435,0.9929790496826172,0.011510258540511131,0.1699666678905487,1.5747884511947632,0.6656137704849243,0.4894709885120392,32,blur,0.0,heldout,0.0,27.309101104736328,0.7440364360809326,0.9454396963119507,0.0743115022778511,0.04738664627075195,3.607388867230174,3.0927259688268234,0.21795710921287537,0.04843774065375328,0.21806013584136963,0.042407192289829254,32.64629364013672,0.5047465562820435,0.9929790496826172,0.011510258540511131,0.005912363529205322,0.0,80.0,0.0743115022778511
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.2,rotate,0,0.0,,,10146.0,0.99,512.0,324.6666666666667,167.0,,,,0.3305663764476776,0.3120351731777191,0.018531208857893944,0.18796482682228088,32.6463737487793,0.5047465562820435,32.6463737487793,0.5047465562820435,0.9929790496826172,0.011510258540511131,0.1699666678905487,1.5747884511947632,0.6656137704849243,0.4894709885120392,32,blur,0.5,heldout,0.0,25.706300735473633,0.7412265539169312,0.9152418971061707,0.12223590910434723,0.06533730030059814,3.607388867230174,2.5307174893453044,0.21795710921287537,0.04843774065375328,0.2200467437505722,0.037943035364151,28.420351028442383,0.46375471353530884,0.9819321632385254,0.04651183634996414,0.02117687463760376,0.07280343770980835,27.877161026000977,0.04943247139453888
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.2,rotate,0,0.0,,,10146.0,0.99,512.0,324.6666666666667,167.0,,,,0.3305663764476776,0.3120351731777191,0.018531208857893944,0.18796482682228088,32.6463737487793,0.5047465562820435,32.6463737487793,0.5047465562820435,0.9929790496826172,0.011510258540511131,0.1699666678905487,1.5747884511947632,0.6656137704849243,0.4894709885120392,32,blur,1.0,heldout,0.0,22.640331268310547,0.7581260204315186,0.799905002117157,0.3264656960964203,0.13272762298583984,3.607388867230174,4.346840845724433,0.21795710921287537,0.04843774065375328,0.22133660316467285,0.03232100233435631,22.907215118408203,0.6236860156059265,0.9077476263046265,0.22321143746376038,0.09180641174316406,0.3081440329551697,22.882883071899414,0.01832166314125061
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.2,rotate,0,0.0,,,10146.0,0.99,512.0,324.6666666666667,167.0,,,,0.3305663764476776,0.3120351731777191,0.018531208857893944,0.18796482682228088,32.6463737487793,0.5047465562820435,32.6463737487793,0.5047465562820435,0.9929790496826172,0.011510258540511131,0.1699666678905487,1.5747884511947632,0.6656137704849243,0.4894709885120392,32,blur,1.5,heldout,0.0,21.59447479248047,0.7469557523727417,0.729641318321228,0.4431406259536743,0.18932592868804932,3.607388867230174,6.299115862943874,0.21795710921287537,0.04843774065375328,0.21990998089313507,0.03666010499000549,21.181503295898438,0.7382223010063171,0.8176636099815369,0.34171387553215027,0.16720783710479736,0.4379340708255768,21.619068145751953,0.005206555128097534
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.2,rotate,0,0.0,,,10146.0,0.99,512.0,324.6666666666667,167.0,,,,0.3305663764476776,0.3120351731777191,0.018531208857893944,0.18796482682228088,32.6463737487793,0.5047465562820435,32.6463737487793,0.5047465562820435,0.9929790496826172,0.011510258540511131,0.1699666678905487,1.5747884511947632,0.6656137704849243,0.4894709885120392,32,blur,2.0,heldout,0.0,20.944225311279297,0.7417647838592529,0.6711251139640808,0.5124491453170776,0.2291116714477539,3.607388867230174,7.6734558239029615,0.21795710921287537,0.04843774065375328,0.21360841393470764,0.0215557049959898,20.240196228027344,0.7981313467025757,0.7352744340896606,0.42462611198425293,0.20875215530395508,0.5099867582321167,20.968475341796875,0.0024623870849609375
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.2,rotate,0,0.0,,,10146.0,0.99,512.0,324.6666666666667,167.0,,,,0.3305663764476776,0.3120351731777191,0.018531208857893944,0.18796482682228088,32.6463737487793,0.5047465562820435,32.6463737487793,0.5047465562820435,0.9929790496826172,0.011510258540511131,0.1699666678905487,1.5747884511947632,0.6656137704849243,0.4894709885120392,32,blur,3.0,heldout,0.0,20.0218505859375,0.7773646116256714,0.5783957242965698,0.5852044820785522,0.2824113368988037,3.607388867230174,9.101231497979416,0.21795710921287537,0.04843774065375328,0.21111932396888733,0.028366517275571823,19.119815826416016,0.8404070138931274,0.6053799390792847,0.5320323705673218,0.2596593499183655,0.5855351686477661,20.02093505859375,-0.0003306865692138672
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.2,rotate,0,0.0,,,10146.0,0.99,512.0,324.6666666666667,167.0,,,,0.3305663764476776,0.3120351731777191,0.018531208857893944,0.18796482682228088,32.6463737487793,0.5047465562820435,32.6463737487793,0.5047465562820435,0.9929790496826172,0.011510258540511131,0.1699666678905487,1.5747884511947632,0.6656137704849243,0.4894709885120392,32,jpeg,95,heldout,0.0,26.182567596435547,0.7733044624328613,0.9304229617118835,0.08869569003582001,0.05476665496826172,3.607388867230174,3.063483194297845,0.21795710921287537,0.04843774065375328,0.21967634558677673,0.04067409783601761,30.801387786865234,0.4941176772117615,0.9854916334152222,0.032603587955236435,0.010058701038360596,0.04655233025550842,29.74864959716797,0.042143359780311584
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.2,rotate,0,0.0,,,10146.0,0.99,512.0,324.6666666666667,167.0,,,,0.3305663764476776,0.3120351731777191,0.018531208857893944,0.18796482682228088,32.6463737487793,0.5047465562820435,32.6463737487793,0.5047465562820435,0.9929790496826172,0.011510258540511131,0.1699666678905487,1.5747884511947632,0.6656137704849243,0.4894709885120392,32,jpeg,85,heldout,0.0,25.29277801513672,0.7728617191314697,0.9076663851737976,0.12194863706827164,0.07217562198638916,3.607388867230174,2.9404321586041107,0.21795710921287537,0.04843774065375328,0.22083143889904022,0.03839525580406189,29.191282272338867,0.5137255191802979,0.9757985472679138,0.07562948018312454,0.01231992244720459,0.08944735676050186,26.51421546936035,0.032501280307769775
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.2,rotate,0,0.0,,,10146.0,0.99,512.0,324.6666666666667,167.0,,,,0.3305663764476776,0.3120351731777191,0.018531208857893944,0.18796482682228088,32.6463737487793,0.5047465562820435,32.6463737487793,0.5047465562820435,0.9929790496826172,0.011510258540511131,0.1699666678905487,1.5747884511947632,0.6656137704849243,0.4894709885120392,32,jpeg,75,heldout,0.0,24.78961753845215,0.7926607728004456,0.9009264707565308,0.12632161378860474,0.06229507923126221,3.607388867230174,2.866642746457354,0.21795710921287537,0.04843774065375328,0.22548390924930573,0.054676469415426254,27.929283142089844,0.545098066329956,0.967454195022583,0.11209139227867126,0.017964184284210205,0.1362108737230301,24.49603843688965,-0.009889259934425354
