image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38384,0.91487,22.376,0.33546,0.12484,0.58751,0.48009,10.108,0.14836,0.31331,0.97647,0.07607,0.77674,0.75024,True,0.837,180.4
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44993,0.86735,22.296,0.26442,0.211,0.58262,0.394,9.535,0.15106,0.31298,0.99608,0.07677,0.83699,0.82603,True,0.837,170.1
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49943,0.81512,18.775,0.23284,0.24565,0.74923,0.14584,7.352,0.15962,0.49631,0.89649,0.11515,0.69708,0.74335,True,0.837,170.0
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46683,0.9592,30.477,0.27115,0.11947,0.37436,0.65179,13.5,0.6547,0.30007,0.9913,0.02993,0.91641,0.90022,False,0.837,169.9
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38129,0.91263,25.065,0.37154,0.16221,0.5863,0.38045,9.04,0.37869,0.36695,0.97255,0.05581,0.84674,0.7557,True,0.837,170.0
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48584,0.89165,26.785,0.3712,0.11344,0.8228,0.36378,10.59,0.1742,0.35449,0.82867,0.04579,0.5804,0.59263,True,0.837,170.1
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46164,0.77762,17.513,0.19568,0.18375,0.61493,0.29721,14.129,0.08515,0.2987,0.98824,0.13315,0.87777,0.88001,False,0.837,170.0
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45165,0.89444,21.765,0.27573,0.13198,0.62778,0.44939,13.583,0.07653,0.41979,0.87059,0.08161,0.63955,0.65984,True,0.837,170.0
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51766,0.8278,22.047,0.26113,0.19301,0.67337,0.34365,13.513,0.21814,0.45105,0.80392,0.079,0.85198,0.68417,True,0.837,170.0
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,3.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45125,0.89271,22.673,0.38494,0.13736,0.70749,0.2944,8.046,0.08262,0.39512,1.0,0.07351,0.73479,0.70196,True,0.837,169.9
