image,site,arm,prompt,content,tau_lpips,steps_done,lr,warp_max_disp,disp_mean_px,disp_max_px,n_seeds,pert_lpips,pert_linf,pert_psnr,attn_div_first,attn_div_last,grad_norm_first,dsiglip_mean,dsiglip_sd,dniqe_mean,dniqe_sd,semantic_fail,edit_psnr,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,train_seconds,eval_seconds,peak_mb
horse_00,S,opt,a zebra,horse,0.55,60,0.1,8.0,1.2172307968139648,5.385590553283691,5,0.1077212542295456,0.5439397692680359,29.236705780029297,0.9846984148025513,0.9900405406951904,0.0012580477632582188,-0.0021190792322158813,0.024592470663542258,0.2368078373583929,1.0192386980049233,False,21.364536666870116,0.6448563694953918,0.21787213981151582,0.8088794231414795,0.34025853872299194,3603.7,581.6,6211.7
horse_00,S,rand,a zebra,horse,0.55,0,0.1,8.0,1.2172307968139648,5.385590553283691,5,0.10564441978931427,0.049961984157562256,39.395965576171875,0.9846984148025513,0.9900405406951904,0.0012580477632582188,-0.009559118747711181,0.027687167817941644,-0.4642237552211572,0.7707453097600363,False,22.956975173950195,0.7038905262947083,0.26126926839351655,0.848229444026947,0.2974574387073517,0.0,581.4,6211.7
