image,site,arm,eval_seed,edit_psnr,edit_linf,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,edit_dists,edit_acutance_ratio,edit_rms,edit_frac_gt_16_255,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b
horse_00,S,opt,20270804,21.785497665405273,0.6715998649597168,0.6598939895629883,0.23032520711421967,0.8100040555000305,0.33097749948501587,0.17787516117095947,0.6953668594360352,0.08141884207725525,0.3022715449333191,3.8179862920023786,3.469661049911796,0.22881174087524414,0.11351151764392853,0.2511315643787384,0.0955096036195755
horse_00,S,opt,20270805,19.463911056518555,0.7984133958816528,0.6200621128082275,0.1903611272573471,0.7820484042167664,0.3692276179790497,0.16445326805114746,0.7510952949523926,0.106366366147995,0.3907012939453125,4.3626541022760605,4.778691412550388,0.24592804908752441,0.10959085077047348,0.22956685721874237,0.0684361606836319
horse_00,S,opt,20270806,21.46755027770996,0.8584222793579102,0.6162010431289673,0.167206808924675,0.7885169386863708,0.3809899687767029,0.2156081199645996,1.2413216829299927,0.08445440977811813,0.2843780517578125,4.598897192209004,3.971082219095235,0.246252179145813,0.11989469081163406,0.2782328724861145,0.12348191440105438
horse_00,S,opt,20270807,21.74536895751953,0.9259496331214905,0.6620221138000488,0.23874521255493164,0.8252372741699219,0.3032833933830261,0.1359795331954956,0.9080618023872375,0.08179584890604019,0.3029530942440033,4.435945863330855,4.03031537902452,0.22876426577568054,0.08949371427297592,0.24949660897254944,0.11049320548772812
horse_00,S,opt,20270808,22.360355377197266,0.7822371125221252,0.6661025881767273,0.26272234320640564,0.8385904431343079,0.31681421399116516,0.16225171089172363,0.9611744284629822,0.07620471715927124,0.2806447446346283,3.499603443202031,5.649376019230355,0.23487308621406555,0.059933312237262726,0.23542268574237823,0.08390780538320541
horse_00,S,rand,20270804,24.129114151000977,0.5449174046516418,0.7462701201438904,0.28210145235061646,0.8709872364997864,0.28687378764152527,0.15091544389724731,0.9978614449501038,0.06216470152139664,0.2126922607421875,3.8179862920023786,3.6716893661818313,0.22881174087524414,0.11351151764392853,0.24016909301280975,0.049198172986507416
horse_00,S,rand,20270805,21.775243759155273,0.8045969605445862,0.7175866365432739,0.2672560214996338,0.8476127982139587,0.27636995911598206,0.13132739067077637,0.8968359231948853,0.08151498436927795,0.29852294921875,4.3626541022760605,3.996800097987948,0.24592804908752441,0.10959085077047348,0.2507650852203369,0.11046583950519562
horse_00,S,rand,20270806,21.364992141723633,0.9239171147346497,0.6107009649276733,0.17517076432704926,0.790151834487915,0.3591672480106354,0.18881618976593018,1.651026964187622,0.08545749634504318,0.2982330322265625,4.598897192209004,3.043759718264283,0.246252179145813,0.11989469081163406,0.24157950282096863,0.1185520738363266
horse_00,S,rand,20270807,23.18556785583496,0.6066784262657166,0.7078092098236084,0.2746647298336029,0.8558237552642822,0.2929483652114868,0.1390964388847351,1.0886298418045044,0.06929808855056763,0.2711537778377533,4.435945863330855,3.4599603909236762,0.22876426577568054,0.08949371427297592,0.23657727241516113,0.09614874422550201
horse_00,S,rand,20270808,24.329957962036133,0.6843676567077637,0.7370857000350952,0.3071533739566803,0.8765715956687927,0.2719278335571289,0.13422226905822754,1.1262763738632202,0.060743752866983414,0.219635009765625,3.499603443202031,4.221758543556805,0.23487308621406555,0.059933312237262726,0.23594999313354492,0.07026366144418716
