condition,image_id,tau_target,tau_achieved,scale_k,budget_metric,budget_relative,budget_floor,budget_target_abs,budget_achieved_abs,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
apa_rd,horse_03,0.04,0.03844749927520752,0.5625,dists,True,0.038388,0.07838801383972169,0.0768355131149292,2.735171957510934,24.872438430786133,0.8216212391853333,0.8178462982177734,0.2664158344268799,0.9215943217277527,0.1655983030796051,0.0768355131149292,0.9050602316856384,0.05706601217389107,0.16941452026367188
