image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_ssim
car_00,P,4,a wrecked car after an accident,20,20,10,1,77.6,10131.0,1.93,457.0,28.666666666666668,4.0,4.0,4.0,0.033738456666469574,20.2313232421875,0.11255255341529846,20.118770599365234,0.38744744658470154,27.84670639038086,0.2585390508174896,0.9139590263366699
