image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37728,0.91672,23.315,0.32933,0.12241,0.55006,0.53704,11.052,0.18265,0.3122,0.94902,0.06827,0.77345,0.70432,True,0.837,185.8
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42739,0.89197,24.059,0.29614,0.19797,0.57036,0.42154,9.987,0.15283,0.31992,0.98824,0.06267,0.8364,0.8405,False,0.837,176.5
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47502,0.84968,20.444,0.26242,0.23944,0.73189,0.17083,7.521,0.16155,0.45226,0.76471,0.09502,0.74148,0.77427,True,0.837,177.0
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4386,0.96839,32.534,0.31809,0.10088,0.36133,0.66101,14.79,0.57962,0.27502,0.8162,0.02362,0.9256,0.91167,False,0.837,176.9
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37322,0.9271,27.063,0.39576,0.15506,0.61082,0.31271,8.125,0.43051,0.4015,0.83833,0.04435,0.8332,0.78796,True,0.837,177.1
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46441,0.91698,28.166,0.42472,0.09498,0.81094,0.41135,10.959,0.16938,0.34442,0.68235,0.03906,0.56709,0.58586,True,0.837,177.0
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.438,0.82619,18.96,0.237,0.17504,0.62931,0.23778,13.759,0.12257,0.37902,0.97647,0.11272,0.86729,0.84073,False,0.837,176.9
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41953,0.91206,23.199,0.30819,0.12266,0.51958,0.57217,15.52,0.17327,0.30889,0.79324,0.06919,0.79793,0.78944,True,0.837,176.9
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50648,0.86309,23.593,0.30817,0.17704,0.5845,0.34446,15.082,0.20089,0.40922,0.67911,0.06612,0.80654,0.69191,True,0.837,176.9
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44204,0.91621,24.201,0.40742,0.13146,0.71005,0.28795,8.1,0.07915,0.38992,0.96471,0.06165,0.73293,0.70499,True,0.837,177.1
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45396,0.84673,22.163,0.2088,0.19214,0.66861,0.49644,12.744,0.01505,0.43465,0.95671,0.07796,0.7876,0.84711,False,0.837,176.8
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49889,0.85807,22.101,0.26929,0.18261,0.63695,0.25032,9.525,0.05757,0.27883,0.81845,0.07851,0.65012,0.60407,True,0.837,176.9
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.5,False,0.0,0.12,inf,0,32,16,0.0,0.5,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48415,0.87131,23.263,0.28218,0.15024,0.70919,0.3083,8.879,0.11135,0.47213,1.0,0.06869,0.38597,0.44517,True,0.837,176.8
