condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size
N2,dog_03,0.1,0.10055601596832275,0.625,2.5433413502292677,26.56679916381836,0.6757005453109741,0.9098922610282898,0.43772047758102417,0.9432401657104492,0.10055601596832275,0.025357723236083984,1.0086275339126587,0.046952541917562485,0.10003662109375,1.2235965728759766,8.861068725585938,4.6320343017578125,3.284400463104248,32
