image,condition,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_linf,fid_clip_img,fid_nima,fid_cnniqa,gen_lpips,gen_lpips_full,clip_orig,clip_def,clip_drop,attack_strength,mask_coverage
dog_03,promptflare,,210.3,0.2069,0.9839,0.0273,36.2812,0.0235,0.9891,5.0672,0.6706,0.0924,0.3284,0.2021,0.2094,-0.0073,0.286,0.3609
