image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36654,0.9042,22.964,0.34147,0.15167,0.53927,0.55316,11.535,0.20037,0.30751,0.97098,0.07109,0.77847,0.74198,True,0.837,382.4
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43584,0.85084,22.734,0.26941,0.2313,0.58157,0.38619,9.402,0.14736,0.30412,0.99216,0.073,0.85699,0.82694,True,0.837,371.9
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4862,0.79603,19.494,0.23762,0.2653,0.73916,0.15892,7.366,0.16212,0.44515,0.8848,0.106,0.72671,0.76243,True,0.837,280.9
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45816,0.95144,31.362,0.29476,0.12391,0.38242,0.64572,13.24,0.73766,0.33163,0.92938,0.02703,0.91808,0.91721,False,0.837,171.1
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37248,0.89847,25.734,0.38122,0.18337,0.6119,0.31939,8.306,0.41152,0.39936,0.86275,0.05168,0.83914,0.73637,True,0.837,170.9
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47693,0.88076,26.553,0.37108,0.11972,0.81454,0.38615,10.898,0.18454,0.34897,0.87059,0.04703,0.57712,0.6,True,0.837,170.9
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45528,0.75507,17.944,0.19565,0.20518,0.62478,0.29906,13.384,0.07388,0.28298,1.0,0.12671,0.84308,0.80421,True,0.837,170.9
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42837,0.88129,22.189,0.28659,0.14273,0.61587,0.46487,13.703,0.08382,0.40481,0.80969,0.07772,0.67194,0.6676,True,0.837,171.3
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52448,0.80372,21.989,0.25656,0.21368,0.56967,0.3821,16.07,0.17152,0.3866,0.81176,0.07953,0.81808,0.68018,True,0.837,171.2
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4323,0.88129,23.303,0.38705,0.15311,0.71098,0.28467,7.924,0.07585,0.37448,1.0,0.06837,0.73856,0.70126,True,0.837,170.9
