purify,strength,method,abs_lpips_mean,abs_lpips_std,n,drop_lpips_mean,drop_lpips_std,in_strength_order
blur_s0.5,0.07043938152492046,pg_enc,0.47018728653589886,0.12033550620560196,12,0.019483321352456312,0.04754355322228549,True
blur_s0.5,0.07043938152492046,pg_diff,0.5092176074783007,0.12134753957051951,12,-0.07703851148736118,0.20965203663951712,True
blur_s0.5,0.07043938152492046,advdiff,0.534346841275692,0.10304938815761838,12,-0.002661961455430286,0.1110056115955311,True
blur_s0.5,0.07043938152492046,apa,0.41846388826767605,0.07671562408652723,12,-0.08212701618482204,0.06515183401466065,True
blur_s0.5,0.07043938152492046,hybrid,0.364364771793286,0.14431806341714706,12,-0.16126236535083682,0.22866706829452063,True
jpeg_q90,0.19037872329354286,pg_enc,0.44578995803991955,0.1294076311323302,12,0.07586293158632688,0.10378539372640416,True
jpeg_q90,0.19037872329354286,pg_diff,0.4086398631334305,0.12608902995944724,12,0.1551024241968873,0.16567194094609403,True
jpeg_q90,0.19037872329354286,advdiff,0.5328978796799978,0.1114186893204034,12,0.004591632235644801,0.08229045753528816,True
jpeg_q90,0.19037872329354286,apa,0.4262110044558843,0.07873330182613196,12,-0.10495091648797433,0.1076834326718236,True
jpeg_q90,0.19037872329354286,hybrid,0.37029626468817395,0.10994037627646368,12,-0.21408718061844786,0.2189338468301568,True
advclean_bfgf,0.23765089338024456,pg_enc,0.40324990078806877,0.09958905111363107,12,0.14788465029819742,0.13749575915965748,True
advclean_bfgf,0.23765089338024456,pg_diff,0.410303754111131,0.1288439868418378,12,0.1506902726227102,0.18075787128803322,True
advclean_bfgf,0.23765089338024456,advdiff,0.5687777226169904,0.09981746344294598,12,-0.07098979021933038,0.1064532069237842,True
advclean_bfgf,0.23765089338024456,apa,0.4697638253370921,0.10090820133968763,12,-0.23032686311577855,0.24624869074233136,True
advclean_bfgf,0.23765089338024456,hybrid,0.47076699137687683,0.09396945982455505,12,-0.6496596371075268,0.6173645009213962,True
jpeg_q80,0.270183864235878,pg_enc,0.38743425781528157,0.14766599144474984,12,0.18636263026727615,0.2291544455442118,True
jpeg_q80,0.270183864235878,pg_diff,0.37594660371541977,0.11479751196787888,12,0.19374429463261264,0.2719243995631607,True
jpeg_q80,0.270183864235878,advdiff,0.5500048895676931,0.11787409046670695,12,-0.028046163289261267,0.11704667435548291,True
jpeg_q80,0.270183864235878,apa,0.46579253921906155,0.08864520970950843,12,-0.20958799412533222,0.17124071439080613,True
jpeg_q80,0.270183864235878,hybrid,0.40429063389698666,0.11910612209132954,12,-0.3309981042359171,0.271642811438049,True
jpeg_q65,0.3298825487494469,pg_enc,0.34558655818303424,0.1346806862586966,12,0.25151727967277815,0.2718277661292107,True
jpeg_q65,0.3298825487494469,pg_diff,0.36170589178800583,0.12042586864890538,12,0.22301101959986092,0.2889722368167456,True
jpeg_q65,0.3298825487494469,advdiff,0.5683483108878136,0.1098296865492455,12,-0.06566633957952489,0.10425014158004302,True
jpeg_q65,0.3298825487494469,apa,0.47993147124846774,0.0820019604436949,12,-0.26145300708348534,0.21738834347647457,True
jpeg_q65,0.3298825487494469,hybrid,0.43925192207098007,0.09435826294210752,12,-0.4837366343606705,0.34488715047037444,True
jpeg_q50,0.366257410744826,pg_enc,0.37317515164613724,0.12280482390497008,12,0.20066162109998317,0.24234485551802537,True
jpeg_q50,0.366257410744826,pg_diff,0.3742964131136735,0.1065296308111827,12,0.18514012780993017,0.3009733159847972,True
jpeg_q50,0.366257410744826,advdiff,0.5826048230131468,0.084643555884538,12,-0.1016166231139959,0.0987372300109626,True
jpeg_q50,0.366257410744826,apa,0.5046123291055361,0.07387123776319605,12,-0.3277062474339554,0.20251662859163785,True
jpeg_q50,0.366257410744826,hybrid,0.48038160304228467,0.09068821887024671,12,-0.6763664637668693,0.6018232750434196,True
blur_s1.0,0.38691074947516124,pg_enc,0.4698721393942833,0.1045794328442202,12,-0.04868731421840727,0.39699568568496607,True
blur_s1.0,0.38691074947516124,pg_diff,0.5186438982685407,0.10702116100130876,12,-0.14578427980706476,0.3882761978909797,True
blur_s1.0,0.38691074947516124,advdiff,0.6511158247788748,0.06155708189887123,12,-0.2429326946792973,0.15828213847753042,True
blur_s1.0,0.38691074947516124,apa,0.580671692887942,0.06399106394219306,12,-0.5542473099561915,0.38145109262816146,True
blur_s1.0,0.38691074947516124,hybrid,0.5606103738149008,0.05816990124273869,12,-0.9978586641760894,0.7404491711279751,True
advclean_bf,0.3877268234888713,pg_enc,0.4209725484251976,0.09786997372489872,12,0.0698117729119954,0.36684976649197376,True
advclean_bf,0.3877268234888713,pg_diff,0.417371133963267,0.102140531180261,12,0.11237852284444845,0.21072707266444055,True
advclean_bf,0.3877268234888713,advdiff,0.6142157316207886,0.09492257618539249,12,-0.17730885651164044,0.24804183385648557,True
advclean_bf,0.3877268234888713,apa,0.488742858171463,0.10047752812684185,12,-0.27904227831899064,0.2368826209425826,True
advclean_bf,0.3877268234888713,hybrid,0.4798107494910558,0.11163751533554583,12,-0.6991493822110573,0.7055319874357383,True
blur_s1.5,0.46094957292079924,pg_enc,0.5601876551906267,0.07765027763775458,12,-0.27349092014730475,0.5022295771141345,True
blur_s1.5,0.46094957292079924,pg_diff,0.5781914914647738,0.08300475997195216,12,-0.3011608705774787,0.48382607735613264,True
blur_s1.5,0.46094957292079924,advdiff,0.6701231102148691,0.06427802203087606,12,-0.2815527302528106,0.1835314194997124,True
blur_s1.5,0.46094957292079924,apa,0.6193716178337733,0.06339426971396317,12,-0.664281440575119,0.45926354480359055,True
blur_s1.5,0.46094957292079924,hybrid,0.5989687343438467,0.0623309654054471,12,-1.1629339452627574,0.8886997944564222,True
crop_r0.1,0.4173312480250994,pg_enc,0.4755162373185158,0.09543930013656256,12,-0.01819327274418085,0.1915364212706014,False
crop_r0.1,0.4173312480250994,pg_diff,0.5263355349500974,0.052757347855731856,12,-0.16549900663265638,0.3544915303255269,False
crop_r0.1,0.4173312480250994,advdiff,0.5063292110959688,0.12452681128552215,12,0.048717401583469766,0.17066948441319926,False
crop_r0.1,0.4173312480250994,apa,0.4710388084252675,0.09926402957808009,12,-0.2525333615423903,0.3362493327453492,False
crop_r0.1,0.4173312480250994,hybrid,0.44045601785182953,0.10443787441572937,12,-0.4893006927619899,0.421293123142651,False
crop_r0.2,0.5226905594269434,pg_enc,0.4649951880176862,0.08396592300197216,12,-0.016531900503405497,0.2513392823691217,False
crop_r0.2,0.5226905594269434,pg_diff,0.5310136849681536,0.0736056452761023,12,-0.17614991310331646,0.3944738581786436,False
crop_r0.2,0.5226905594269434,advdiff,0.5413531685868899,0.09566579673311752,12,-0.018443639856506037,0.09474811233561242,False
crop_r0.2,0.5226905594269434,apa,0.5177934542298317,0.07818619424232749,12,-0.3738713255694655,0.28941056869880055,False
crop_r0.2,0.5226905594269434,hybrid,0.49892254918813705,0.0914718311131261,12,-0.7457744186341337,0.5989990742745532,False
crop_r0.3,0.5836644937594732,pg_enc,0.4862169822057088,0.08247761696294668,12,-0.047617110670987665,0.19161049414286915,False
crop_r0.3,0.5836644937594732,pg_diff,0.529509055117766,0.06119894538427155,12,-0.1709826633727635,0.3749109051494588,False
crop_r0.3,0.5836644937594732,advdiff,0.5405863349636396,0.08695110150334288,12,-0.018460903871876537,0.0745858111737041,False
crop_r0.3,0.5836644937594732,apa,0.5112194692095121,0.06449241523697288,12,-0.37246352629772145,0.3586526581175352,False
crop_r0.3,0.5836644937594732,hybrid,0.4963013057907422,0.0652665556346821,12,-0.7905212189394514,0.6963309738014849,False
