loss,L_def,L_fid,defense_mode,edit_shift,fid_acut,fid_pen_acut,fid_chroma,fid_pen_chroma,fid_linf_total,fid_psnr_total,fid_lpips,fid_lpips_rel,fid_ssim,fid_linf,fid_psnr,fid_pen_linf,fid_pen_lpips,fid_pen_psnr,proj_k,proj_metric,proj_floor,proj_iters,step,stage,stage_step,lr,grad_norm
0.061631716787815094,0.061631716787815094,0.0,targeted_output,0.0894535481929779,0.12943802773952484,0.0,1.5449368953704834,0.0,0.7630724906921387,28.935022354125977,0.267483115196228,0.24098935723304749,0.8716672658920288,0.4319053590297699,31.4776611328125,0.3719053566455841,0.04098935425281525,2.5223388671875,0.5,0.0715099573135376,0.030870676040649414,2,0,stage2,0,0.001,0.028711678460240364
0.06040584295988083,0.06040584295988083,0.0,targeted_output,0.09376905858516693,0.05501136928796768,0.0,0.7331161499023438,0.0,0.8148211240768433,30.626853942871094,0.14098817110061646,0.10469682514667511,0.9206067323684692,0.3454492390155792,36.95619201660156,0.28544923663139343,0.0,0.0,0.9682692307692307,0.06971490383148193,0.030870676040649414,4,1,stage2,1,0.001,0.01284465380012989
0.05973947048187256,0.05973947048187256,0.0,targeted_output,0.09545549005270004,0.05549617111682892,0.0,0.7617641091346741,0.0,0.8118563890457153,30.650970458984375,0.1369996964931488,0.1004600077867508,0.9214235544204712,0.33268702030181885,37.07395935058594,0.27268701791763306,0.0,0.0,1.0346153846153845,0.07239151000976562,0.030870676040649414,2,2,stage2,2,0.001,0.012232190929353237
0.05916851386427879,0.05916851386427879,0.0,targeted_output,0.09425495564937592,0.0603933185338974,0.0,0.8585813641548157,0.0,0.8057494759559631,30.580581665039062,0.14340144395828247,0.10732895880937576,0.9201840758323669,0.32568395137786865,36.64413833618164,0.26568394899368286,0.0,0.0,0.9682692307692307,0.07084989547729492,0.030870676040649414,4,3,stage2,3,0.001,0.012824472971260548
0.05857270956039429,0.05857270956039429,0.0,targeted_output,0.0975138247013092,0.061195697635412216,0.0,0.8995389342308044,0.0,0.8029111623764038,30.593393325805664,0.1396820992231369,0.10338184982538223,0.920892596244812,0.31518319249153137,36.71122741699219,0.2551831901073456,0.0,0.0,0.9682692307692307,0.06946444511413574,0.030870676040649414,4,4,stage2,4,0.001,0.011933614499866962
0.058044206351041794,0.058044206351041794,0.0,targeted_output,0.10005541890859604,0.062457840889692307,0.0,0.9452620148658752,0.0,0.7999370098114014,30.600507736206055,0.13619738817214966,0.09968885779380798,0.9215156435966492,0.30046501755714417,36.75413513183594,0.24046501517295837,0.0,0.0,1.0346153846153845,0.07238531112670898,0.030870676040649414,2,5,stage2,5,0.001,0.011027243919670582
0.057371072471141815,0.057371072471141815,0.0,targeted_output,0.1014312133193016,0.068604975938797,0.0,1.069528341293335,0.0,0.7944918870925903,30.50592613220215,0.1431180238723755,0.10712984204292297,0.9200653433799744,0.301204115152359,36.245445251464844,0.24120411276817322,0.0,0.0,0.9682692307692307,0.07096004486083984,0.030870676040649414,4,6,stage2,6,0.001,0.014637798070907593
0.05703972280025482,0.05703972280025482,0.0,targeted_output,0.10303005576133728,0.06989990919828415,0.0,1.1186769008636475,0.0,0.7922549247741699,30.505615234375,0.14002841711044312,0.10384814441204071,0.9206008911132812,0.27982792258262634,36.249881744384766,0.21982792019844055,0.0,0.0,0.9682692307692307,0.069580078125,0.030870676040649414,4,7,stage2,7,0.001,0.00855319108814001
0.05674843490123749,0.05674843490123749,0.0,targeted_output,0.10513943433761597,0.07117412239313126,0.0,1.1690505743026733,0.0,0.7900006771087646,30.501012802124023,0.1370466947555542,0.10067952424287796,0.9210690855979919,0.2716499865055084,36.24027633666992,0.21164998412132263,0.0,0.0,1.0346153846153845,0.07263004779815674,0.030870676040649414,2,8,stage2,8,0.001,0.008430257439613342
0.05622940510511398,0.05622940510511398,0.0,targeted_output,0.11219152063131332,0.0777347981929779,0.0,1.3111159801483154,0.0,0.7843791842460632,30.383386611938477,0.14443470537662506,0.10860272496938705,0.9194203615188599,0.27812114357948303,35.68840026855469,0.21812114119529724,0.0,0.0,0.9682692307692307,0.0713808536529541,0.030870676040649414,4,9,stage2,9,0.001,0.008566644042730331
