batch,image_id,group,condition,purify_dir,purify_kind,purify_strength,seed,tau,png,s_target,s_source,margin,success,clip_target,clip_source,clip_margin
s3a_merged,bird_03,,control,adverse_cleaner_0,,,0,,control/bird_03/purify/adverse_cleaner_0/edit_seed0.png,0.04963218420743942,0.08723694086074829,-0.03760475665330887,0,0.23699843883514404,0.26622945070266724,-0.029231011867523193
s3a_merged,bird_03,,control,adverse_cleaner_0,,,1,,control/bird_03/purify/adverse_cleaner_0/edit_seed1.png,0.08785243332386017,0.06580677628517151,0.02204565703868866,1,0.21201099455356598,0.2789367437362671,-0.06692574918270111
s3a_merged,bird_03,,control,adverse_cleaner_0,,,2,,control/bird_03/purify/adverse_cleaner_0/edit_seed2.png,0.07471197843551636,0.07870617508888245,-0.003994196653366089,0,0.257832795381546,0.26570606231689453,-0.00787326693534851
s3a_merged,bird_03,,control,adverse_cleaner_0,,,3,,control/bird_03/purify/adverse_cleaner_0/edit_seed3.png,0.06595804542303085,0.07693888992071152,-0.010980844497680664,0,0.19969958066940308,0.26114141941070557,-0.06144183874130249
s3a_merged,bird_03,,control,adverse_cleaner_0,,,4,,control/bird_03/purify/adverse_cleaner_0/edit_seed4.png,0.0727044939994812,0.04655084013938904,0.026153653860092163,1,0.25653159618377686,0.24943682551383972,0.007094770669937134
s3a_merged,bird_03,,control,blur_0.5,,,0,,control/bird_03/purify/blur_0.5/edit_seed0.png,0.06012755259871483,0.044181473553180695,0.015946079045534134,1,0.24055466055870056,0.2548697590827942,-0.014315098524093628
s3a_merged,bird_03,,control,blur_0.5,,,1,,control/bird_03/purify/blur_0.5/edit_seed1.png,0.08078284561634064,0.051321882754564285,0.029460962861776352,1,0.25627073645591736,0.26655811071395874,-0.010287374258041382
s3a_merged,bird_03,,control,blur_0.5,,,2,,control/bird_03/purify/blur_0.5/edit_seed2.png,0.09043879806995392,0.07554460316896439,0.014894194900989532,1,0.2520330250263214,0.25835275650024414,-0.0063197314739227295
s3a_merged,bird_03,,control,blur_0.5,,,3,,control/bird_03/purify/blur_0.5/edit_seed3.png,0.08792878687381744,0.04464573785662651,0.04328304901719093,1,0.24570858478546143,0.2145107537508011,0.03119783103466034
s3a_merged,bird_03,,control,blur_0.5,,,4,,control/bird_03/purify/blur_0.5/edit_seed4.png,0.07615825533866882,0.04366582632064819,0.03249242901802063,1,0.2521531283855438,0.23571625351905823,0.016436874866485596
s3a_merged,bird_03,,control,blur_1,,,0,,control/bird_03/purify/blur_1/edit_seed0.png,0.022953921929001808,0.08963684737682343,-0.06668292544782162,0,0.22631031274795532,0.27660322189331055,-0.050292909145355225
s3a_merged,bird_03,,control,blur_1,,,1,,control/bird_03/purify/blur_1/edit_seed1.png,0.0464746430516243,0.08328691124916077,-0.03681226819753647,0,0.19728317856788635,0.2642725706100464,-0.06698939204216003
s3a_merged,bird_03,,control,blur_1,,,2,,control/bird_03/purify/blur_1/edit_seed2.png,0.03772442787885666,0.08474887907505035,-0.047024451196193695,0,0.2512003779411316,0.2986525297164917,-0.04745215177536011
s3a_merged,bird_03,,control,blur_1,,,3,,control/bird_03/purify/blur_1/edit_seed3.png,0.02096281200647354,0.07627721130847931,-0.05531439930200577,0,0.23268283903598785,0.2672099471092224,-0.03452710807323456
s3a_merged,bird_03,,control,blur_1,,,4,,control/bird_03/purify/blur_1/edit_seed4.png,0.09043463319540024,0.038059066981077194,0.052375566214323044,1,0.25336432456970215,0.2418287992477417,0.01153552532196045
s3a_merged,bird_03,,control,blur_2,,,0,,control/bird_03/purify/blur_2/edit_seed0.png,0.02185267210006714,0.09136746823787689,-0.06951479613780975,0,0.2233540564775467,0.2841878831386566,-0.060833826661109924
s3a_merged,bird_03,,control,blur_2,,,1,,control/bird_03/purify/blur_2/edit_seed1.png,0.024690331891179085,0.09593132138252258,-0.0712409894913435,0,0.19842323660850525,0.2775038778781891,-0.07908064126968384
s3a_merged,bird_03,,control,blur_2,,,2,,control/bird_03/purify/blur_2/edit_seed2.png,0.025161368772387505,0.09457509219646454,-0.06941372342407703,0,0.2172437459230423,0.28871381282806396,-0.07147006690502167
s3a_merged,bird_03,,control,blur_2,,,3,,control/bird_03/purify/blur_2/edit_seed3.png,0.04240936040878296,0.1096348911523819,-0.06722553074359894,0,0.21863773465156555,0.27525052428245544,-0.05661278963088989
s3a_merged,bird_03,,control,blur_2,,,4,,control/bird_03/purify/blur_2/edit_seed4.png,0.019705593585968018,0.09963685274124146,-0.07993125915527344,0,0.19230015575885773,0.2830692529678345,-0.09076909720897675
s3a_merged,bird_03,,control,blur_3,,,0,,control/bird_03/purify/blur_3/edit_seed0.png,0.03547237813472748,0.10413822531700134,-0.06866584718227386,0,0.22568568587303162,0.2757006883621216,-0.050015002489089966
s3a_merged,bird_03,,control,blur_3,,,1,,control/bird_03/purify/blur_3/edit_seed1.png,0.023331418633461,0.09372278302907944,-0.07039136439561844,0,0.20700953900814056,0.27937114238739014,-0.07236160337924957
s3a_merged,bird_03,,control,blur_3,,,2,,control/bird_03/purify/blur_3/edit_seed2.png,0.047255463898181915,0.0898190289735794,-0.04256356507539749,0,0.23824810981750488,0.267659991979599,-0.029411882162094116
s3a_merged,bird_03,,control,blur_3,,,3,,control/bird_03/purify/blur_3/edit_seed3.png,0.046235956251621246,0.11308659613132477,-0.06685063987970352,0,0.20859763026237488,0.27591419219970703,-0.06731656193733215
s3a_merged,bird_03,,control,blur_3,,,4,,control/bird_03/purify/blur_3/edit_seed4.png,0.022701647132635117,0.10212212800979614,-0.07942048087716103,0,0.19461305439472198,0.28059375286102295,-0.08598069846630096
s3a_merged,bird_03,,control,crop_resize_0.1,,,0,,control/bird_03/purify/crop_resize_0.1/edit_seed0.png,0.01799214631319046,0.07360567897558212,-0.05561353266239166,0,0.18974792957305908,0.260153591632843,-0.07040566205978394
s3a_merged,bird_03,,control,crop_resize_0.1,,,1,,control/bird_03/purify/crop_resize_0.1/edit_seed1.png,0.09996446967124939,0.05655738711357117,0.04340708255767822,1,0.19853515923023224,0.25720882415771484,-0.058673664927482605
s3a_merged,bird_03,,control,crop_resize_0.1,,,2,,control/bird_03/purify/crop_resize_0.1/edit_seed2.png,0.05159291252493858,0.07469682395458221,-0.02310391142964363,0,0.206792414188385,0.2655094265937805,-0.05871701240539551
s3a_merged,bird_03,,control,crop_resize_0.1,,,3,,control/bird_03/purify/crop_resize_0.1/edit_seed3.png,0.026466257870197296,0.08213555812835693,-0.05566930025815964,0,0.20840582251548767,0.2824472486972809,-0.07404142618179321
s3a_merged,bird_03,,control,crop_resize_0.1,,,4,,control/bird_03/purify/crop_resize_0.1/edit_seed4.png,0.09635468572378159,0.05214034765958786,0.044214338064193726,1,0.2434801459312439,0.2424468994140625,0.0010332465171813965
s3a_merged,bird_03,,control,diffpure_150,,,0,,control/bird_03/purify/diffpure_150/edit_seed0.png,0.059255458414554596,0.0851273238658905,-0.025871865451335907,0,0.2661570906639099,0.27656733989715576,-0.01041024923324585
s3a_merged,bird_03,,control,diffpure_150,,,1,,control/bird_03/purify/diffpure_150/edit_seed1.png,0.10544542968273163,0.062140122056007385,0.04330530762672424,1,0.2809295058250427,0.2507057189941406,0.0302237868309021
s3a_merged,bird_03,,control,diffpure_150,,,2,,control/bird_03/purify/diffpure_150/edit_seed2.png,0.09219990670681,0.06852880120277405,0.02367110550403595,1,0.26896631717681885,0.22735488414764404,0.041611433029174805
s3a_merged,bird_03,,control,diffpure_150,,,3,,control/bird_03/purify/diffpure_150/edit_seed3.png,0.09535454213619232,0.07101377844810486,0.024340763688087463,1,0.24846775829792023,0.2485944926738739,-0.00012673437595367432
s3a_merged,bird_03,,control,diffpure_150,,,4,,control/bird_03/purify/diffpure_150/edit_seed4.png,0.10002957284450531,0.05014415830373764,0.04988541454076767,1,0.231463223695755,0.2677469849586487,-0.03628376126289368
s3a_merged,bird_03,,control,identity_0,,,0,,control/bird_03/purify/identity_0/edit_seed0.png,0.028592001646757126,0.06926445662975311,-0.04067245498299599,0,0.21954041719436646,0.2529783248901367,-0.033437907695770264
s3a_merged,bird_03,,control,identity_0,,,1,,control/bird_03/purify/identity_0/edit_seed1.png,0.08745476603507996,0.06081917881965637,0.026635587215423584,1,0.23743049800395966,0.27505144476890564,-0.037620946764945984
s3a_merged,bird_03,,control,identity_0,,,2,,control/bird_03/purify/identity_0/edit_seed2.png,0.0849275290966034,0.05950748920440674,0.025420039892196655,1,0.2455146461725235,0.2653806209564209,-0.0198659747838974
s3a_merged,bird_03,,control,identity_0,,,3,,control/bird_03/purify/identity_0/edit_seed3.png,0.08447672426700592,0.04400630667805672,0.040470417588949203,1,0.2460784912109375,0.2164427489042282,0.02963574230670929
s3a_merged,bird_03,,control,identity_0,,,4,,control/bird_03/purify/identity_0/edit_seed4.png,0.07503941655158997,0.04328690841794014,0.031752508133649826,1,0.25275248289108276,0.23853491246700287,0.014217570424079895
s3a_merged,bird_03,,control,jpeg_30,,,0,,control/bird_03/purify/jpeg_30/edit_seed0.png,0.09550527483224869,0.06876533478498459,0.0267399400472641,1,0.2745686173439026,0.2549055814743042,0.01966303586959839
