batch,image_id,group,condition,purify_dir,purify_kind,purify_strength,seed,tau,png,s_target,s_source,margin,success,clip_target,clip_source,clip_margin
s3t20_r_merged,horse_00,,control,adverse_cleaner_0,,,0,,control/horse_00/purify/adverse_cleaner_0/edit_seed0.png,0.12248677760362625,0.043025337159633636,0.07946144044399261,1,0.31567540764808655,0.26446405053138733,0.05121135711669922
s3t20_r_merged,horse_00,,control,adverse_cleaner_0,,,1,,control/horse_00/purify/adverse_cleaner_0/edit_seed1.png,0.12036394327878952,0.04465442895889282,0.0757095143198967,1,0.294504314661026,0.27481240034103394,0.019691914319992065
s3t20_r_merged,horse_00,,control,adverse_cleaner_0,,,2,,control/horse_00/purify/adverse_cleaner_0/edit_seed2.png,0.11654650419950485,0.0624999925494194,0.05404651165008545,1,0.25031784176826477,0.2798100709915161,-0.029492229223251343
s3t20_r_merged,horse_00,,control,adverse_cleaner_0,,,3,,control/horse_00/purify/adverse_cleaner_0/edit_seed3.png,0.12484700232744217,0.05238533020019531,0.07246167212724686,1,0.31000858545303345,0.2743196487426758,0.035688936710357666
s3t20_r_merged,horse_00,,control,adverse_cleaner_0,,,4,,control/horse_00/purify/adverse_cleaner_0/edit_seed4.png,0.12097533047199249,0.051112957298755646,0.06986237317323685,1,0.333284467458725,0.2672404646873474,0.06604400277137756
s3t20_r_merged,horse_00,,control,blur_0.5,,,0,,control/horse_00/purify/blur_0.5/edit_seed0.png,0.12086117267608643,0.05282718688249588,0.06803398579359055,1,0.3114526569843292,0.26870426535606384,0.04274839162826538
s3t20_r_merged,horse_00,,control,blur_0.5,,,1,,control/horse_00/purify/blur_0.5/edit_seed1.png,0.12008115649223328,0.04725189507007599,0.07282926142215729,1,0.2796172499656677,0.2748824656009674,0.004734784364700317
s3t20_r_merged,horse_00,,control,blur_0.5,,,2,,control/horse_00/purify/blur_0.5/edit_seed2.png,0.1130208745598793,0.05247269943356514,0.06054817512631416,1,0.3044150471687317,0.273471862077713,0.030943185091018677
s3t20_r_merged,horse_00,,control,blur_0.5,,,3,,control/horse_00/purify/blur_0.5/edit_seed3.png,0.12166625261306763,0.0488603338599205,0.07280591875314713,1,0.3051198720932007,0.2525661587715149,0.05255371332168579
s3t20_r_merged,horse_00,,control,blur_0.5,,,4,,control/horse_00/purify/blur_0.5/edit_seed4.png,0.1192459985613823,0.05274674668908119,0.0664992518723011,1,0.314039021730423,0.2566906213760376,0.057348400354385376
s3t20_r_merged,horse_00,,control,blur_1,,,0,,control/horse_00/purify/blur_1/edit_seed0.png,0.12308583408594131,0.048405736684799194,0.07468009740114212,1,0.31319454312324524,0.2599985897541046,0.053195953369140625
s3t20_r_merged,horse_00,,control,blur_1,,,1,,control/horse_00/purify/blur_1/edit_seed1.png,0.11220970749855042,0.0421343632042408,0.07007534429430962,1,0.3111838400363922,0.2574085593223572,0.053775280714035034
s3t20_r_merged,horse_00,,control,blur_1,,,2,,control/horse_00/purify/blur_1/edit_seed2.png,0.11346729844808578,0.05826452374458313,0.055202774703502655,1,0.2572934925556183,0.2825537323951721,-0.025260239839553833
s3t20_r_merged,horse_00,,control,blur_1,,,3,,control/horse_00/purify/blur_1/edit_seed3.png,0.11599303036928177,0.03997092694044113,0.07602210342884064,1,0.31614699959754944,0.2750690281391144,0.04107797145843506
s3t20_r_merged,horse_00,,control,blur_1,,,4,,control/horse_00/purify/blur_1/edit_seed4.png,0.11936549842357635,0.04740961641073227,0.07195588201284409,1,0.3048596680164337,0.2382168173789978,0.06664285063743591
s3t20_r_merged,horse_00,,control,blur_2,,,0,,control/horse_00/purify/blur_2/edit_seed0.png,0.11662326753139496,0.06089922413229942,0.055724043399095535,1,0.29174065589904785,0.2823300063610077,0.009410649538040161
s3t20_r_merged,horse_00,,control,blur_2,,,1,,control/horse_00/purify/blur_2/edit_seed1.png,0.12056877464056015,0.05791212618350983,0.06265664845705032,1,0.2770690321922302,0.2909945249557495,-0.013925492763519287
s3t20_r_merged,horse_00,,control,blur_2,,,2,,control/horse_00/purify/blur_2/edit_seed2.png,0.12197210639715195,0.05424994230270386,0.06772216409444809,1,0.2977279722690582,0.2765047550201416,0.021223217248916626
s3t20_r_merged,horse_00,,control,blur_2,,,3,,control/horse_00/purify/blur_2/edit_seed3.png,0.119759701192379,0.05362074077129364,0.06613896042108536,1,0.3037010133266449,0.2796691656112671,0.024031847715377808
s3t20_r_merged,horse_00,,control,blur_2,,,4,,control/horse_00/purify/blur_2/edit_seed4.png,0.1263614296913147,0.058960430324077606,0.06740099936723709,1,0.3078840672969818,0.2526794970035553,0.055204570293426514
